ip_mean	ip_sd	ip_kurt	ip_skew	snr_mean	snr_sd	snr_kurt	snr_skew	pulsar
117.4531	47.6566	0.2841	0.0402	14.7274	53.009	3.3373	9.2042	0
138.1641	47.6412	-0.0933	0.1784	26.398	67.3797	2.1801	2.8144	0
170.1328	39.4827	-0.5935	1.5507	14.893	48.8291	3.0273	7.3911	0
84.4375	40.3141	0.7966	1.536	1.7508	20.133	11.4423	129.2822	1
126.6719	57.2577	0.2707	-0.4501	102.2726	102.4402	0.029	-1.9491	0
97	53.1676	0.3826	-0.2213	115.4381	108.078	-0.1092	-1.946	0
40	36.269	4.3001	20.3903	72.8562	71.3778	0.5537	-0.6026	1
57.7109	39.7824	2.5072	9.4696	67.6112	89.1935	0.7863	-1.026	1
64.5469	37.9172	2.3938	8.7259	74.3462	88.4348	0.6361	-1.1206	1
114.1484	38.6499	0.0732	0.8361	51.9749	93.1556	1.246	-0.4201	0
134.5312	57.0232	-0.0205	-0.7773	100.3671	82.6645	-0.3491	-1.7858	0
154.8438	45.4802	-0.2351	0.218	114.9206	69.8043	-0.9613	-0.882	0
89.7188	40.0749	0.6266	1.3367	11.2584	49.0444	4.1374	15.1677	0
95.7344	50.2123	0.7065	0.5973	96.0844	109.6553	0.2876	-1.8747	1
135.9141	59.199	-0.0962	-0.622	16.4992	58.9786	3.3045	8.9579	0
109.1641	41.7608	0.0947	0.911	2.3972	22.9268	9.5126	89.0316	0
111.9688	49.2075	0.2857	-0.0406	77.5744	92.9606	0.3792	-1.8223	0
113.2734	51.7226	0.2235	-0.3233	9.0167	43.2316	4.6016	19.2574	0
85.0391	42.4738	0.7027	1.556	64.2157	82.8918	0.5363	-1.6644	0
92.4688	34.8454	0.7431	3.0922	27.5619	71.8451	2.2362	3.0415	0
38.6797	32.416	4.1356	22.4342	98.9247	76.2241	-0.0003	-1.0513	1
124.4297	48.1979	0.1608	-0.141	56.1355	83.4946	0.8303	-1.2746	0
143.6953	49.4557	-0.4969	-0.1415	107.0376	77.5912	-0.6032	-1.5157	0
138.5	49.7388	-0.3009	-0.1463	9.0092	41.7292	4.488	18.5053	0
150.1562	55.7177	-0.3757	-0.3845	8.3085	43.0921	5.0106	23.1962	0
132.9766	45.8448	0.1411	0.6251	81.1873	90.4355	0.2476	-1.8698	0
145.9297	50.6284	-0.3533	0.0028	81.3211	74.7624	-0.123	-1.8769	0
133.8203	55.6248	-0.0659	-0.5704	13.2935	50.165	3.5401	10.671	0
120.625	51.8465	0.0457	-0.1435	103.4657	92.4592	-0.2034	-1.9112	0
135.0078	45.921	-0.0487	0.2351	11.7918	50.1532	4.0443	14.4743	0
103.2734	43.9493	0.2451	0.4232	75.5652	93.6849	0.4533	-1.7498	0
129.5781	43.8334	-0.1608	0.6902	15.2801	54.4163	3.3091	9.0635	0
68.4688	40.7509	2.0932	5.3534	53.8528	32.9225	-0.7316	0.3093	1
124.5391	54.8504	-0.1386	-0.2734	7.4398	36.6154	4.7905	21.3633	0
137.8359	50.5845	0.1267	-0.3653	120.4038	77.9771	-0.8454	-1.1647	0
35.6641	35.0474	3.9776	19.3304	126.1697	85.5813	-0.2193	-1.3005	1
152.0547	54.9	-0.1634	-0.3536	7.5627	40.2457	5.162	24.7993	0
139.6875	45.7324	-0.0997	-0.1731	99.1714	89.8753	-0.1658	-1.9049	0
116.1719	52.4749	0.3762	-0.244	9.76	46.2836	4.5396	18.6497	0
127.8906	55.2947	0.2094	-0.4287	8.7717	42.5016	4.6544	19.7458	0
139.2109	49.8295	-0.0401	-0.2177	80.6915	93.3825	0.3206	-1.8379	0
117.7344	41.6872	0.1851	0.7276	16.0159	56.6313	3.2743	8.8073	0
113.8906	44.4986	0.3486	0.0994	18.1839	60.3174	3.0302	7.2371	0
118.125	53.2811	0.2888	-0.3742	5.7659	33.9153	5.7902	32.0238	0
97.4141	49.616	0.7532	0.775	4.9808	32.8555	6.4797	40.23	0
108.3906	46.2083	0.2404	0.2426	22.0502	61.9655	2.4708	4.1612	0
95.5	42.3851	0.743	1.914	13.1288	50.8466	3.63	11.2441	0
127.6406	48.1487	-0.1892	-0.1592	119.6137	75.9197	-0.8755	-1.071	0
110.0078	45.652	0.5338	0.4121	7.1104	38.8947	5.3355	26.7395	0
122.9766	58.5129	0.1621	-0.5045	25.3144	64.489	2.1857	2.8769	0
134.8828	50.5272	0.0932	-0.0352	16.5025	55.5664	3.1167	7.8964	0
98.0781	50.4331	0.6786	0.6411	0.9172	9.777	18.2869	417.3314	1
126.0234	55.4264	-0.0148	-0.3827	55.6605	73.9764	0.6106	-1.5375	0
113.7969	48.9496	0.1913	-0.1097	44.0309	78.3372	1.2395	-0.4042	0
80.2656	49.9172	1.3357	1.5424	161.1313	89.0072	-0.9872	-0.5974	1
153.5469	42.5722	-0.5818	0.9223	111.0828	82.955	-0.5497	-1.6014	0
117.7188	47.7272	0.2897	0.2877	117.2943	75.6208	-0.8474	-1.1415	0
95.9531	47.4526	0.4235	-0.0004	96.7818	80.4582	-0.3267	-1.7913	0
142.4844	60.2089	-0.2592	-0.6921	4.9657	32.722	6.4584	39.8565	0
79.3203	38.5069	0.4893	2.284	21.0602	65.3308	2.7938	5.8536	0
98.0938	47.9351	0.3886	-0.1036	1.9548	14.3681	9.5451	114.7977	0
90.2344	44.0141	0.8156	1.1418	3.5911	21.7544	6.783	49.9837	1
77.6797	40.0527	0.8318	2.5783	4.1513	24.0714	6.8288	50.5864	0
37.2031	30.9915	4.8975	27.4962	102.3796	78.8037	0.2266	-1.0024	1
138.7891	53.6539	-0.1542	-0.2979	18.9339	52.337	2.5821	5.193	0
117.4375	48.4809	0.05	0.2324	3.4122	20.7334	7.4428	63.6607	0
95.5078	44.643	0.4451	0.9987	6.1329	32.0744	5.6749	32.5784	0
108.9062	48.7265	-0.0054	0.279	103.0936	93.2691	-0.1693	-1.9036	0
81.6875	39.4307	0.6737	1.8087	11.7048	48.1061	3.8779	13.0908	0
144.8828	44.5043	-0.1809	0.2252	89.964	83.3344	-0.1205	-1.9102	0
107.875	41.1766	0.1298	1.1344	2.0719	18.9569	10.3746	114.1444	0
121.3047	60.6772	0.0571	-0.6636	8.1689	32.6489	4.2523	18.2392	0
121.6719	47.3824	0.1809	-0.2482	3.6196	27.8194	7.5935	55.9727	0
122.4297	47.259	0.0203	0.2062	22.6856	63.1739	2.4643	4.2042	0
129.7969	51.5175	-0.0456	-0.4511	1.8085	14.0745	10.7805	140.9937	0
107.0938	49.5546	0.2131	-0.1486	1.7751	13.4852	11.6291	166.4638	0
155.4062	44.9556	-0.2401	0.2712	2.939	19.0006	9.3897	99.7681	0
125.8828	51.4842	0.1224	-0.3669	143.0844	92.52	-0.8306	-1.1711	0
103.6094	50.6889	0.6687	0.2293	2.6773	18.7345	10.4628	120.9264	0
131.8281	35.1499	-0.0067	1.6938	1.7366	15.509	11.8798	160.7235	0
122.1719	55.3111	0.1394	-0.3107	3.4247	25.4334	7.6564	58.7473	0
118.7656	46.3835	0.1244	0.2787	2.7533	24.4717	8.8078	75.8904	0
130.8047	53.8894	0.2072	-0.5595	2.1145	15.9593	9.6355	108.0966	0
154.1016	55.9089	-0.2556	-0.5926	85.9758	76.6481	-0.193	-1.8724	0
116.7344	42.8762	0.2741	0.4909	2.3537	14.5286	9.2374	111.1371	0
42.9219	37.746	3.5361	14.7967	73.3721	68.7361	0.7688	-0.0522	1
102.4609	40.5044	-0.1674	1.0199	9.2366	43.8339	4.551	18.7952	0
161.4922	60.7288	-0.9058	-0.048	177.5134	63.3826	-1.5036	1.3818	0
109.0547	49.4614	0.3357	0.0921	0.9289	9.344	19.6228	479.671	1
103.5312	46.307	0.4567	0.513	5.9883	32.6564	5.6632	31.7961	0
138.4609	53.394	0.0496	-0.4756	25.7617	72.3506	2.4637	4.1059	0
155.5469	55.9596	-0.3772	-0.5805	93.4833	77.4083	-0.3362	-1.7863	0
99.3828	51.6167	0.4844	0.117	2.7533	16.3466	8.7436	94.4381	0
112.9766	48.8474	0.2729	0.2678	94.9273	83.7152	-0.2116	-1.8619	0
115.5469	45.9599	0.1105	0.5582	2.2308	13.3571	10.1665	142.3252	0
99.5859	55.3223	0.5944	0.0965	3.6037	22.2823	8.4357	76.801	0
144.3672	56.8006	-0.5884	-0.5389	190.0569	62.9108	-1.4449	1.5513	0
111.0391	44.7701	0.3472	0.7906	1.3545	15.7276	12.5355	164.2599	0
102.5938	43.2479	0.45	0.6413	0.8127	10.0984	17.8279	383.7711	0
116.2188	42.6037	0.2116	0.5462	1.6187	13.8486	11.0021	144.8215	0
91.5625	36.6371	0.628	1.9893	1.4298	12.0097	13.0404	214.6097	0
118.4844	40.5349	0.3623	0.8591	0.7324	10.3709	18.2662	378.6511	0
134.7188	44.4285	0.0354	0.3142	100.3645	92.9473	-0.0734	-1.8696	0
100.875	41.2081	0.6305	1.2051	2.3094	13.6998	9.9464	133.6691	0
120.4297	52.5927	0.2004	-0.2663	25.4941	56.5968	2.0401	2.7833	0
123.8125	53.1398	0.0631	-0.5015	1.4724	12.9239	11.8862	173.3364	0
98.8438	39.8829	0.6127	2.1671	2.158	16.4114	10.1005	117.9303	0
141.9844	49.5282	-0.265	0.2636	2.8629	18.9881	8.2457	76.2209	0
83.4297	40.2464	0.7684	1.7748	2.0301	15.4021	10.0273	122.5064	0
119.1797	46.2066	0.2287	0.0371	1.8135	17.6349	10.8348	124.4359	0
119.0234	48.3812	0.0472	0.1071	12.0786	39.9319	3.4742	11.8261	0
105.0781	50.6988	0.4924	0.3077	2.5936	14.8566	8.8616	102.9593	0
91.7109	46.2461	0.635	0.8434	2.8595	20.9406	8.3625	74.4277	0
123.4609	51.5014	0.1442	-0.4779	4.1145	25.539	6.5443	43.3599	0
116.6406	47.241	0.3048	0.0586	2.5151	17.1544	8.0497	75.7335	0
127.25	47.1992	-0.1128	0.231	2.2809	13.2831	10.1648	141.7008	0
116.1875	50.1055	0.0781	0.1449	2.1681	16.2775	9.6928	110.3782	0
106.4375	45.8015	0.7847	0.7137	84.959	85.2337	0.2482	-1.6078	0
67.6875	41.4762	1.5707	4.7423	28.1865	60.718	2.2544	3.9354	1
111.5625	50.5655	0.3746	-0.2837	1.7876	11.5713	12.0457	210.2295	0
146.8125	44.9607	-0.3065	0.4887	2.801	20.6484	8.4586	75.7875	0
128.6094	36.8049	0.0711	1.6265	2.4105	20.5322	9.1746	88.1982	0
124.8672	46.1772	-0.3492	0.1867	2.8855	17.2664	8.2365	84.3026	0
96.0547	35.3225	0.5822	2.5655	2.1129	15.6737	9.6556	109.4046	0
119.8984	42.5139	0.18	0.5249	1.398	12.7633	14.1185	245.5169	0
103.4531	39.274	0.5879	1.5948	8.5911	37.4561	4.5775	20.4627	0
110.4766	48.8523	0.278	-0.1344	4.2224	20.7511	5.834	39.556	0
109.5625	44.904	0.1156	0.1343	5.1187	27.4988	6.15	39.3656	0
117.5938	44.1267	0.0576	0.0344	2.3077	20.7493	9.4851	92.6414	0
98.1562	47.3327	0.4151	0.3695	2.4548	16.9319	10.1308	120.7322	0
104.7422	43.4316	0.3601	0.8066	1.2391	11.9133	13.2023	216.9329	0
126.4219	46.5214	0.1617	-0.0903	1.954	14.6308	10.0812	126.5188	0
85.7188	39.5136	1.8894	5.9268	34.2299	69.7942	1.8219	1.8101	1
96.6719	46.4026	0.5938	0.8595	1.9005	16.4636	9.9759	109.599	0
118.625	46.7672	0.5086	0.5506	2.7074	15.5664	8.9611	102.3203	0
125.1875	46.6439	0.1466	-0.123	3.4565	22.3911	7.8241	66.6576	0
121.25	51.3158	-0.184	-0.1414	3.8294	24.5246	6.8992	49.4272	0
65.5703	33.8865	2.9356	12.9371	57.2199	79.8087	0.928	-0.7239	1
138.1797	45.6304	-0.0542	0.1451	1.7709	12.8924	11.2311	162.4959	0
85.1719	33.4975	0.9642	3.8697	1.8729	14.7787	10.4961	128.6747	0
94.3672	37.1633	0.5724	1.9755	4.4758	26.2521	6.536	44.8939	0
119.2266	47.6963	0.1922	0.1401	2.9064	21.4951	8.0258	68.2485	0
128.2031	45.7883	-0.0435	0.2751	3.2048	19.0181	7.5947	66.4553	0
113.3281	47.7369	0.0484	-0.0407	3.1413	19.2125	7.5459	64.9315	0
103.1406	46.86	0.5845	0.5365	1.2834	12.788	12.4311	183.836	0
100.25	49.817	0.4444	0.0046	1.9339	18.466	10.3424	111.2965	0
66.7812	32.6583	2.6236	12.394	14.8085	46.3826	3.6172	12.6149	1
153.0391	44.3326	-0.4112	0.9189	1.5443	12.1771	12.7389	206.2572	0
122.9062	51.2411	0.0416	-0.4407	1.8152	14.75	9.9826	118.0211	0
130.2734	52.8856	-0.1083	-0.2976	1.9565	13.513	10.5555	143.5077	0
80.0547	39.6814	0.5853	1.8186	1.2952	10.5567	15.2306	307.548	0
98.0938	45.028	0.7013	1.2763	2.5493	20.2072	8.8599	82.9862	0
95.5859	47.7673	0.6019	0.351	1.5677	14.1306	11.6163	157.1617	0
94.5547	42.7564	0.4543	0.8408	2.6806	16.2428	9.4472	112.2907	0
114.8203	46.4665	0.2929	-0.0175	2.5669	14.916	8.6732	101.1988	0
96.1719	35.9811	0.6337	1.8908	2.9992	16.664	8.391	91.2969	0
138.6875	46.7102	0.0514	-0.2494	2.592	15.1979	8.3881	92.3548	0
77.9844	37.4226	1.0686	2.953	1.4356	11.3869	13.5872	244.4614	0
135.6172	53.4907	-0.0009	-0.3886	1.1789	9.9637	16.3664	365.343	0
110.4844	45.8084	0.3735	0.6358	0.8294	11.2805	16.1072	292.468	0
145.2188	50.2613	-0.0634	-0.1002	3.6112	20.1486	7.6933	67.8798	0
119.7578	44.445	0.3	0.7591	1.7768	16.8268	10.8525	126.0288	0
113.1172	56.091	0.2339	-0.7496	3.7776	23.4056	8.2745	73.4177	0
123.8828	45.0003	0.1687	0.3586	3.7283	26.4108	7.4534	55.8885	0
105.2188	47.3186	0.6719	0.4024	4.3462	25.9862	7.6917	62.3093	0
131.1562	48.7863	0.1255	-0.1106	2.194	18.7995	10.0092	106.2928	0
91.9219	45.7236	0.5238	0.4231	0.7299	10.249	17.9434	375.423	0
144.2344	46.3368	-0.195	-0.1404	1.786	12.2292	11.6828	185.6809	0
109.1172	49.9399	0.4637	0.2076	7.5059	34.6689	4.9	23.7794	0
82.7734	45.4162	0.7015	1.1046	3.5017	22.126	7.0053	51.9062	0
127.9062	46.6929	0.2283	0.2668	3.4791	20.945	7.2408	58.6808	0
138.0781	53.0684	-0.2368	-0.3583	3.99	25.6638	6.7472	46.1434	0
72.2266	36.3997	0.8338	3.6527	1.9498	18.0945	10.3309	114.1115	0
119.1953	43.1585	0.3599	0.4882	2.4339	14.7688	9.1579	108.0119	0
113.5938	37.104	0.3587	1.3089	1.4983	12.4742	12.2191	187.6662	0
32.1172	38.2086	4.6319	22.6746	82.0142	64.4588	0.7654	0.173	1
118.3359	41.6284	0.1437	0.9809	12.3512	43.9311	3.7428	13.2597	0
112.7031	48.5189	0.1986	0.3068	5.046	29.8604	6.2379	39.038	0
78.2188	40.6379	1.5404	4.7974	21.1505	54.9386	2.4926	4.8431	1
52.3047	36.1737	2.6356	10.1371	39.0627	66.3636	1.515	1.011	1
117.0625	55.3219	0.2513	-0.4506	3.4482	22.8684	7.6247	61.6868	0
107.2109	50.1603	0.1586	0.1675	1.99	12.9601	10.3137	147.4782	0
75.9766	43.8124	0.8627	1.387	3.2617	23.328	7.7775	62.7604	0
38.3672	28.7388	4.9116	30.0479	92.036	83.9183	0.461	-1.0146	1
112.0234	47.1375	0.2279	-0.033	15.8286	49.2512	2.9911	7.5395	0
115.0938	50.1699	0.3273	0.0753	2.5468	18.0932	8.3685	78.5459	0
121.9219	52.6463	0.0951	-0.2841	2.2274	14.3912	10.0958	130.7173	0
95.4922	72.2134	0.9141	-0.4885	1.3294	9.8082	16.6909	385.0043	0
133.4297	52.6491	0.1175	-0.5877	2.6388	17.185	9.5425	107.1288	0
88.1562	33.5998	0.8543	3.6106	2.6605	18.9629	8.3507	77.1954	0
115.1875	46.8236	0.1707	0.5478	2.1145	14.3563	10.3781	135.9287	0
130.9219	53.9221	-0.0824	-0.4798	3.8595	22.4687	8.0917	71.4028	0
105.2578	44.506	0.1675	0.5758	6.8938	31.7602	5.152	27.2746	0
99.3438	42.2599	0.265	1.142	2.857	20.5296	8.7997	84.4417	0
123.4297	56.9764	0.3553	-0.4627	58.3921	75.3942	0.7396	-1.0777	0
121.8594	45.9032	0.3826	0.2693	3.3604	22.7729	8.0026	67.345	0
110.5547	47.1243	0.1422	0.2348	1.4089	11.7523	12.5152	209.6933	0
106.9531	42.5887	0.4199	0.8737	1.5401	11.2064	13.234	242.0184	0
106.0859	39.2223	0.1783	0.9631	3.0962	18.4885	7.9908	75.2963	0
94.9688	38.5393	0.5128	1.6438	3.2425	21.2347	7.386	58.7683	0
86.8984	37.6223	0.7669	2.679	0.653	11.9629	19.435	388.0246	0
117.7031	50.5022	0.2855	-0.2509	2.0619	13.8066	10.3825	139.1974	0
110.6875	37.7617	0.1636	1.7088	1.5945	13.5218	11.6488	164.7613	0
115.2109	51.1567	0.2672	-0.1274	4.0878	26.309	6.7344	45.7678	0
110.0938	45.885	0.2987	0.5421	2.7057	16.0833	8.7784	98.0239	0
99.3672	42.0795	0.5177	0.9856	3.1931	19.7516	7.9319	72.9333	0
130.2656	45.0169	0.4115	0.4355	4.6488	28.9466	6.4376	41.2493	0
130.9531	51.5702	0.1464	-0.2047	1.7483	15.6025	11.5226	149.5666	0
124.8047	51.98	0.1622	-0.2968	3.3612	20.5937	9.0862	92.0826	0
136.1562	52.6955	-0.005	-0.3541	2.2408	13.1624	10.4986	152.4433	0
114.2812	49.9278	0.4233	0.0468	1.648	14.8413	13.1953	193.8442	0
107.9453	56.2066	0.1733	-0.5895	2.0853	12.8707	10.879	162.8415	0
118.3125	52.4112	0.0484	-0.5026	15.1597	43.1381	2.9127	7.8656	0
113.0547	38.7349	0.6675	1.821	2.7492	16.9095	9.4322	108.6004	0
156.0469	52.9671	-0.5386	-0.1164	85.1371	85.6406	0.1005	-1.8323	0
86.8359	37.5424	0.6214	2.407	2.658	13.7504	8.543	110.699	0
91.1953	36.4242	0.6253	2.1695	2.347	13.462	9.6095	130.5702	0
127.6953	34.0116	0.2367	2.0754	1.8102	12.5544	11.661	179.1624	0
77.6016	42.3048	0.5388	1.3475	2.4314	15.3822	9.4058	111.2105	0
109.1797	43.6466	0.5329	0.452	2.4699	16.6181	8.6584	89.2425	0
89.4688	33.9968	0.9248	3.8536	1.9089	12.977	10.4968	150.0782	0
134.0078	57.1815	0.1029	-0.7756	44.7308	77.1264	1.1678	-0.5714	0
124.9375	56.3621	-0.0109	-0.5559	77.1438	78.6575	0.0731	-1.9172	0
118.3984	48.9334	0.1594	0.0419	11.8554	48.7776	3.8919	13.24	0
117.3203	52.4112	0.1324	-0.4487	5.7166	34.5869	5.9259	33.38	0
126.0781	42.5783	-0.0912	0.2714	15.2048	56.1223	3.4315	9.8207	0
94.6328	38.2064	0.5794	1.5454	13.6221	53.9071	3.7178	11.8768	0
121.7422	47.7181	-0.0738	-0.1697	76.1756	91.3251	0.3821	-1.8158	0
83.3203	32.717	1.9177	9.8631	30.9197	77.2211	2.1117	2.5004	1
99.0391	46.3658	0.3261	0.2952	3.2801	18.8522	7.3027	62.558	0
121.1641	45.1795	0.1679	0.3206	1.5059	14.4285	13.125	195.8761	0
115.4062	53.7849	0.2053	-0.3231	1.5786	13.7772	11.3909	154.9986	0
150.7812	43.829	0.0169	0.4567	1	13.0749	14.7376	230.8814	0
15.1797	34.1825	5.571	32.6021	91.5109	61.8571	0.5497	-0.03	1
41.7109	37.3403	3.8444	17.1601	43.3712	66.2506	1.4348	1.0559	1
120.1562	52.6243	-0.0514	-0.449	2.8194	17.1981	9.6004	111.9699	0
129.3984	51.1035	0.0015	-0.4022	3.1162	18.1645	8.2654	79.4426	0
28.6172	30.3016	5.2387	31.0696	144.6472	59.872	-0.0746	-0.3218	1
132.0156	63.2239	-0.1011	-0.7949	4.5334	24.0665	6.4307	46.2055	0
38.3906	36.9534	3.9224	16.4716	112.7266	60.9322	0.3266	0.1113	1
19.3984	46.0184	3.9705	14.9984	110.2358	64.6151	0.1829	-0.5959	1
148.6172	57.7239	-0.3424	-0.3706	6.6246	29.0771	5.6475	35.4771	0
24.3359	36.9403	4.579	21.0722	122.5084	65.6139	-0.058	-0.2453	1
139.3438	42.7468	-0.1473	0.3629	4.2115	21.5595	6.4786	47.9934	0
124.0469	48.9572	0.0343	-0.1688	2.0477	17.4534	10.3083	114.7618	0
130.1328	48.4586	0.0942	0.0718	0.8278	12.7057	17.0049	306.4637	0
177.3359	61.5506	-1.4782	1.4587	180.5234	73.3909	-1.0454	-0.0191	0
108.9688	44.5926	0.4036	0.4754	2.4674	15.446	9.2295	107.5883	0
98.7656	35.6359	0.613	2.4722	1.8144	16.8725	11.2859	139.7359	0
97.3516	42.3711	0.3495	0.7325	5.2099	29.686	5.8661	33.7498	0
121.4844	49.0972	-0.0055	-0.1282	12.9774	41.77	3.2028	9.0714	0
117.6719	38.6155	0.3407	1.4713	1.3286	14.5383	11.9794	154.805	0
105.2422	44.5265	0.1128	0.3325	3.3403	19.2519	7.9841	75.922	0
124.1953	45.7504	0.2107	-0.0677	2.5602	17.5395	8.395	81.4799	0
110.8672	41.9288	0.3674	0.7339	2.7701	19.9611	8.029	69.1188	0
100.6328	48.1839	0.5305	0.0744	2.1547	16.7139	9.5541	105.3845	0
97.2734	36.1913	0.5247	2.4601	2.2634	14.7973	9.2807	108.2988	0
117.2109	43.5001	0.2211	0.5601	1.056	12.0187	14.188	234.0608	0
105.2422	45.7356	0.4958	0.5164	1.5978	15.3272	11.7217	153.7883	0
110.9766	47.9675	0.4493	0.2652	108.9181	87.2849	-0.1454	-1.5171	0
89.0547	43.8439	1.0355	1.1778	2.0067	12.9634	10.9541	160.6677	1
111.7891	49.6016	0.1442	-0.2425	1.6221	12.1502	12.3987	201.4886	0
100.7656	47.6938	0.2184	-0.0496	2.0435	15.0407	10.2829	125.9252	0
107.9375	42.3198	0.3689	0.3829	4.3813	22.2798	6.0713	41.8932	0
155.6016	43.8476	-0.2317	0.3924	1.6957	13.449	10.4367	138.4537	0
36.2969	41.6671	4.0784	16.4772	77.9172	73.9671	0.5652	-0.6364	1
129.0469	52.9991	0.0701	-0.722	4.7592	27.0226	6.3694	42.2617	0
86.8828	36.945	0.4958	2.6145	3.8545	24.6485	6.9167	49.6008	0
116.3828	56.7379	0.1825	-0.5583	1.6455	14.209	13.4525	202.6927	0
120.9844	45.8573	-0.0815	-0.0993	86.5042	94.8307	0.2922	-1.7653	0
102.7109	54.7706	0.5423	-0.0432	2.3771	17.7733	10.7339	128.1242	0
124.6016	49.6177	-0.0077	-0.129	2.908	15.496	8.0471	86.4405	0
101.9297	46.48	0.4251	0.618	0.8487	12.9235	16.3649	276.7222	1
108.625	51.4074	0.3154	-0.0321	0.9273	9.7659	18.7682	428.0119	0
88.5469	34.5274	0.8122	3.3153	1.2316	14.2086	13.1501	186.468	0
123.1875	49.5154	0.0515	-0.1461	2.5242	15.1107	8.3878	92.596	0
92.8906	50.0007	1.4097	1.9646	42.9883	74.7646	1.395	0.3219	1
115.2188	37.4003	0.2101	1.5401	2.5803	15.4783	8.2593	88.6342	0
31.9375	37.2774	4.5865	21.8714	50.199	65.3481	1.3848	1.1165	1
129.1641	46.3515	0.3886	-0.0952	2.6731	16.6719	9.3374	109.2212	0
130.3359	46.4106	0.1865	0.2476	1.8712	12.2918	10.9889	172.0909	0
118.7578	50.6951	0.2042	-0.2125	8.3871	32.7641	4.6269	22.8569	0
87.8984	44.7894	0.713	1.1511	0.6421	9.1278	20.8226	523.8517	0
126.9922	41.5979	-0.0408	0.2893	3.2458	21.7901	7.2496	55.3744	0
38.5547	36.0455	4.0143	18.6846	35.0368	60.9723	1.8924	2.8494	1
141.4609	47.7655	-0.2157	-0.0909	34.7717	67.3699	1.6184	1.0146	0
121.2969	51.074	-0.0004	-0.1784	2.0644	12.8224	10.2392	149.4958	0
105.7031	38.1994	0.4786	1.1925	2.5159	17.7488	8.4602	81.1619	0
52.6328	35.8436	3.8662	17.4186	30.8436	58.8375	2.1888	4.1353	1
125.7734	57.8367	-0.0601	-0.7063	2.6731	17.4374	9.9678	115.0225	0
148.7578	43.7901	-0.1937	0.2006	2.5552	18.4655	9.0494	91.2655	0
113.9062	42.4936	0.2969	0.2489	17.301	48.9103	2.7384	6.2757	0
134.5078	46.6161	-0.1155	0.3236	3.1848	21.1979	7.5575	61.3915	0
121.5625	52.2867	0.0869	-0.3958	0.663	9.9885	21.165	489.0014	0
90.9844	36.7557	0.3659	2.062	1.5468	17.3533	12.2601	156.7855	0
70.0938	44.8125	1.2775	2.3838	1.9164	15.2853	12.4615	172.4741	1
93.5547	37.4597	0.5934	1.7429	1.8035	14.8767	10.2249	122.3349	0
19.8125	34.9975	4.9921	26.2704	76.2818	85.4148	0.6656	-1.0573	1
82.1641	35.0767	0.9538	4.2386	15.2826	45.3553	2.9309	7.414	0
100.2656	48.7876	0.2478	-0.0552	3.0284	19.3283	8.698	87.2116	0
102.4922	45.53	0.3492	0.7999	0.7885	11.6682	17.1023	314.381	0
115.125	48.5135	0.3556	0.1983	2.5853	18.0222	9.9651	110.8425	0
119.8438	44.4317	0.2456	0.9453	0.7232	9.8112	18.5192	413.382	0
84.7656	51.2903	1.2517	1.683	2.3069	14.8748	11.1875	155.1457	0
81.8438	51.7846	0.8212	0.2843	2.6873	15.1543	8.2681	91.7012	0
155.2109	44.0585	-0.3202	0.4258	13.1957	44.8734	3.3838	10.3737	0
73.5156	30.0187	2.6796	12.549	6.8545	34.9464	5.5156	30.322	1
108.2109	43.0355	0.225	0.2546	1.6931	15.9428	11.4521	148.8395	0
124.875	45.6173	0.0738	0.2957	9.8997	37.3153	4.0868	16.7844	0
102.1406	42.0516	0.0965	0.8475	10.1304	36.8026	3.9577	15.5967	0
123.2969	35.4721	0.2277	1.9021	13.2868	46.8146	3.4952	10.9672	0
94.0625	51.0211	0.6415	0.4865	2.4908	16.9371	7.8654	72.6649	0
133.8516	51.5146	-0.0571	-0.3769	6.6045	30.4686	5.334	29.8788	0
68.5469	30.237	2.972	16.0029	5.5569	32.4884	6.1636	37.9021	1
38.9219	31.8214	4.7511	25.9968	46.6505	66.1223	1.4636	1.4116	1
96.8203	36.8386	0.7022	2.0738	2.6304	18.2652	8.5742	84.5249	0
112.9766	51.4555	0.4641	0.0837	0.8804	13.6875	15.7192	248.9745	0
93.75	40.6577	0.9106	2.1647	5.097	28.2179	5.9167	35.5423	1
99.2656	37.1259	0.7152	1.9364	29.3169	66.3964	2.0156	2.445	1
96.0469	37.2992	0.5156	2.0898	0.6564	11.6413	18.5123	353.52	0
122.3984	50.1101	0.0359	-0.02	1.8144	14.2651	11.5439	160.5288	0
130.8516	46.1252	0.0447	0.0948	2.6739	16.94	9.1297	98.669	0
120.7891	49.9286	0.1972	-0.233	3.4791	17.6054	6.8413	59.5416	0
104.5859	43.5177	0.5851	0.5272	1.4281	12.2637	13.3136	216.6049	0
103.5781	45.1666	0.5524	0.7776	21.8211	51.1772	2.3989	4.7592	1
126.9688	47.5108	0.0953	0.3434	3.3378	20.1024	7.303	62.0477	0
112.75	48.3008	0.4101	0.0429	3.143	19.4318	7.2073	58.5381	0
119.9375	48.0452	0.1905	-0.1143	2.4858	16.4617	8.673	89.8206	0
135.6016	60.2849	-0.198	-0.5269	3.0594	16.488	7.5389	72.5716	0
114.5156	43.6962	0.1216	0.2089	0.9482	13.2668	15.2423	244.2243	0
120.9844	44.2088	0.2464	0.1947	2.1488	17.1495	9.1947	94.1888	0
