Frequency	Attack	Chord	Velocity	Displacement	Pressure
1600	17.4	0.0254	55.5	0.0166	126.471
2000	17.4	0.0254	55.5	0.0166	125.261
2500	17.4	0.0254	55.5	0.0166	124.931
3150	17.4	0.0254	55.5	0.0166	124.101
4000	17.4	0.0254	55.5	0.0166	121.771
5000	17.4	0.0254	55.5	0.0166	118.941
6300	17.4	0.0254	55.5	0.0166	114.861
200	17.4	0.0254	39.6	0.0172	114.044
250	17.4	0.0254	39.6	0.0172	114.714
315	17.4	0.0254	39.6	0.0172	115.144
400	17.4	0.0254	39.6	0.0172	115.444
500	17.4	0.0254	39.6	0.0172	117.514
630	17.4	0.0254	39.6	0.0172	124.514
800	17.4	0.0254	39.6	0.0172	135.324
1000	17.4	0.0254	39.6	0.0172	138.274
1250	17.4	0.0254	39.6	0.0172	131.364
1600	17.4	0.0254	39.6	0.0172	127.614
2000	17.4	0.0254	39.6	0.0172	126.644
2500	17.4	0.0254	39.6	0.0172	124.154
3150	17.4	0.0254	39.6	0.0172	123.564
4000	17.4	0.0254	39.6	0.0172	122.724
5000	17.4	0.0254	39.6	0.0172	119.854
200	17.4	0.0254	31.7	0.0177	116.146
250	17.4	0.0254	31.7	0.0177	116.956
315	17.4	0.0254	31.7	0.0177	118.416
400	17.4	0.0254	31.7	0.0177	120.766
500	17.4	0.0254	31.7	0.0177	127.676
630	17.4	0.0254	31.7	0.0177	136.886
800	17.4	0.0254	31.7	0.0177	139.226
1000	17.4	0.0254	31.7	0.0177	131.796
1250	17.4	0.0254	31.7	0.0177	128.306
1600	17.4	0.0254	31.7	0.0177	126.846
2000	17.4	0.0254	31.7	0.0177	124.356
2500	17.4	0.0254	31.7	0.0177	124.166
3150	17.4	0.0254	31.7	0.0177	123.466
4000	17.4	0.0254	31.7	0.0177	121.996
5000	17.4	0.0254	31.7	0.0177	117.996
315	22.2	0.0254	71.3	0.0214	115.857
400	22.2	0.0254	71.3	0.0214	117.927
500	22.2	0.0254	71.3	0.0214	117.967
630	22.2	0.0254	71.3	0.0214	120.657
800	22.2	0.0254	71.3	0.0214	123.227
1000	22.2	0.0254	71.3	0.0214	134.247
1250	22.2	0.0254	71.3	0.0214	140.987
1600	22.2	0.0254	71.3	0.0214	131.817
2000	22.2	0.0254	71.3	0.0214	127.197
2500	22.2	0.0254	71.3	0.0214	126.097
3150	22.2	0.0254	71.3	0.0214	124.127
4000	22.2	0.0254	71.3	0.0214	123.917
5000	22.2	0.0254	71.3	0.0214	125.727
6300	22.2	0.0254	71.3	0.0214	123.127
8000	22.2	0.0254	71.3	0.0214	121.657
200	22.2	0.0254	39.6	0.0229	116.066
250	22.2	0.0254	39.6	0.0229	117.386
315	22.2	0.0254	39.6	0.0229	120.716
400	22.2	0.0254	39.6	0.0229	123.416
500	22.2	0.0254	39.6	0.0229	129.776
630	22.2	0.0254	39.6	0.0229	137.026
800	22.2	0.0254	39.6	0.0229	137.076
1000	22.2	0.0254	39.6	0.0229	128.416
1250	22.2	0.0254	39.6	0.0229	126.446
1600	22.2	0.0254	39.6	0.0229	122.216
2000	22.2	0.0254	39.6	0.0229	121.256
2500	22.2	0.0254	39.6	0.0229	121.306
3150	22.2	0.0254	39.6	0.0229	120.856
4000	22.2	0.0254	39.6	0.0229	119.646
5000	22.2	0.0254	39.6	0.0229	118.816
630	0	0.1016	71.3	0.0012	124.155
800	0	0.1016	71.3	0.0012	126.805
1000	0	0.1016	71.3	0.0012	128.825
1250	0	0.1016	71.3	0.0012	130.335
1600	0	0.1016	71.3	0.0012	131.725
2000	0	0.1016	71.3	0.0012	132.095
2500	0	0.1016	71.3	0.0012	132.595
3150	0	0.1016	71.3	0.0012	131.955
4000	0	0.1016	71.3	0.0012	130.935
5000	0	0.1016	71.3	0.0012	130.795
6300	0	0.1016	71.3	0.0012	129.395
8000	0	0.1016	71.3	0.0012	125.465
10000	0	0.1016	71.3	0.0012	123.305
12500	0	0.1016	71.3	0.0012	119.375
630	0	0.1016	55.5	0.0013	126.17
800	0	0.1016	55.5	0.0013	127.92
1000	0	0.1016	55.5	0.0013	129.8
1250	0	0.1016	55.5	0.0013	131.43
1600	0	0.1016	55.5	0.0013	132.05
2000	0	0.1016	55.5	0.0013	132.54
2500	0	0.1016	55.5	0.0013	133.04
3150	0	0.1016	55.5	0.0013	131.78
4000	0	0.1016	55.5	0.0013	129.5
5000	0	0.1016	55.5	0.0013	128.36
6300	0	0.1016	55.5	0.0013	127.73
8000	0	0.1016	55.5	0.0013	124.45
10000	0	0.1016	55.5	0.0013	121.93
12500	0	0.1016	55.5	0.0013	119.91
630	0	0.1016	39.6	0.0015	125.401
800	0	0.1016	39.6	0.0015	128.401
1000	0	0.1016	39.6	0.0015	130.781
1250	0	0.1016	39.6	0.0015	132.271
1600	0	0.1016	39.6	0.0015	133.261
2000	0	0.1016	39.6	0.0015	133.251
2500	0	0.1016	39.6	0.0015	132.611
3150	0	0.1016	39.6	0.0015	130.961
4000	0	0.1016	39.6	0.0015	127.801
5000	0	0.1016	39.6	0.0015	126.021
6300	0	0.1016	39.6	0.0015	125.631
8000	0	0.1016	39.6	0.0015	122.341
10000	0	0.1016	39.6	0.0015	119.561
630	0	0.1016	31.7	0.0015	126.413
800	0	0.1016	31.7	0.0015	129.053
1000	0	0.1016	31.7	0.0015	131.313
1250	0	0.1016	31.7	0.0015	133.063
1600	0	0.1016	31.7	0.0015	133.553
2000	0	0.1016	31.7	0.0015	133.153
2500	0	0.1016	31.7	0.0015	132.003
3150	0	0.1016	31.7	0.0015	129.973
4000	0	0.1016	31.7	0.0015	126.933
5000	0	0.1016	31.7	0.0015	124.393
6300	0	0.1016	31.7	0.0015	124.253
8000	0	0.1016	31.7	0.0015	120.193
10000	0	0.1016	31.7	0.0015	115.893
800	3.3	0.1016	71.3	0.002	131.074
1000	3.3	0.1016	71.3	0.002	131.434
1250	3.3	0.1016	71.3	0.002	132.304
1600	3.3	0.1016	71.3	0.002	133.664
2000	3.3	0.1016	71.3	0.002	134.034
2500	3.3	0.1016	71.3	0.002	133.894
3150	3.3	0.1016	71.3	0.002	132.114
4000	3.3	0.1016	71.3	0.002	128.704
5000	3.3	0.1016	71.3	0.002	127.054
6300	3.3	0.1016	71.3	0.002	124.904
8000	3.3	0.1016	71.3	0.002	121.234
10000	3.3	0.1016	71.3	0.002	116.694
630	3.3	0.1016	55.5	0.0022	126.599
800	3.3	0.1016	55.5	0.0022	129.119
1000	3.3	0.1016	55.5	0.0022	131.129
1250	3.3	0.1016	55.5	0.0022	132.769
1600	3.3	0.1016	55.5	0.0022	133.649
2000	3.3	0.1016	55.5	0.0022	133.649
2500	3.3	0.1016	55.5	0.0022	132.889
3150	3.3	0.1016	55.5	0.0022	130.629
4000	3.3	0.1016	55.5	0.0022	127.229
5000	3.3	0.1016	55.5	0.0022	124.839
6300	3.3	0.1016	55.5	0.0022	123.839
8000	3.3	0.1016	55.5	0.0022	120.569
10000	3.3	0.1016	55.5	0.0022	115.659
630	3.3	0.1016	39.6	0.0025	127.251
800	3.3	0.1016	39.6	0.0025	129.991
1000	3.3	0.1016	39.6	0.0025	131.971
1250	3.3	0.1016	39.6	0.0025	133.211
1600	3.3	0.1016	39.6	0.0025	133.071
2000	3.3	0.1016	39.6	0.0025	132.301
2500	3.3	0.1016	39.6	0.0025	130.791
3150	3.3	0.1016	39.6	0.0025	128.401
4000	3.3	0.1016	39.6	0.0025	124.881
5000	3.3	0.1016	39.6	0.0025	122.371
6300	3.3	0.1016	39.6	0.0025	120.851
8000	3.3	0.1016	39.6	0.0025	118.091
10000	3.3	0.1016	39.6	0.0025	115.321
630	3.3	0.1016	31.7	0.0025	128.952
800	3.3	0.1016	31.7	0.0025	131.362
1000	3.3	0.1016	31.7	0.0025	133.012
1250	3.3	0.1016	31.7	0.0025	134.022
1600	3.3	0.1016	31.7	0.0025	133.402
2000	3.3	0.1016	31.7	0.0025	131.642
2500	3.3	0.1016	31.7	0.0025	130.392
3150	3.3	0.1016	31.7	0.0025	128.252
4000	3.3	0.1016	31.7	0.0025	124.852
5000	3.3	0.1016	31.7	0.0025	122.082
6300	3.3	0.1016	31.7	0.0025	120.702
8000	3.3	0.1016	31.7	0.0025	117.432
630	6.7	0.1016	71.3	0.0048	131.448
800	6.7	0.1016	71.3	0.0048	134.478
1000	6.7	0.1016	71.3	0.0048	136.758
1250	6.7	0.1016	71.3	0.0048	137.658
1600	6.7	0.1016	71.3	0.0048	136.678
2000	6.7	0.1016	71.3	0.0048	134.568
2500	6.7	0.1016	71.3	0.0048	131.458
3150	6.7	0.1016	71.3	0.0048	124.458
500	6.7	0.1016	55.5	0.0052	129.343
630	6.7	0.1016	55.5	0.0052	133.023
800	6.7	0.1016	55.5	0.0052	135.953
1000	6.7	0.1016	55.5	0.0052	137.233
1250	6.7	0.1016	55.5	0.0052	136.883
1600	6.7	0.1016	55.5	0.0052	133.653
2000	6.7	0.1016	55.5	0.0052	129.653
2500	6.7	0.1016	55.5	0.0052	124.273
400	6.7	0.1016	39.6	0.0058	128.295
500	6.7	0.1016	39.6	0.0058	130.955
630	6.7	0.1016	39.6	0.0058	133.355
800	6.7	0.1016	39.6	0.0058	134.625
1000	6.7	0.1016	39.6	0.0058	134.515
1250	6.7	0.1016	39.6	0.0058	132.395
1600	6.7	0.1016	39.6	0.0058	127.375
2000	6.7	0.1016	39.6	0.0058	122.235
315	6.7	0.1016	31.7	0.0059	126.266
400	6.7	0.1016	31.7	0.0059	128.296
500	6.7	0.1016	31.7	0.0059	130.206
630	6.7	0.1016	31.7	0.0059	132.116
800	6.7	0.1016	31.7	0.0059	132.886
1000	6.7	0.1016	31.7	0.0059	131.636
1250	6.7	0.1016	31.7	0.0059	129.256
1600	6.7	0.1016	31.7	0.0059	124.346
2000	6.7	0.1016	31.7	0.0059	120.446
200	8.9	0.1016	71.3	0.0103	133.503
250	8.9	0.1016	71.3	0.0103	134.533
315	8.9	0.1016	71.3	0.0103	136.583
400	8.9	0.1016	71.3	0.0103	138.123
500	8.9	0.1016	71.3	0.0103	138.523
630	8.9	0.1016	71.3	0.0103	138.423
800	8.9	0.1016	71.3	0.0103	137.813
1000	8.9	0.1016	71.3	0.0103	135.433
1250	8.9	0.1016	71.3	0.0103	132.793
1600	8.9	0.1016	71.3	0.0103	128.763
2000	8.9	0.1016	71.3	0.0103	124.233
2500	8.9	0.1016	71.3	0.0103	123.623
3150	8.9	0.1016	71.3	0.0103	123.263
4000	8.9	0.1016	71.3	0.0103	120.243
5000	8.9	0.1016	71.3	0.0103	116.723
6300	8.9	0.1016	71.3	0.0103	117.253
200	8.9	0.1016	39.6	0.0125	133.42
250	8.9	0.1016	39.6	0.0125	134.34
315	8.9	0.1016	39.6	0.0125	135.38
400	8.9	0.1016	39.6	0.0125	135.54
500	8.9	0.1016	39.6	0.0125	133.79
630	8.9	0.1016	39.6	0.0125	131.92
800	8.9	0.1016	39.6	0.0125	130.94
1000	8.9	0.1016	39.6	0.0125	129.58
1250	8.9	0.1016	39.6	0.0125	127.71
1600	8.9	0.1016	39.6	0.0125	123.82
2000	8.9	0.1016	39.6	0.0125	119.04
2500	8.9	0.1016	39.6	0.0125	119.19
3150	8.9	0.1016	39.6	0.0125	119.35
4000	8.9	0.1016	39.6	0.0125	116.22
5000	8.9	0.1016	39.6	0.0125	113.08
6300	8.9	0.1016	39.6	0.0125	113.11
200	12.3	0.1016	71.3	0.0338	130.588
250	12.3	0.1016	71.3	0.0338	131.568
315	12.3	0.1016	71.3	0.0338	137.068
400	12.3	0.1016	71.3	0.0338	139.428
500	12.3	0.1016	71.3	0.0338	140.158
630	12.3	0.1016	71.3	0.0338	135.368
800	12.3	0.1016	71.3	0.0338	127.318
1000	12.3	0.1016	71.3	0.0338	127.928
1250	12.3	0.1016	71.3	0.0338	126.648
1600	12.3	0.1016	71.3	0.0338	124.748
2000	12.3	0.1016	71.3	0.0338	122.218
2500	12.3	0.1016	71.3	0.0338	121.318
3150	12.3	0.1016	71.3	0.0338	120.798
4000	12.3	0.1016	71.3	0.0338	118.018
5000	12.3	0.1016	71.3	0.0338	116.108
6300	12.3	0.1016	71.3	0.0338	113.958
200	12.3	0.1016	55.5	0.0368	132.304
250	12.3	0.1016	55.5	0.0368	133.294
315	12.3	0.1016	55.5	0.0368	135.674
400	12.3	0.1016	55.5	0.0368	136.414
500	12.3	0.1016	55.5	0.0368	133.774
630	12.3	0.1016	55.5	0.0368	124.244
800	12.3	0.1016	55.5	0.0368	125.114
1000	12.3	0.1016	55.5	0.0368	125.484
1250	12.3	0.1016	55.5	0.0368	124.214
1600	12.3	0.1016	55.5	0.0368	121.824
2000	12.3	0.1016	55.5	0.0368	118.564
2500	12.3	0.1016	55.5	0.0368	117.054
3150	12.3	0.1016	55.5	0.0368	116.914
4000	12.3	0.1016	55.5	0.0368	114.404
5000	12.3	0.1016	55.5	0.0368	112.014
6300	12.3	0.1016	55.5	0.0368	110.124
200	12.3	0.1016	39.6	0.0408	128.545
250	12.3	0.1016	39.6	0.0408	129.675
315	12.3	0.1016	39.6	0.0408	129.415
400	12.3	0.1016	39.6	0.0408	128.265
500	12.3	0.1016	39.6	0.0408	122.205
630	12.3	0.1016	39.6	0.0408	121.315
800	12.3	0.1016	39.6	0.0408	122.315
1000	12.3	0.1016	39.6	0.0408	122.435
1250	12.3	0.1016	39.6	0.0408	121.165
1600	12.3	0.1016	39.6	0.0408	117.875
2000	12.3	0.1016	39.6	0.0408	114.085
2500	12.3	0.1016	39.6	0.0408	113.315
3150	12.3	0.1016	39.6	0.0408	113.055
4000	12.3	0.1016	39.6	0.0408	110.905
5000	12.3	0.1016	39.6	0.0408	108.625
6300	12.3	0.1016	39.6	0.0408	107.985
200	12.3	0.1016	31.7	0.0419	124.987
250	12.3	0.1016	31.7	0.0419	125.857
315	12.3	0.1016	31.7	0.0419	124.717
400	12.3	0.1016	31.7	0.0419	123.207
500	12.3	0.1016	31.7	0.0419	118.667
630	12.3	0.1016	31.7	0.0419	119.287
800	12.3	0.1016	31.7	0.0419	120.037
1000	12.3	0.1016	31.7	0.0419	119.777
1250	12.3	0.1016	31.7	0.0419	118.767
1600	12.3	0.1016	31.7	0.0419	114.477
2000	12.3	0.1016	31.7	0.0419	110.447
2500	12.3	0.1016	31.7	0.0419	110.317
3150	12.3	0.1016	31.7	0.0419	110.307
4000	12.3	0.1016	31.7	0.0419	108.407
5000	12.3	0.1016	31.7	0.0419	107.147
6300	12.3	0.1016	31.7	0.0419	107.267
200	15.6	0.1016	71.3	0.0437	130.898
250	15.6	0.1016	71.3	0.0437	132.158
315	15.6	0.1016	71.3	0.0437	133.808
400	15.6	0.1016	71.3	0.0437	134.058
500	15.6	0.1016	71.3	0.0437	130.638
630	15.6	0.1016	71.3	0.0437	122.288
800	15.6	0.1016	71.3	0.0437	124.188
1000	15.6	0.1016	71.3	0.0437	124.438
1250	15.6	0.1016	71.3	0.0437	123.178
1600	15.6	0.1016	71.3	0.0437	121.528
2000	15.6	0.1016	71.3	0.0437	119.888
2500	15.6	0.1016	71.3	0.0437	118.998
3150	15.6	0.1016	71.3	0.0437	116.468
4000	15.6	0.1016	71.3	0.0437	113.298
200	15.6	0.1016	39.6	0.0528	123.514
250	15.6	0.1016	39.6	0.0528	124.644
315	15.6	0.1016	39.6	0.0528	122.754
400	15.6	0.1016	39.6	0.0528	120.484
500	15.6	0.1016	39.6	0.0528	115.304
630	15.6	0.1016	39.6	0.0528	118.084
800	15.6	0.1016	39.6	0.0528	118.964
1000	15.6	0.1016	39.6	0.0528	119.224
1250	15.6	0.1016	39.6	0.0528	118.214
1600	15.6	0.1016	39.6	0.0528	114.554
2000	15.6	0.1016	39.6	0.0528	110.894
2500	15.6	0.1016	39.6	0.0528	110.264
3150	15.6	0.1016	39.6	0.0528	109.254
4000	15.6	0.1016	39.6	0.0528	106.604
5000	15.6	0.1016	39.6	0.0528	106.224
6300	15.6	0.1016	39.6	0.0528	104.204
