raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
5.5255	5.9789	6.7214	7.355	3.2229	3.791	5.3706	2.7556	4.285	5.7366	5.6131	1.0114	0.0075	0.0026	1.0004	0.0158	0.0075	-0.0063	-0.0236	0.0032
5.425	5.9789	5.5452	6.1463	2.9434	3.4243	5.0752	2.6993	4.4987	6.1203	6.6333	1.0229	0.0104	0.0137	1.0124	-0.0095	-0.0012	-0.0056	0.0083	-0.0032
7.105	7.4889	7.1317	7.6592	4.0055	4.132	5.6131	2.9689	4.9345	6.6682	6.82	1.0003	0.0018	0.0029	1.0133	0.0141	-0.0052	-0.0011	0.0078	-0.0105
5.4681	5.8749	5.2933	5.8833	2.6042	3.9627	5.3982	3.1311	5.2257	7.0246	6.0331	1.0058	0.0082	-0.0204	1.0123	-0.0021	-0.0039	0.0158	-0.0072	0.0127
4.3631	4.852	3.1697	4.285	4.2166	4.6434	6.271	3.3638	4.7536	6.2971	7.4442	1.0016	0.0096	0.0038	0.9923	0.0109	-0.0049	0.0175	-0.0051	-0.0182
5.2933	5.8141	5.2883	5.8916	2.5006	4.8283	6.5265	2.914	4.1479	5.8406	4.9972	1.0001	0.0049	-0.0096	0.9993	0.0015	-0.0035	-0.0049	0.0045	-0.0018
5.8319	6.2344	6.4831	7.0423	2.9821	4.459	6.3491	3.2347	6.8024	8.3402	7.114	0.9977	0.0115	-0.006	0.9939	-0.0014	0.0165	0.0018	0.0024	0.0046
5.118	5.6058	6.6516	7.3106	3.091	4.4659	6.3682	2.832	6.6516	8.2417	7.346	1.0049	-0.0006	-0.0051	0.9941	0.0099	0.0045	-0.0127	0.0044	-0.0055
6.3135	6.82	4.9053	5.4337	2.4749	3.3945	4.7958	2.6362	4.0656	5.624	5.2781	1.0068	0.0005	-0.0084	1.0029	0.0056	0.0033	-0.019	0.0002	0.0059
6.6333	7.0067	6.0234	6.5177	3.1987	4.2002	5.9532	3.1001	7.0335	8.6006	7.5964	1.0122	0.0065	-0.0198	1.0112	-0.0082	-0.003	-0.0069	-0.0123	-0.0116
6.2166	6.5709	4.9972	5.5013	2.8285	4.804	6.6333	3.1442	4.4987	6.271	5.5094	0.9937	0.0021	-0.0048	1.004	-0.0173	-0.0006	0.0096	0.0213	0.0091
6.9801	7.3994	6.0064	6.5709	3.1739	4.92	6.6958	2.7453	4.3944	6.1463	4.332	0.995	-0.0195	-0.0102	0.9949	-0.0004	0.0085	0.0046	0.0122	0.0162
6.2086	6.6771	5.193	5.7777	3.1485	3.918	5.118	3.1135	3.5381	4.8828	5.0814	0.9929	0.0061	0.0033	1.0119	0.0131	0.0042	0.0087	-0.0003	0.0157
5.3891	5.717	4.8598	5.4161	2.4613	4.7095	6.4118	3.7424	4.332	5.8665	5.8916	0.9944	-0.0079	0.003	1.0053	0.0085	-0.016	0.0045	0.0044	0.0129
6.3063	6.9266	6.6333	7.2298	3.4012	4.036	5.624	2.4715	4.0656	5.6664	5.4424	0.9893	0.0062	-0.0025	0.98	-0.0134	0.0006	-0.0042	0.0072	-0.0002
5.6058	5.8749	4.9972	5.4337	2.8582	3.8754	5.3375	2.8507	3.8177	5.1648	5.6836	0.9952	0.0172	0.0214	0.9737	0.0185	0.011	0.0103	0.0089	-0.0052
5.5452	5.743	6.6333	7.1944	3.9474	4.2932	6.2615	2.956	3.5439	4.5304	6.4118	0.9899	0.0064	-0.0031	0.9883	-0.0075	0.0079	-0.0035	0.0189	0.0137
5.3799	5.6733	5.5255	6.0684	2.9183	3.3286	4.7707	2.8814	5.823	7.4799	6.2166	0.9935	0.0025	0.0117	1.0033	0.0108	-0.014	0.0103	-0.0092	-0.0003
5.6836	6.1738	5.6733	6.1549	3.054	4.4898	6.3404	2.9867	4.332	5.8141	3.3945	0.9966	-0.0055	0	0.9982	0.013	-0.0079	-0.0009	0.0014	-0.0014
5.5872	5.717	7.3908	7.8652	4.2092	3.8691	5.3471	4.5623	4.5142	6.1903	6.731	1.0152	-0.008	-0.0093	1.0003	-0.0071	0.002	0.0071	-0.0083	-0.0081
4.8978	5.2679	4.4819	4.8442	3.1179	4.8828	6.8024	3.9396	4.459	6.1654	5.2627	1.0118	-0.0012	0.0035	0.9904	-0.0078	0.015	0.0009	-0.0106	-0.0062
6.7488	7.1763	5.9789	6.5177	3.3638	4.3795	6.1821	2.6391	4.3241	5.8916	5.0499	0.9934	-0.001	0.0021	0.9935	-0.0103	0.0037	-0.0193	-0.0069	0.002
6.4297	6.8732	5.0499	5.5872	3.1655	2.4423	3.325	4.3795	4.5218	6.4473	4.7095	0.9864	0.002	0.006	0.9815	0.0098	0.0075	0.0022	0.0102	0.0074
7.0335	7.4978	6.1026	6.6425	3.7087	5.1417	6.9354	3.2347	4.1174	5.8493	5.3891	1.0145	0.004	-0.0097	0.9903	0.0098	-0.0002	-0.0087	-0.004	0.0121
6.4473	6.8469	4.3162	5.118	3.1485	3.6814	5.2204	3.1739	4.3095	5.8833	5.1818	0.9933	-0.0168	-0.0089	0.9901	-0.0048	0.012	0.0016	0.0041	0.0016
5.7777	6.2344	4.3631	4.7095	3.0493	3.0819	4.538	4.9558	3.7705	5.0752	5.0814	0.9821	-0.0074	0.0014	1.01	0.0029	-0.0036	-0.0021	0.0008	-0.0004
6.5793	7.0067	6.3135	6.8997	3.2696	3.8111	4.8122	3.3844	4.8978	6.7488	5.2257	1.0172	-0.004	-0.0066	0.98	-0.004	0.0042	0.0033	-0.0004	-0.0246
6.713	7.2211	5.0499	5.8051	5.5607	4.8978	6.6161	4.14	4.3241	5.9713	4.9416	0.9925	0.0008	-0.0055	0.9937	-0.0015	0.0146	-0.0002	-0.0026	0.0079
7.2745	7.5694	7.3106	7.7485	3.6481	4.8828	6.6682	2.7357	5.4596	7.1854	5.9108	1.0085	-0.0127	0.0051	0.9959	0.0114	0.0092	-0.0292	-0.0149	0.0198
4.5304	5.0304	5.624	6.2005	2.4924	4.2092	5.8579	3.325	5.9189	7.6411	7.1763	1.0085	0.0158	0.0185	0.9836	-0.0024	0.0071	-0.0029	0.0034	-0.0047
5.7714	6.0162	5.366	5.9789	3.091	4.7095	6.5624	2.7788	4.285	6.0776	4.5951	0.9843	-0.0091	-0.0066	0.9964	0.0175	-0.0151	-0.0102	-0.0283	0.0017
5.8579	6.1821	5.6384	6.271	2.4807	4.6357	6.3315	3.2734	4.8283	6.6067	4.7875	1.0121	0.0039	-0.0044	0.9759	0.0143	-0.0085	0.001	0.0109	-0.012
6.1115	6.5971	5.6836	6.1654	3.1355	4.4104	6.0497	3.091	5.425	7.0335	6.6516	0.9951	-0.0019	0.0038	0.9967	-0.0032	-0.0003	-0.0186	0.0016	-0.0051
6.1026	6.4297	3.8044	4.2166	4.057	4.4898	6.4907	3.2504	6.2086	7.8831	7.2123	1.004	-0.0067	-0.0159	1.016	-0.0086	0.0172	0.0087	0.0103	0.0015
5.2204	5.717	5.5947	6.5177	3.627	4.14	5.4931	3.3534	4.2166	5.8665	5.2883	1.0132	-0.0153	0.0013	0.9941	0.0015	0.0222	0.0091	-0.0062	-0.0082
4.7707	5.0039	7.3727	7.7129	4.0431	4.0724	5.8579	3.1442	4.1698	5.8833	4.8442	0.9909	-0.0068	0.0014	1.0097	-0.0084	0.0065	-0.0148	-0.0026	-0.0059
6.1654	6.6241	5.0814	5.6384	2.4791	4.387	5.8749	4.1026	4.538	6.3315	4.8122	0.9994	0.0026	-0.0074	1.0034	0.0052	-0.005	0.0131	0.0178	-0.0118
5.7268	6.2166	5.823	6.4646	3.6738	4.285	5.9532	3.0865	4.2932	6.1115	5.2417	1.0067	-0.0029	-0.009	1.0254	-0.0136	-0.0048	-0.0015	-0.0315	0.0104
6.4831	6.8373	5.4161	5.9713	2.7924	4.2471	6.0684	2.8898	4.9127	6.5793	5.323	0.9948	-0.011	0.0029	1.0038	-0.0034	0.0046	-0.0034	-0.0054	-0.0068
5.9349	6.3936	5.7777	6.2785	2.9821	4.2471	5.8319	2.9476	4.2166	5.8833	5.3799	0.992	-0.0062	0.0029	1.0012	-0.0044	-0.0246	-0.0028	0.0087	-0.0154
4.7362	5.1417	5.6904	6.271	2.8391	5.0689	6.8554	3.3464	3.9834	5.5872	6.3936	1.0031	-0.0232	0.0085	1.0085	-0.0131	0.0082	0.0241	-0.0131	0.0029
7.2298	7.5337	7.0423	7.5337	4.1851	4.1927	5.9189	3.5695	4.804	6.4378	4.3631	1	-0.0168	0.0067	0.9903	0.0073	-0.0062	0.0004	0.0005	-0.0198
5.6058	5.989	4.9488	5.4337	2.5424	3.9318	5.4072	3.3878	6.6859	8.3402	7.6769	0.9992	-0.0115	0.0069	0.9941	0.013	-0.0078	-0.0298	-0.0062	-0.0146
5.4424	5.823	5.5797	6.1903	2.8736	3.8959	5.4072	2.9058	4.5549	6.2265	5.3375	1.0068	-0.0091	0.001	0.9917	0.0102	0.0071	0.0014	-0.0082	0.0102
5.5607	5.9269	6.1026	6.6958	3.1485	4.2092	5.8999	3.3358	5.204	6.9441	6.6771	0.9882	0.0038	0.0019	1.0007	0.0101	-0.0159	0.0063	-0.0194	-0.001
5.2933	5.656	5.1059	5.8051	3.0253	4.1698	5.9108	3.054	4.6681	6.4646	5.5175	0.9889	-0.0041	-0.0147	0.9951	0.0038	-0.0078	-0.0138	-0.0131	0.0164
5.6664	6.0684	4.6756	5.7621	3.5946	4.6923	6.2615	2.8285	4.6923	6.3226	6.1203	0.9977	0.0153	-0.0014	1.0136	-0.0101	0.0082	0.0071	0.0035	-0.0046
5.7714	6.1026	5.0499	5.717	2.714	4.285	6.2265	2.9648	4.587	6.3491	6.3852	1.0133	0.0222	0.0049	1.0003	0.0071	0	-0.004	0.0024	0.0161
4.0724	4.3554	6.5088	7.0959	3.833	4.0055	5.7961	3.2958	4.5218	6.3315	5.6733	1.0046	0.0164	0.0142	0.9876	-0.0051	-0.0132	-0.0116	0.0012	0.0216
5.6312	5.8749	6.1291	6.6241	3.45	3.7209	5.3375	4.4509	4.2166	5.9189	5.0999	1.0129	0.0103	-0.0151	1.0046	0.0138	0.0091	-0.0057	-0.0067	0.0015
5.3891	5.6131	5.8665	6.4473	2.9735	4.1698	5.9189	3.0204	4.372	6.0497	5.717	0.9992	0.0136	0.0096	1.0072	0.0016	0.0061	-0.0003	-0.0272	-0.005
5.4424	5.9108	5.9349	6.5088	2.8662	4.4819	6.2086	2.6137	4.5623	6.1654	5.2417	1.0188	0.0086	0.0038	1.0045	-0.0042	0.0125	-0.0009	0.0045	0.0097
7.1763	7.5159	5.5175	6.0776	3.4078	4.2781	6.0403	3.1001	4.4659	6.2005	5.6664	0.9806	-0.0006	-0.0079	1.0169	-0.0119	0.0059	0	0.0169	0.0003
6.6516	7.114	7.1491	7.6143	3.4078	4.3477	5.8579	3.4874	4.387	6.0234	5.3375	0.9958	-0.0006	0.004	1.0088	0.0124	-0.0049	0.012	-0.0047	0.0064
4.6032	4.9053	5.743	6.2785	2.7688	4.1026	5.9965	3.791	3.5695	4.9416	4.3477	0.9953	0.0133	-0.0001	0.9859	0.0064	-0.0041	0.0071	-0.005	-0.0081
5.5872	6.0234	5.624	6.2344	3.2189	3.7281	5.553	2.4467	4.2312	5.7869	4.5065	1.0013	0.0052	-0.0054	1.0301	0.0011	0.0005	-0.0138	-0.0172	0.0113
5.5947	5.989	4.6511	5.1648	3.1179	4.1698	6.0064	3.0204	4.7362	6.3682	5.9189	1.0069	0.0132	-0.0015	1.006	-0.0099	0.0089	-0.0071	-0.0107	0.0138
5.118	5.0562	4.6357	5.204	3.4012	4.7707	6.4998	3.3358	6.2086	7.8831	6.4646	0.983	-0.0085	0.0061	0.9923	-0.0022	-0.0061	0.0084	-0.0182	0.0054
6.0845	6.5265	7.2923	7.7664	3.7281	5.366	7.1491	4.9053	3.791	5.323	6.5971	0.9965	0.0111	0.0052	1.0096	-0.0043	-0.0002	-0.0065	-0.0026	-0.0061
5.4848	5.6836	4.7791	5.3891	2.7819	4.8598	6.5624	2.9264	4.4427	5.989	5.4681	0.985	0.0035	-0.0044	0.9894	-0.0004	0.005	-0.0008	-0.0035	0.0151
5.5607	5.8749	5.7961	6.3852	2.8736	4.3477	5.7869	2.9912	5.2257	6.8554	5.5797	1.0069	0.0034	-0.0036	0.9835	0.0005	-0.0005	-0.0026	0.0081	0.0037
4.587	5.0752	5.366	6.0591	2.6993	4.1698	5.649	3.2696	4.2002	5.6904	4.7707	0.9916	-0.0143	-0.0045	1.0023	-0.0005	-0.0011	-0.0066	0.0109	-0.0057
6.0064	6.5265	5.7268	6.4297	3.054	2.6624	3.4308	2.6137	6.9354	8.5556	7.355	0.9911	-0.0127	0.0004	0.9942	0.004	0.0085	-0.0108	-0.007	-0.0013
6.1115	6.6593	5.4848	5.9532	2.7331	3.5695	5.0999	3.0106	4.2471	5.8833	4.6269	0.9958	0.0151	-0.0179	1.0013	0.009	-0.0183	0.0082	-0.0152	-0.0009
5.1761	5.7777	5.3132	5.9349	3.1179	4.1775	5.649	3.3032	4.1092	5.6664	5.0752	1.0157	0.0001	0.0205	0.9951	-0.0136	0.0041	-0.0005	-0.0121	-0.0095
4.684	5.3132	4.8283	5.4596	2.679	4.6357	6.6859	3.8395	4.3795	6.1377	5.0039	1.0258	0.0009	0.0067	1.0008	-0.0025	0.0156	0.0101	-0.0121	0.0095
5.7714	6.271	5.3706	5.9108	2.6878	4.4427	6.1654	3.1179	4.7185	6.4378	5.4931	1.0261	0.0095	-0.0078	0.9965	-0.0165	0.002	-0.0053	0.0056	0.0024
7.2298	7.5606	3.4689	4.1698	4.2166	4.7362	6.3063	3.3776	7.0067	8.5826	7.2563	1.0066	-0.0071	0	1.0022	0.009	-0.0066	0.0053	-0.0075	-0.0045
4.5465	4.8598	5.7869	6.3578	3.5056	3.8459	5.3982	2.9096	5.4424	7.0959	7.0335	1.0256	-0.0141	-0.0185	1	0.0015	-0.0066	0.0027	0.0121	-0.0115
6.2005	6.6593	4.9628	5.624	2.9821	4.4739	6.3404	3.1091	5.1417	6.7845	6.3404	1.0007	0.0048	-0.0008	0.9905	-0.0036	0.0012	-0.0005	-0.0083	0.0036
4.3241	4.6597	5.7004	6.1654	3.1179	2.4673	4.0055	4.2932	5.0752	6.8732	6.4831	1.0097	0.0084	-0.0145	1.013	0.0246	-0.0044	-0.0083	0.0089	0.014
6.7393	7.1944	4.6191	5.2523	2.702	4.2399	6.0845	2.7265	4.9127	6.7214	5.3799	0.9899	-0.0007	-0.0189	0.9935	0.0046	0.0219	0.0152	-0.0027	0.0128
5.8406	6.3682	7.5159	7.9906	4.3631	4.3241	6.2166	2.5565	4.387	6.1463	5.0999	1.0044	0.0112	-0.0023	0.9986	-0.0075	0.0033	-0.0067	-0.0054	-0.0007
6.713	7.1229	5.9349	6.4739	3.4689	4.2542	5.9636	3.2308	3.3776	4.804	4.8598	1.0008	0.0029	0.0034	1.0067	0.0021	0.0015	0.0075	0.0074	0.0095
5.4931	5.9532	5.8999	6.4646	2.6575	4.4509	6.2166	3.2068	4.5951	6.1903	5.0173	1.0012	0.0156	-0.0036	0.9852	0.0086	0.0161	-0.0005	0.0052	0.0018
5.4931	5.7004	5.8579	6.5177	3.2734	3.3464	4.9628	3.3142	4.7707	6.5709	5.743	0.9996	-0.0094	0.0075	1.0046	-0.0011	0.0041	-0.0011	0.0173	-0.0037
4.9053	5.3706	5.1818	5.6904	3.0253	5.0039	6.7214	3.1987	4.285	5.9454	4.9488	0.9937	0.0059	0.0046	1.0009	0.0003	-0.0014	-0.012	-0.0093	0.0012
6.5624	6.8732	7.2034	7.6769	5.193	3.4626	5.0938	2.9518	4.372	5.8833	5.323	1.0002	-0.0032	-0.0102	0.9938	-0.0025	0.0134	-0.0138	-0.0015	0.0065
5.9108	6.3936	5.4765	6.0936	2.6906	2.7331	3.5639	4.387	6.1654	7.8379	6.8287	0.9856	-0.0263	0.0181	0.9975	0.0103	0.0084	0.019	-0.0221	0.0004
6.1115	6.5971	5.0752	5.649	3.0681	3.7705	5.425	2.8136	4.3095	5.8493	5.4765	1.0007	-0.0033	-0.0212	0.9859	0.0164	0.0025	-0.0022	-0.0053	0.0074
4.6756	4.9836	6.0234	6.6425	2.7453	2.5711	3.8111	4.7274	6.2879	7.9635	6.4739	0.9855	-0.0024	0.0062	0.9942	0.0135	-0.021	-0.0112	0.0404	0.0066
7.453	7.7664	4.852	5.323	2.772	3.8544	5.5255	2.6993	4.9345	6.5439	5.5607	1.0039	-0.0045	-0.0022	0.9996	0.0095	0.0159	0.0132	0.0095	-0.0067
5.3279	5.7268	5.649	6.3226	2.8285	4.2781	5.6664	3.2347	4.4739	6.2615	4.8122	1.0217	-0.0022	0.0039	0.9868	-0.0068	-0.0054	0.0097	0.0139	0.0045
5.5255	6.0064	5.2523	5.7526	2.7751	4.7875	6.4297	2.9648	4.2471	5.9108	5.1533	0.9833	-0.0066	0.0009	1.0019	-0.0165	-0.0042	-0.0014	0.0041	0.0031
5.989	6.3767	5.2883	5.8999	3.1905	4.0943	5.6384	2.9264	6.8732	8.5019	7.4265	0.974	0.0211	0.0177	1.0157	-0.0092	0.0033	-0.018	0.0138	-0.0101
5.5872	6.1549	6.6958	7.2298	4.1927	2.8582	3.2958	2.415	4.332	6.1549	5.5797	1.01	0.016	-0.0008	1.015	0.001	0.0106	-0.0083	-0.0091	-0.0054
7.6681	8.098	6.2005	6.8824	3.2958	4.4188	6.0064	3.1739	4.5623	6.4118	5.3891	1.0018	-0.0213	-0.0058	1.0205	0.0076	0.0158	-0.0078	-0.0034	0.0054
5.2095	5.5013	4.8283	5.323	2.7619	4.2781	5.9269	2.8736	4.0128	5.6664	4.4509	0.9886	0.003	0.0081	0.9926	-0.0084	0.0014	0.0147	0.0145	-0.0147
6.7754	7.069	6.5793	6.9707	3.7773	4.0055	5.6131	2.9264	5.2781	6.9537	6.9537	0.9995	-0.004	-0.0014	1.0218	0.0079	0.0167	-0.0114	0.0062	-0.0111
5.4596	5.8406	5.2933	5.8493	2.8547	5.124	7.051	3.9259	4.9767	6.6516	5.0814	0.9972	-0.0001	0.0133	0.9926	0.0059	0.0185	0.0087	-0.0034	-0.0056
5.6384	6.0497	5.425	6.0497	3.0155	4.0943	5.7004	2.9476	6.1738	7.9367	7.2834	1.0229	0.0171	0.0007	0.9879	0	-0.0085	0.0153	0.0035	0.0114
6.0591	6.4739	7.3908	7.9367	4.4659	4.2627	5.9532	2.8356	4.8903	6.6161	6.1203	0.9865	0.0096	-0.0066	0.983	-0.0036	-0.015	0.0019	-0.0033	0.0115
5.8406	6.2265	5.0814	5.5722	3.2068	4.8283	6.6333	3.3032	4.9972	6.8024	5.5797	0.9879	-0.0008	-0.0002	1.006	-0.0172	-0.0022	0.0048	0.0016	0.0124
5.9269	6.3682	5.8749	6.4378	2.8976	3.8898	5.4681	2.6679	6.5352	8.1519	6.7393	1.0206	-0.0252	0.0011	1.0125	-0.019	-0.0023	-0.0191	-0.0049	-0.0145
5.323	5.8493	5.2417	5.7961	3.0253	4.4659	6.1903	3.3142	4.036	4.6112	6.2344	1.0017	0.0099	0.0121	0.9996	-0.012	0.0056	-0.0057	0.0021	-0.0162
5.0752	5.624	4.9558	5.5797	2.8136	2.8937	4.3477	2.4033	4.1092	5.6733	5.3566	0.9988	0.0273	0.0125	1.0026	-0.006	0.0026	0.0046	-0.007	-0.0236
5.989	6.4552	7.1763	7.5606	3.7705	4.3477	6.271	3.6889	4.1092	5.717	5.2933	0.9986	-0.0112	0.0003	1.0047	-0.003	-0.0226	0.0155	0.0165	-0.0021
5.9532	6.3226	5.6733	6.0497	2.7206	4.1026	5.717	2.8814	5.4596	7.1491	6.42	0.9925	0.0005	0.0078	1.0033	0.0039	0.0058	0.0003	-0.0042	0.0153
5.4424	5.823	5.5175	6.1377	2.8937	2.9648	3.5293	2.4613	2.7389	3.8754	5.8051	0.9984	0.0119	0.0112	1.0195	0.0094	-0.0045	0.0001	0.0047	-0.0056
7.0867	7.5337	5.124	5.6836	2.6362	4.6269	6.3491	3.4874	3.9684	5.5947	5.5094	1.0049	0.0031	0.0023	1.0066	-0.0093	-0.0086	-0.0137	0.0085	-0.0041
7.2385	7.5427	6.9893	7.5964	4.538	4.02	5.7714	2.8172	4.0943	5.624	5.5373	0.9979	0.0241	0.0058	0.9776	0.0037	0.0047	0.0111	0.0045	-0.0085
3.8959	2.9392	2.6575	2.956	2.4749	3.5807	4.036	5.451	2.5665	3.7281	4.3241	0.998	-0.0051	-0.0003	0.0066	0.995	0.0041	0.0088	-0.0126	0.0012
3.9627	3.4078	3.0956	2.438	3.912	3.6939	4.1255	5.6131	2.7688	3.1822	3.2619	1.0099	-0.0059	-0.0015	-0.0017	1.0179	0.0248	0.0098	-0.0008	-0.009
2.7651	3.3286	2.5975	2.5006	3.3358	4.7449	5.7366	7.5694	2.832	3.4177	3.1311	0.9943	-0.0212	-0.0019	0.0122	1.0226	-0.0093	0.0151	0.0186	0.0165
3.791	3.3604	2.6137	2.4596	3.2771	5.8916	6.271	7.1491	3.3429	4.2399	3.8265	1.0006	-0.0159	0.0096	-0.005	0.9979	0.0047	-0.0003	-0.0054	0.005
3.5439	3.2581	2.8285	2.9648	2.8937	3.2465	4.1558	5.8749	2.9606	3.3358	3.1135	1.0104	0.0005	0.0116	-0.0112	0.9889	-0.0025	-0.0114	-0.0044	0.0022
3.833	3.2465	2.3979	4.3241	3.7209	3.7013	4.332	6.7845	3.0634	3.5891	2.9264	0.9854	-0.0087	-0.0006	-0.0048	0.9994	-0.0049	0.0157	0.0054	-0.0058
2.5502	3.0106	2.6651	2.3979	2.7887	3.7013	4.7449	6.2005	3.3032	3.7565	2.7997	0.9932	0.0089	-0.0067	-0.0037	1.0044	-0.0039	0.0152	-0.0141	-0.0019
4.0128	3.1739	2.8208	3.1001	3.1612	3.6082	3.904	6.3767	3.2465	3.9318	3.8544	0.981	0.0086	0.0091	0.0213	1.0091	0.0023	-0.0175	0.0063	0.0091
3.2308	3.5752	2.593	2.6042	3.0865	2.9781	3.3142	5.9713	2.956	3.5807	3.1864	1.0051	-0.0304	0.0107	-0.0026	1.0078	-0.0101	-0.0057	-0.0025	0.0248
3.918	3.3286	2.5502	2.499	2.3979	4.0792	4.4659	7.3639	3.3142	3.7424	2.7233	0.985	-0.0018	-0.0199	-0.0159	1.0162	-0.0067	0.0098	0.009	-0.0144
4.3162	4.162	2.3979	3.45	2.8736	2.3979	2.4467	4.1092	3.1224	3.8691	2.5392	0.9948	0.0138	0	0.0036	0.9992	-0.0095	0.0043	0.0191	0.0117
3.6889	3.4689	2.6993	2.4087	2.956	2.6333	4.036	5.2095	3.3032	3.5553	3.0253	1.0113	0.0069	-0.0189	0.0161	1.0082	0.0001	-0.0007	-0.0003	-0.0101
3.7013	3.4812	3.1442	2.3988	3.4626	3.4751	3.8459	5.451	3.091	3.5891	3.5553	0.9905	-0.0099	-0.0017	-0.0014	1.0073	0.0008	-0.0022	0.0016	-0.0058
3.5553	3.7842	2.5088	2.3988	3.2229	2.8507	3.2619	5.656	3.1612	3.8816	4.2542	0.9774	-0.0022	-0.0057	0.0065	1.0042	-0.0028	0.001	-0.009	-0.0151
3.6481	3.3945	3.0057	2.679	3.7087	2.7961	3.3358	6.8906	3.4626	4.057	3.3638	0.9965	-0.0272	-0.0009	-0.0036	1.0183	0.0156	0.019	0.0159	0.0006
4.3241	4.2002	2.3979	2.5185	2.4891	4.9127	5.366	7.7039	3.0956	3.4144	3.5234	1.0059	0.0047	0.0064	-0.0006	0.9966	-0.0123	-0.0011	0.0041	0.0116
3.8111	3.3534	2.5817	2.5502	3.5946	3.5695	5.204	5.3471	3.6136	3.918	3.2229	0.989	-0.0089	-0.0163	0.009	1.0086	-0.0101	-0.0014	-0.0103	0.0006
3.791	3.4177	2.9183	2.3979	3.6939	3.918	4.9416	6.8024	3.4689	4.459	4.1174	1.0175	-0.0042	0.0058	0.0015	0.9909	0.0021	0.0123	0.0103	-0.0008
4.2627	3.8898	2.5997	2.7206	3.5891	3.091	3.5439	6.2086	3.2068	3.4436	3.1697	0.9876	0.0102	0.0094	0.0027	1.0052	0.0022	-0.0049	-0.0117	0.0075
4.0724	3.4144	2.415	2.5257	3.0819	3.1179	3.5381	5.7869	3.5381	3.8607	3.4372	1.0121	0.01	0.0033	0.0188	1.0246	-0.0064	-0.0138	-0.001	0.0191
3.8177	3.1697	2.9058	2.8898	3.3032	4.0128	4.4659	7.3369	3.9551	4.7875	3.8044	0.9844	0.0009	0.0173	-0.0177	1.0015	-0.003	-0.0097	0.0155	0.0085
3.7353	3.9908	2.7357	2.4257	2.7924	3.1697	3.1485	5.8833	3.1224	3.5056	2.9648	1.0047	-0.0087	0.0235	-0.0163	1.0162	-0.003	-0.0162	0.0062	0.012
3.9627	3.5695	2.8507	2.3979	3.45	3.7773	4.0877	6.0064	4.2399	4.5549	3.3878	0.9961	0.0007	0.0006	0.0101	0.9869	0.0077	0.0045	0.0035	0.0025
4.4819	3.4626	2.9606	2.6851	4.0055	3.0301	3.5946	6.7754	3.3032	3.4626	2.8814	0.9991	0.0021	-0.0027	-0.0168	1.0166	0.0019	0.0014	-0.0082	0.009
3.9908	3.5293	2.7331	4.9558	3.2771	3.3358	3.8607	7.114	2.5688	3.3178	4.3014	1.0004	-0.0123	0.0006	0.0068	1.0118	-0.0087	-0.0187	0.0078	-0.0038
4.05	3.3776	2.3979	2.4579	3.0057	3.0057	3.8754	6.5088	3.4372	4.02	3.4563	0.9863	0.0078	-0.0046	0.0002	1.0036	0.0125	0.0027	0.003	0.009
4.7449	3.9396	2.5408	2.6261	2.9735	3.6533	4.2471	5.9189	3.2958	3.5695	3.091	0.9974	0.0082	0.0014	0.0116	1.0098	0.0146	-0.0227	0.0102	0.0138
4.1927	3.8898	3.091	2.9648	3.0773	4.332	4.9053	6.4739	3.1442	4.0943	2.8136	1.0077	-0.008	-0.0047	-0.0063	1.033	0.0024	0.0078	0	-0.0002
4.4104	3.5381	2.7265	5.2417	3.8111	3.4689	3.9627	5.3279	3.6082	3.8898	3.4243	1.0018	0.0151	0.0153	0.0022	0.9997	0.0153	0.0096	0.0086	-0.0056
4.02	3.1398	2.4774	2.8208	2.7924	3.6814	4.0792	5.9713	3.2847	3.8959	3.4935	1.0019	-0.0019	-0.0016	-0.012	1.0222	-0.0151	0.0061	0.0059	0.0029
4.2002	3.5695	2.4715	2.3979	3.5752	2.832	3.7353	6.7581	2.9183	3.4177	5.1358	1.0199	-0.0112	0.0006	0.0128	0.9973	0.0157	-0.0099	-0.0072	-0.0048
4.4898	4.0724	2.621	2.649	3.5293	3.6136	3.9908	5.4424	3.7353	3.8816	3.4372	0.9939	0.0097	-0.0112	-0.0054	0.9925	0.0126	-0.0007	0.0009	0.0067
3.2347	3.5234	2.4732	2.7887	3.7565	3.9396	4.3631	5.8319	2.772	2.7114	3.9982	0.9979	0.0026	-0.0039	-0.0154	0.9999	0.0127	-0.0242	-0.0166	-0.0181
3.4563	3.0253	2.8662	2.5225	3.2619	3.6738	4.3095	7.0605	3.6939	4.4659	3.6402	1.0078	-0.0085	0.0107	-0.0118	1.003	-0.0045	-0.0052	0.0044	-0.0015
3.8459	3.4812	2.9781	2.4362	2.5749	3.2229	4.2239	4.4509	3.1442	3.5891	3.1091	0.9957	0.0192	-0.0038	0.0024	1.0015	-0.0077	-0.0075	-0.0013	-0.0011
4.14	3.3142	2.7688	5.2417	3.2027	3.0681	3.4689	6.1463	3.1739	3.8959	3.3464	1.0206	-0.0141	0.0077	0.0104	0.9914	0.0023	-0.0043	0.0145	-0.008
