raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
1843	2788	523	931	19.3	50.5	267	5.73	52.3	286	151	1.0106	-0.0104	0.0111	0.9876	0.0098	-0.0138	0.0147	-0.0017	0.0131
723	1252	519	991	14.9	47	250	1	34.9	188	34.9	1.0021	0.0036	0.0057	0.9912	0.0023	0.0005	-0.0011	-0.0008	-0.0109
127	186	396	717	11.9	28.9	202	14.3	86.6	487	382	0.9857	-0.0095	-0.0009	0.9929	0.0007	0.0018	0.0006	-0.0195	-0.0105
105	183	145	264	4.03	157	1055	33.4	90.6	533	300	0.987	0.0162	0.0122	1.0089	-0.0023	0.0017	-0.0118	-0.007	-0.0137
198	340	115	193	1.95	23.7	184	7.77	400	2480	757	1.0261	0.0006	-0.0079	1.0063	-0.0059	-0.0035	0.0002	-0.0008	-0.0034
196	313	730	1346	15.5	69.8	385	8.58	27.4	108	111	0.9853	-0.0012	-0.0117	0.9962	0.0001	-0.0032	-0.0088	0.001	-0.0018
346	562	200	331	8.58	5.57	20.5	79.9	44.1	262	87.4	0.9937	-0.0102	-0.0044	0.9972	-0.0051	-0.0195	-0.0102	0.0201	0.0117
184	289	284	478	10.3	42.2	325	7.7	95.6	542	244	1.0089	0.0018	-0.0018	1.015	-0.0112	0.0006	0.0164	0.0146	0.0101
202	519	325	483	7.7	45.7	244	11.4	120	621	286	1.0149	-0.0036	-0.0024	1.0117	0.019	0.0078	0.0115	-0.0076	0.0124
99.1	126	300	496	20.4	23.5	141	7.1	73	478	108	0.9831	-0.0048	0.0118	0.9934	-0.0052	0.0004	0.0256	-0.0063	-0.0117
271	403	433	698	21.5	28.4	150	16.1	184	956	146	0.9896	-0.0149	-0.022	1.0021	0.0139	-0.0067	-0.0044	-0.0109	0.0122
117	173	176	311	7.04	54.7	429	4	154	906	139	0.9952	0.0108	0.0131	0.9904	0.0016	0.0036	-0.0143	-0.0097	0.0189
57.8	114	400	730	6.44	41.4	179	12.6	403	2129	2436	0.9936	-0.0236	0.0052	1.0004	-0.0091	0.0117	-0.0226	-0.0109	0.0022
235	355	717	1433	29.7	37.5	205	15.7	96.5	547	160	0.9879	-0.0039	0.0013	1.0168	-0.0098	0.0139	0.0055	0.0054	0.0035
644	1009	828	1472	80.6	32.8	160	6.67	59.4	340	80.6	0.989	0.0053	-0.0014	1.0026	0.0066	0	0.0172	0.0017	-0.0119
368	632	491	791	13.9	22.9	123	18.4	204	1018	2864	0.9941	-0.0079	-0.0009	1.0087	0.0097	0.0114	0.0007	-0.0042	0.0001
313	461	50.5	142	71.7	38.5	271	8.2	47	279	124	0.9789	0.0008	0.0142	1.0157	-0.0054	-0.0122	0.0044	0.0063	0.0163
186	286	2110	3491	53.8	20.2	145	2.97	54.2	311	103	1.0074	0.0083	-0.0251	0.9807	0.0114	0.0109	-0.0094	-0.0094	0.0058
200	286	267	478	7.99	60.4	375	6.92	223	1219	1843	1.003	-0.0039	0.0013	1.0036	-0.0035	0.0059	0.0061	0.005	-0.0048
325	519	178	328	2.69	89.8	655	7.99	59.4	305	217	1.0046	-0.0115	0.0089	1.0134	-0.0164	0.003	0.0008	0	-0.0088
743	1124	93.9	167	10.2	41	316	5.94	189	1230	237	1.0186	0.0049	-0.0147	0.984	0.0103	0.0033	-0.0058	0.0147	-0.0004
127	250	131	257	8.98	21.9	103	8.58	109	692	158	0.9925	-0.005	0.0043	1.0065	-0.0153	-0.0088	0.0153	-0.0226	-0.0015
108	167	284	470	9.06	61	311	3.05	42.9	215	75.7	1.0117	0.0148	-0.0094	0.983	-0.0071	0.0103	0.0009	-0.0168	0.0203
1715	2480	365	704	8.2	84.3	505	14.9	36.5	189	111	1.012	-0.0019	-0.0099	0.9959	0.0117	-0.0024	0.005	0.0027	0.018
334	528	155	284	4.26	99.1	557	20.2	83.5	538	178	0.9883	-0.0015	-0.0077	1.002	-0.0273	0.0129	0.006	0.0189	0.003
126	205	168	284	10.1	61	340	16.8	85.1	509	191	1.0028	0.0034	0.0029	0.9966	-0.0013	-0.001	0.0065	0.0107	0.0121
138	255	54.2	90.6	5.14	42.6	300	2.48	158	939	253	1.024	0.0108	0.0111	0.9963	0.0244	0.0016	0.0134	-0.002	0.0068
445	632	183	355	4.53	39.2	211	8.66	75.7	496	173	0.9952	0.0059	-0.0073	0.9968	0.007	0.0027	-0.0003	0.0044	-0.016
851	1310	389	632	4.37	63.8	349	69.8	241	1407	982	0.9945	0.0199	0.0121	0.9905	-0.0025	-0.0043	0.0059	0.0071	0.0048
121	205	93.1	211	9.91	8.28	22.5	58.3	57.3	429	111	0.9824	0.0144	0.0057	1.0075	0.0021	0.0114	0.0149	0.0041	-0.0122
2329	3398	328	567	12.4	111	717	9.06	151	1055	237	0.9862	0.0119	0.0126	1.0089	-0.0031	-0.0058	0.0024	-0.0006	0.002
217	308	267	496	7.3	30.5	231	13.9	135	750	297	0.9905	-0.0073	-0.0059	0.9909	-0.0052	0.0028	0.0052	0.0099	-0.0006
147	215	184	325	5.73	20.7	141	1.7	39.6	257	241	0.9896	0.0111	-0.004	1.0021	-0.0092	-0.0147	-0.0074	-0.0067	0.0053
189	328	359	649	5.83	59.9	319	20.7	56.2	352	396	0.996	-0.0065	0.0055	0.9952	-0.0022	-0.0114	0.0054	-0.0066	0.008
168	248	547	991	17.6	51.9	322	12.6	38.5	257	74.3	0.9896	-0.0173	0.0091	1.0058	-0.01	0.0016	-0.0038	-0.005	-0.0058
311	514	250	418	16.4	95.6	542	14.2	93.1	698	262	1.0089	0.0014	-0.0074	1.0114	-0.0112	-0.0005	0.0041	0.0099	-0.0103
2017	3220	104	179	1	123	770	35.5	35.5	241	117	1.0013	0.0095	-0.0021	0.9956	-0.0035	0.0001	0.016	0.0243	-0.0112
449	667	1055	1794	38.2	36.2	160	23.7	50.9	313	69.8	1.0033	0.0011	-0.0096	1.0136	-0.0072	-0.0035	-0.0111	-0.0028	0.0112
257	355	799	1655	40	40	289	10.1	1065	4958	1310	0.9889	-0.0048	-0.0175	0.9843	0.0042	0.0012	0.0033	0.0044	-0.0015
161	300	743	1472	31.6	24.8	142	6.61	777	3854	1165	0.9893	0.0192	0.0186	0.9861	0.0039	0.0167	-0.0114	0.0043	0.0054
379	604	331	632	11.5	97.3	533	11	81.3	457	227	1.0164	0.0104	-0.0155	0.998	-0.0069	-0.0129	0.0208	-0.0126	0.0062
41	45.3	644	1144	22.1	79.1	519	19.5	45.3	92.2	667	0.9794	-0.0045	-0.0021	0.9952	0.0139	0.0039	-0.0065	0.0021	0.0023
227	362	138	253	2.27	56.2	392	6.67	198	1219	281	0.9831	-0.008	-0.0033	0.9994	0.0074	-0.0002	-0.004	0.0112	0.0027
237	311	196	343	7.37	69.8	400	13.6	93.9	437	621	0.9874	0.0087	-0.0113	1.0098	0.0101	0.0133	-0.0141	-0.0009	-0.0058
1486	2227	743	1407	15.3	106	698	28.1	139	799	322	1.0141	0.0172	-0.0034	1.0229	-0.0013	0.0035	0.0066	0.0117	-0.0122
79.9	104	101	186	9.22	42.6	313	7.17	49.1	281	77	0.991	-0.0043	-0.0086	1.007	0.0003	-0.0002	-0.0072	-0.0134	-0.0116
806	1219	183	337	1.01	80.6	610	2.76	186	1134	392	0.9963	-0.0061	-0.027	1.0044	0.0012	-0.0036	0.0303	0.017	-0.001
153	286	562	1046	11.1	141	914	7.91	118	698	1685	1.0042	-0.0062	0.0126	1.0125	-0.0013	-0.0005	-0.0005	-0.0022	-0.0023
195	328	799	1526	23.3	57.8	193	2.21	170	1084	221	1.0267	0.0201	-0.0029	1.0111	0.0001	0.0091	-0.011	0.0014	0.0138
244	400	119	215	6.85	62.1	385	7.04	49.6	300	127	1.0062	0.0104	0.0313	0.9972	-0.0025	-0.0057	0.0062	-0.0147	0.016
1114	1685	158	286	9.65	19.1	75	6.1	25.7	146	46.1	0.9988	-0.0178	-0.0026	1.0171	0.0001	0.0076	-0.007	-0.0067	0.0128
538	764	2267	3619	91.4	82	474	23.7	679	3555	1176	1.0095	-0.015	0.0032	1.0001	0.0127	-0.0177	-0.0132	-0.0153	0.0136
31.1	99.1	35.9	58.3	4.33	61.5	403	1	31.3	163	661	1.0183	-0.0094	0.0092	1.0058	-0.0032	-0.0066	-0.0211	0.0003	0.0212
496	730	142	284	1	32.2	195	46.1	77	396	137	1.0074	-0.005	-0.0103	1.009	0.0126	-0.0104	0.0141	-0.0054	0.0196
279	429	379	723	10.2	60.4	375	11.7	28.9	207	80.6	1.0217	-0.0139	0.0099	0.9988	-0.004	0.0114	0.0123	0.0049	-0.0045
1526	2187	281	483	10.6	19.5	82.8	7.57	164	866	2148	1.0046	0.0045	0.004	1.0122	0.0011	-0.0059	-0.014	-0.0126	-0.009
828	1263	219	457	17.3	23.7	118	3.22	97.3	737	337	0.9968	0.0007	-0.0019	1.0015	-0.0125	-0.0045	-0.0023	0.0112	0.0129
259	368	124	202	10.4	19.1	129	4.29	45.7	253	770	0.999	-0.0037	0.0044	1.018	-0.0007	0.0019	-0.0085	-0.0164	0.0162
470	743	84.3	142	6.26	44.1	334	6.44	85.8	547	255	0.9946	0.0076	0.0108	1.005	-0.0069	0.009	0.007	-0.0004	-0.0042
1197	1747	233	461	18.6	33.7	168	7.91	487	2503	1486	1.0035	0.0107	-0.0097	1.0063	0.0002	-0.0075	0.0033	-0.0048	0.0031
221	331	241	453	5.47	29.7	139	1.7	58.8	355	931	1.0026	-0.0073	-0.0075	1.0061	-0.015	0.0042	0.0041	0.0073	0.0074
93.1	137	176	322	14.1	47	289	1	82.8	478	241	0.9892	0.0092	0.009	1.0053	0.0061	0.0066	-0.01	-0.0165	0.0029
305	491	1459	2329	57.3	36.5	225	6.44	11.2	76.4	269	0.9974	-0.0108	0.0096	0.9844	-0.0047	-0.0113	-0.003	-0.0009	-0.0021
231	372	161	289	8.06	101	594	11.7	62.6	400	200	1	0.0009	0.0039	1.0139	-0.0119	0.0224	-0.0003	0.0029	-0.0107
281	433	150	274	1.42	38.2	221	13.6	4.96	26.4	750	1.0001	-0.005	-0.0072	1.0044	0.0028	-0.0058	0.0233	0.0139	0.0055
81.3	106	422	813	2.89	43.7	244	14.1	599	3220	947	1.0171	0.0042	-0.0074	1.0065	0.0065	-0.0039	-0.0024	0.0058	-0.0157
231	365	692	1322	25	146	914	3.22	43.3	231	163	0.9968	-0.0039	0.0076	1.0087	-0.0018	-0.0036	0.0127	0.0082	-0.0123
279	478	125	225	13.8	37.2	221	114	158	973	316	1.0057	0.018	0.0071	0.9873	0.0103	-0.0005	0.0054	-0.0038	0.0091
271	519	1286	2207	213	97.3	698	9.47	305	1778	1186	0.99	-0.0027	-0.0104	0.9852	0.0058	0.0039	0.0249	0.0031	0.0034
200	308	1670	2690	61	25	178	8.51	286	1486	770	1.0207	0.0035	0.0046	1.0174	-0.0086	-0.0094	0.0119	0.0002	-0.0072
98.2	165	426	710	25.9	54.7	319	1.68	1000	5048	2110	0.9911	-0.0007	-0.004	1.0128	-0.0196	0.015	0.0106	0.0042	0.0081
233	437	27.6	102	44.9	54.7	297	8.2	85.8	474	379	0.995	0.0193	-0.0045	0.9992	-0.0031	-0.0048	0.0043	-0.0014	-0.007
138	207	141	276	1	54.2	349	13.6	281	1526	777	0.9924	0.0007	0.0073	0.9936	0.0129	0.0058	0.0124	-0.0074	-0.0023
302	509	81.3	491	26.4	191	1219	43.3	63.2	375	71	0.9956	0.0083	-0.0091	1.0099	-0.0084	0.0148	0.0058	-0.0093	0.0016
143	255	178	313	1	15.7	48.3	36.5	72.3	453	229	1.0057	0.0005	0.0029	1.0202	-0.0171	-0.019	-0.0095	-0.0112	-0.0065
237	365	372	806	20.7	55.2	368	5.94	149	866	1263	1.0175	0.0173	0.0101	1.0138	0.0128	-0.0043	0.0052	0.0068	0.0017
131	223	692	1382	14.7	103	764	10.6	191	1263	253	1.0136	-0.0009	0.0099	0.99	0.0179	0.0131	0.001	0.0038	-0.0011
372	519	478	799	22.3	47.8	281	6.49	61	385	145	1.0024	0.013	0.0059	0.9917	-0.0031	0.0036	-0.0121	0.0046	-0.0128
523	890	250	410	10.6	141	866	85.1	24.4	147	94.7	1.0046	-0.0036	-0.0076	1.0122	-0.0017	0.0135	0.0109	0.013	0.0051
325	542	262	478	20	79.1	429	3.46	21.5	118	124	1.0004	0.0082	0.0031	1.0261	-0.015	0.0019	0.005	0.0135	0.0117
474	791	302	410	10	53.3	407	13.2	253	1286	372	0.9924	-0.0008	-0.0061	1.0222	-0.0053	0.0055	0.0011	-0.0018	0.0043
151	262	207	372	17.6	85.8	519	15.4	61.5	233	319	1.0014	-0.0018	-0.0046	1.0071	-0.0038	0.001	0.0129	0.0029	-0.0057
250	389	281	491	6.55	71.7	500	6.04	88.2	509	135	0.992	-0.0042	0.0125	0.9931	0.0093	-0.0157	-0.003	0.0016	-0.0141
418	673	777	1420	3.72	24.6	165	2.39	53.3	316	176	0.986	0.0159	-0.0011	0.9901	-0.0023	0.0092	0.0083	-0.0229	-0.0064
115	170	346	567	11.1	37.9	178	5.14	246	1370	379	0.9763	-0.0004	-0.0094	0.9979	-0.0092	-0.0015	-0.0031	-0.0231	-0.0017
743	1104	211	365	1.24	77	441	5.94	137	898	365	1.0048	0.0029	-0.0079	0.9892	-0.0057	-0.0165	0.0027	-0.0054	0.0027
259	362	410	1075	59.9	42.2	213	13	142	806	743	0.9978	-0.0039	0.0026	1	0.0168	0.0068	-0.0012	0.0098	-0.0026
496	757	151	300	6.15	83.5	588	1.57	40.7	269	121	0.9965	-0.0054	-0.0036	0.9978	0.0121	-0.0026	0.0028	0.0047	0.0016
132	213	96.5	178	4.45	38.2	223	4.87	36.8	193	207	0.9919	0.0181	-0.013	1.0029	-0.0138	-0.0032	-0.0198	0.0072	-0.0015
308	441	478	914	15.8	54.2	389	4.41	22.9	131	196	0.9938	0.0149	0.0176	1.0056	0.004	0.006	-0.0093	-0.0129	-0.0017
259	445	673	1310	16.7	1	7.1	12.4	52.3	305	343	1.0094	-0.0003	-0.0061	1.0153	0.0047	-0.0004	0.0029	0.0133	-0.0108
385	638	799	1554	24.1	79.9	538	13.8	56.7	340	77	0.9837	0.0109	0.0045	1.011	-0.0003	0.0031	0.0059	0.0171	-0.0026
297	514	308	547	22.1	67.3	355	6.85	75	433	519	0.9927	-0.0016	0.0016	1.0116	-0.0121	0.0115	-0.0148	-0.0097	0.003
349	547	158	237	1.01	69.8	382	14.5	188	922	1395	1.0004	-0.0011	-0.0045	0.9972	-0.0043	0.0097	-0.0022	-0.0054	0.0005
271	453	466	777	11.3	66.7	379	9.65	69.2	389	175	1.0088	0.002	0.0015	1.0111	-0.014	0.0047	-0.0061	-0.0085	0.0083
172	271	352	661	31.9	85.8	557	24.8	86.6	491	253	1.0089	-0.0032	0.0078	0.9916	-0.0012	-0.0006	-0.018	0.0136	-0.0073
710	1197	449	770	15	47	325	4.61	47	297	41.8	0.9965	-0.0019	-0.0065	0.9953	-0.0071	0.0032	0.0122	-0.0023	-0.0053
281	483	231	389	9.65	17.8	121	7.3	32.5	204	135	1.0042	0.0014	0.011	1.0084	-0.0137	0.0154	0.0081	-0.0099	0.0112
337	509	231	445	6.38	10.5	61	7.17	186	1219	248	0.9904	0.0103	0.0148	1.0058	0.0251	0.01	0.0281	-0.0078	-0.0124
392	542	250	382	2.05	33.7	284	11.5	95.6	567	1065	0.9873	0.0305	-0.0004	0.9929	0.0037	0.0009	0.0027	-0.0101	0.0074
231	362	142	248	5.88	85.8	583	26.7	17.2	85.1	50.5	1.001	-0.0176	-0.0037	1.0144	-0.011	0.0001	0.0052	0.0044	0.0022
626	1018	743	1298	16.8	122	730	17.9	33.4	198	120	0.9927	-0.0001	0.0044	0.9984	0.008	0.006	-0.007	0.0278	-0.0097
730	1208	311	519	19.1	47.8	276	8.98	61.5	352	362	0.997	-0.008	0.0094	1.0005	0.0029	-0.0215	-0.0127	-0.0064	-0.0065
276	375	186	368	4.29	61.5	400	21.1	126	820	113	0.9918	0.0008	0.0125	0.9988	-0.0042	0.0044	0.0073	-0.0005	-0.003
523	914	138	223	7.84	77	500	10.2	311	1911	349	0.9854	-0.0022	-0.0029	1.0196	0.0051	0.0131	0.0063	-0.0192	-0.0221
331	496	441	866	10.8	117	835	17.9	355	1981	1275	1.0255	0.0095	0.0164	1.0048	-0.0051	-0.001	-0.0085	0.0077	0.0189
191	319	349	737	1.01	19.6	107	1.58	142	813	340	1.0217	-0.0141	-0.013	0.9939	0.012	0.0094	0.0056	-0.004	-0.0111
1000	1526	685	1186	20.7	25.9	143	5.57	111	698	205	0.9915	-0.0213	-0.0001	1.0131	-0.0029	-0.0142	-0.0063	0.01	0.0049
599	1018	474	799	11.2	219	1499	18.6	101	621	129	1.0135	-0.0072	0.0105	0.99	0.0004	0.0008	-0.0183	0.005	0.0128
103	155	104	202	1.37	71	514	5.47	53.8	281	120	1.0004	-0.0075	0.0056	0.9971	0.0068	-0.0157	0.0145	0.0072	0.0143
305	422	478	898	11.5	15.4	79.1	1.36	28.1	160	94.7	0.9685	0.0018	0.004	0.9838	-0.0052	-0.0091	0.025	0.0006	0.0042
276	396	215	414	9.39	45.7	331	2.86	67.3	355	196	1.0003	-0.0111	-0.0147	1.0075	-0.0004	0.0179	-0.0047	0.0045	-0.0044
557	828	1512	2595	294	45.3	276	12.2	13	64.9	1084	0.9998	0.0101	0.0113	0.9837	0.0122	-0.0115	0.0144	-0.0021	0.0002
105	200	483	931	5.73	75	445	13.2	47.8	325	172	1.0001	-0.0165	-0.0019	0.9951	-0.0133	0.011	0.0162	0.0205	0.0114
292	461	349	661	4.57	41.4	305	9.91	111	843	207	0.9868	-0.0124	-0.0014	0.9961	-0.0118	-0.0212	-0.0007	0.018	-0.0006
130	244	233	400	5.19	98.2	610	20.4	54.2	349	142	1.0154	-0.0133	-0.0252	0.9978	0.0032	-0.0041	-0.0053	0.0099	-0.0022
4614	7105	151	267	13.7	34.9	204	6.26	53.8	311	118	1.0127	-0.0112	0.0029	1.0044	0.014	-0.0124	0.013	-0.0006	0.026
322	474	567	1094	13.8	43.3	196	1.51	25	66.1	578	0.989	0.0076	-0.006	1.0112	0.003	-0.009	-0.0179	0.0081	-0.0082
135	207	164	319	1.78	35.9	262	13.9	770	3619	947	1.0134	-0.0092	0.0116	0.9943	0.0068	0.0188	0.0015	-0.0031	-0.0043
195	281	1670	2548	98.2	40.7	227	12.7	76.4	426	359	0.9945	-0.0007	0.0083	0.9841	-0.0022	-0.0022	0.0143	-0.0124	-0.0165
213	349	400	820	7.84	51.4	239	5.57	109	717	259	1.0043	0.0012	0.0094	1.0264	-0.0017	-0.0043	0.0027	-0.0123	-0.0154
478	973	389	1554	117	89	626	16.5	1186	5573	1144	1.0067	-0.0076	0.0044	1.0046	-0.0024	0.0061	0.0149	-0.0095	-0.0064
225	343	372	621	12.7	12.1	53.8	136	71.7	400	308	1.0143	0.0014	0.0022	0.9862	-0.0043	-0.0054	-0.0043	-0.01	0.0028
487	757	835	1358	7.23	67.9	407	10	167	991	632	1.0009	0.0009	-0.0106	0.9841	0.0059	0.0056	0.0151	-0.0223	-0.0075
253	368	96.5	170	3.22	122	552	22.7	30.2	158	362	1.0103	-0.0132	-0.0023	1.0034	0.002	-0.0079	-0.0114	-0.0118	0.012
400	557	588	1065	13.5	16.4	92.2	4.45	172	1027	325	1.0043	-0.0083	0.0025	1.0086	0.0127	-0.0085	-0.0039	0.0015	0.015
213	382	322	594	7.57	56.7	328	4.53	129	750	267	1.0197	-0.0012	0.004	0.9942	-0.01	-0.006	0.0063	-0.0037	-0.0048
237	362	2148	3278	37.2	15.1	106	1	81.3	538	250	1.0118	-0.0151	0.0007	1.0034	0.0049	-0.0028	-0.0264	-0.0023	0.0065
253	437	149	302	10.1	36.5	233	6.61	32.8	223	82	1.0093	-0.0063	-0.0041	0.9855	0.0018	0.0028	0.011	0.0139	-0.0104
418	673	110	217	3.79	37.2	193	5.28	115	615	113	1.0017	-0.0151	-0.0008	1.025	0.0035	-0.0106	-0.0127	-0.013	0.0092
195	325	250	433	8.82	143	1037	84.3	57.8	349	132	1.0001	-0.0004	-0.0066	0.9895	-0.0014	0.0002	0.0009	-0.0053	0.002
74.3	115	168	410	22.3	54.2	297	14.1	97.3	604	193	0.9816	-0.0238	-0.0016	1.0008	-0.0007	0.0095	0.0102	-0.0046	0.0044
106	151	346	594	7.23	15.3	75.7	9.56	85.8	362	362	1.0271	-0.0015	-0.013	1.0023	-0.0176	-0.0073	0.0075	0.0063	0.0011
328	528	198	294	6.38	74.3	496	4.66	83.5	528	319	1.0138	0.011	-0.0051	1.0094	0.0213	-0.0023	-0.0032	0.0043	-0.0028
207	311	445	813	11.1	44.5	305	10.2	125	764	246	1.0168	0.0027	-0.003	0.9898	-0.0002	-0.0132	0.0035	0.021	0.007
294	414	104	191	10.6	31.1	255	5.33	28.9	160	66.1	1.0085	0.0018	-0.0191	0.9822	-0.0106	-0.0033	-0.0005	-0.0066	0.009
151	292	1346	2247	126	60.4	305	14.3	87.4	552	1596	0.9873	-0.0022	-0.0078	0.9813	-0.0021	-0.0047	-0.0044	-0.0021	-0.0004
257	487	136	255	4.66	35.2	204	4.49	43.3	286	173	1.0016	0.0023	0.0046	0.9846	-0.0035	-0.0059	-0.0027	0.012	-0.005
105	151	750	1596	24.6	126	874	35.2	109	704	85.1	1.013	0.0004	0.0184	0.9958	0.0168	-0.0194	-0.0175	-0.0005	-0.0013
294	474	209	385	8.43	66.1	375	2.29	5.23	34	973	0.9992	0.0226	0.0008	0.9933	-0.0172	-0.0141	-0.0111	-0.0006	0.0079
154	181	649	1027	52.8	70.4	500	7.17	79.9	483	262	0.9996	-0.0108	-0.0018	1.0012	0.0006	0.0051	0.0104	0.0085	0.0031
389	667	183	355	8.66	49.1	365	7.37	259	1446	588	0.9654	0.0197	0.001	1.0049	0.0014	-0.008	0.0054	0.0091	0.0085
111	161	500	866	24.6	76.4	445	6.38	9.22	34.3	523	1.0092	0.0052	-0.0053	0.9925	0.0014	-0.0007	0.0101	0.0017	0.0057
340	588	505	858	11.2	81.3	509	2.57	41.8	294	157	1.0154	0.0103	-0.0105	0.999	0.0061	-0.024	0.016	0.0048	0.0154
92.2	130	372	757	21.5	82	491	8.28	161	947	375	0.9948	0.0053	0.007	0.9966	-0.0154	-0.0216	-0.0024	-0.0116	-0.0016
1370	1860	193	385	257	70.4	410	5.67	49.1	311	84.3	1.0049	-0.0111	-0.015	1.0007	-0.0002	-0.0046	0.0073	0.0228	0.0231
30	71.7	193	325	8.98	18.4	123	1.93	127	914	284	1	0.0002	-0.0034	1.011	0.0033	-0.0097	0.012	-0.0044	-0.0042
355	519	692	1310	13.8	117	806	31.3	163	991	483	1.0165	-0.0117	0.0016	0.9985	-0.0113	0.0006	0.0024	-0.0004	-0.0005
57.8	50.5	474	858	8.98	19.3	167	8.58	167	1124	410	1.0148	0.0092	0.0141	0.9979	0.0073	-0.0228	-0.0067	-0.0026	-0.0014
202	302	74.3	93.9	12	69.2	457	20.2	55.7	340	211	0.9935	0.0021	-0.0212	0.9985	0.0093	0.0108	0.0046	0.0046	-0.0194
316	449	316	588	17.5	32.2	202	5.83	53.3	328	131	0.997	0.0084	0.0071	0.9976	0.0184	-0.004	0.0187	-0.0072	0.0051
730	1241	267	470	9.06	117	638	6.55	107	649	279	1.0018	0.0072	0.0049	1.0125	0.0126	-0.0118	0.0015	-0.0051	-0.0072
1794	2714	271	487	1.38	34	163	7.84	229	1395	777	0.9961	-0.0119	-0.0133	1.0039	0.0037	0.0052	0.0077	-0.0065	-0.023
1459	2110	170	313	7.43	53.3	372	8.35	213	1155	509	1.008	-0.0011	-0.0098	0.9851	-0.0033	0.0085	-0.0074	-0.0057	-0.0046
331	523	191	325	10	47	355	12	54.2	340	225	0.998	-0.0194	0.0003	0.9812	0.0044	-0.011	-0.0074	-0.0072	0.0075
1037	1611	281	474	14.1	27.4	132	1.98	437	2329	1075	0.9894	0.0066	0.0093	1.0003	-0.0003	-0.0192	0.0021	-0.0009	-0.0132
379	573	1459	2267	46.6	37.5	241	8.28	93.9	604	167	1.0081	0.003	0.0137	0.9976	-0.0023	-0.0166	0.0068	-0.0017	0.0141
679	1018	259	407	19.6	80.6	457	21.9	131	939	213	0.9807	-0.0032	0.0126	1.0013	-0.0095	-0.0109	0.0033	-0.0157	-0.0114
547	858	1843	2943	51.4	42.9	276	20.9	77.7	433	209	1.0003	0.0007	0.0097	0.9965	-0.0159	0.0069	0.0136	-0.0103	0.0055
14.5	32.5	655	1186	16.4	50	375	1.42	35.5	211	90.6	1.0031	-0.0056	0.0062	0.9859	-0.0049	0.0058	0.0045	0.0124	0.0022
77	124	284	523	11.2	85.1	599	15.5	186	1165	337	1.0018	0.011	-0.0049	0.9938	0.0101	0.0231	-0.0059	-0.0008	-0.0208
523	866	106	198	3.72	36.8	217	1	158	931	322	0.9869	-0.0191	0.0095	1.0212	0.013	-0.0049	-0.0135	-0.0073	-0.0108
500	661	276	491	17.2	59.9	322	6.79	487	2890	573	1.0109	-0.0059	0.0055	0.9963	-0.0131	0.0062	0.0003	-0.0057	-0.005
231	426	223	379	6.1	106	509	10.3	91.4	567	200	0.9985	-0.0193	0.0122	0.9871	-0.0022	0.0141	0.0079	-0.0051	-0.0095
359	615	604	1084	18.4	77	474	2.35	62.6	389	90.6	1.0093	-0.0043	0.0148	1.0172	0.0016	-0.0205	0.011	0.0077	-0.0154
264	418	457	874	10.4	53.3	346	2.09	8.06	37.2	1037	0.9938	0.0113	0.0154	0.9967	-0.0242	-0.015	-0.0215	0.011	-0.0097
328	557	939	1472	92.2	86.6	453	31.9	32.2	164	137	1.007	0.0003	0.009	1.0103	-0.0064	0.0145	0.0179	-0.0014	-0.0009
202	313	770	1298	27.1	183	1241	66.1	1094	5523	1219	1.0016	-0.0181	-0.0002	1.0042	0.0024	0.0047	-0.0024	0.0004	-0.0058
557	922	337	567	17.3	53.8	331	16	108	573	130	1.0017	0.025	0.019	1.0097	-0.0132	0.0119	0.0022	-0.0089	-0.0002
131	239	172	319	7.84	37.5	221	11.3	96.5	583	246	1.008	-0.0156	-0.0177	0.9879	0.0151	-0.0193	-0.0052	-0.0143	0.0019
85.1	137	311	533	16.5	28.1	123	6.98	717	3685	1075	0.9768	0.0001	0.0025	0.9944	0.0024	0.0002	0.0007	-0.0041	-0.0006
121	165	743	1407	5.57	16.4	184	63.2	113	685	246	1.0007	0.0218	0.0047	0.982	-0.0109	0.0041	0.0074	0.0053	0.0118
1794	2480	340	610	21.9	32.5	147	15.4	11.1	59.9	60.4	1.0018	-0.019	0.0133	0.9908	0.0205	0.0014	-0.0119	-0.0039	0.0059
514	704	316	661	5.57	79.9	382	10.6	205	1263	562	0.9975	0.0028	0.0167	1.0117	0.0109	-0.0009	0.0021	-0.0156	-0.0029
991	1420	186	349	5.23	51.4	316	3.82	655	3249	1197	1	0.0104	0.0069	1.0049	-0.0059	0.007	-0.0127	-0.0063	0.0272
470	835	109	235	18.8	45.7	276	13.5	130	843	213	1.0021	-0.0152	0.0092	0.9895	0.007	-0.0047	0.0169	-0.0106	0.0013
56.2	103	239	449	22.1	71.7	547	12.1	82	474	231	1.0049	-0.0024	0.0077	1.0002	0.0192	0.0142	0.0023	0.0093	-0.005
132	217	311	632	1.67	79.9	496	3.68	29.2	137	956	1.0005	-0.0004	0.0147	0.9889	-0.01	-0.0016	0.0036	-0.014	0.0019
698	1124	155	286	12.1	75	410	26.7	25	115	40.3	0.9872	0.0021	0.0187	0.9992	0.0015	-0.0039	-0.0076	0.0153	-0.001
