age	workclass	fnlwgt	educ	educ-num	mar-stat	occup	relat	race	sex	cap-gain	cap-loss	hrs-wk	nat-count	Income
21	3	315303	15	10	4	7	3	2	1	0	0	20	38	0
27	3	254500	15	10	0	0	4	2	0	0	0	36	38	0
33	3	419895	4	3	0	5	4	4	1	0	0	40	25	0
43	3	159549	11	9	2	2	0	4	1	0	0	40	38	0
27	3	160786	1	7	2	2	0	4	1	0	1902	40	38	1
18	5	258474	0	6	4	4	3	4	1	0	0	40	38	0
48	5	370119	15	10	2	3	0	4	1	0	0	40	38	1
37	3	50837	5	4	0	3	1	4	1	0	0	50	38	0
58	3	137506	11	9	2	6	0	4	1	0	0	40	38	0
57	3	548256	2	8	2	13	0	2	1	7688	0	40	38	1
42	1	175642	9	13	4	0	1	4	0	99999	0	40	38	1
24	3	183594	11	9	4	0	2	4	1	0	0	40	38	0
26	3	341353	9	13	4	7	2	4	1	0	0	15	38	0
43	4	247981	11	9	0	2	4	4	1	5455	0	50	38	0
34	3	193565	1	7	2	2	0	4	1	0	0	40	38	0
38	3	39606	9	13	2	3	5	4	0	0	0	40	38	0
51	5	127149	1	7	2	4	0	4	1	0	0	45	38	1
31	*	233371	11	9	2	*	5	2	0	0	0	45	38	0
49	5	182752	10	16	2	9	5	4	0	0	0	35	38	1
26	3	269060	9	13	4	0	3	4	0	0	0	40	38	0
28	3	179949	11	9	0	13	4	2	0	0	0	20	38	0
22	0	32950	15	10	2	11	0	4	1	0	1902	37	38	0
26	3	160445	11	9	0	2	1	4	1	0	0	40	38	0
45	3	223999	6	5	2	7	0	4	1	0	1848	40	38	1
39	3	81487	15	10	0	3	4	4	0	0	625	40	38	0
23	3	314539	11	9	2	11	0	4	1	0	0	40	38	0
62	*	337721	11	9	2	*	0	4	1	0	0	8	38	0
42	1	100793	9	13	2	9	0	4	1	0	0	60	38	1
39	0	255407	11	9	2	2	0	4	1	0	0	40	38	0
43	0	92775	8	11	0	2	1	4	1	0	0	40	38	0
33	5	33308	15	10	4	4	1	4	1	0	0	70	38	0
68	6	493363	9	13	2	3	0	4	1	0	0	20	38	0
30	*	159589	12	14	2	*	0	4	1	0	0	46	38	1
32	3	107218	9	13	4	0	1	1	1	0	0	40	38	0
25	3	123586	15	10	4	0	4	3	1	0	0	40	38	0
53	3	158352	4	3	2	7	2	4	0	0	0	24	21	0
38	3	76317	8	11	2	3	0	4	1	0	0	55	38	1
62	*	176753	11	9	2	*	0	4	1	0	0	40	38	0
20	3	122346	11	9	4	6	3	4	1	0	0	40	38	0
26	3	463194	11	9	2	2	0	4	1	0	0	40	38	0
23	3	162228	11	9	4	13	3	4	1	0	0	40	38	0
43	6	115005	11	9	0	12	1	4	0	0	0	40	38	0
29	6	183285	15	10	4	10	1	4	1	0	0	36	38	0
34	3	169605	0	6	5	7	4	4	0	0	0	36	38	0
24	3	450695	15	10	4	11	3	4	1	0	0	35	38	0
44	1	124692	12	14	2	9	0	4	1	0	0	35	38	1
19	3	63918	15	10	4	0	1	4	1	0	0	40	38	0
47	3	102569	9	13	2	0	0	4	1	0	0	40	38	1
40	3	289309	15	10	0	7	1	4	0	0	0	48	38	0
45	3	101825	11	9	6	11	4	4	0	0	0	45	38	0
43	3	206833	11	9	5	5	4	2	0	0	0	45	38	0
22	*	77873	6	5	4	*	1	4	1	0	0	30	38	0
50	3	145333	10	16	0	9	2	4	1	10520	0	50	38	1
72	*	194548	15	10	3	*	1	4	1	0	0	3	38	0
29	3	206351	9	13	4	9	1	4	1	0	0	40	38	0
47	3	198200	9	13	4	3	1	4	1	0	0	50	38	0
24	3	140001	11	9	4	11	3	4	1	0	0	35	7	0
22	*	287988	15	10	4	*	1	4	1	0	0	15	38	0
21	3	143604	11	9	4	0	3	4	0	0	0	40	38	0
30	5	146161	11	9	2	3	0	4	1	0	1887	50	38	1
37	3	196529	15	10	6	7	1	4	0	2354	0	40	*	0
74	5	192413	14	15	0	9	2	4	1	0	0	40	38	0
70	5	139889	15	10	2	4	0	4	1	2653	0	70	38	0
27	3	104917	8	11	2	2	0	4	1	0	0	40	38	0
32	1	161478	9	13	0	0	4	1	0	0	0	46	38	0
30	3	35644	1	7	2	5	0	4	1	0	0	50	38	0
29	1	116751	8	11	0	10	4	4	1	0	0	56	38	0
18	3	238867	1	7	4	5	3	4	1	0	1602	40	38	0
31	3	265706	11	9	2	2	0	4	1	7298	0	40	38	1
39	6	179668	15	10	2	10	0	4	1	0	0	70	38	0
21	3	57951	15	10	4	7	3	4	0	0	0	30	38	0
31	3	176711	11	9	2	13	0	4	1	0	0	38	38	0
33	1	368675	15	10	2	10	0	4	1	0	0	40	38	0
39	3	216149	14	15	0	9	1	4	1	0	0	70	38	1
29	3	173851	11	9	2	2	0	4	1	0	0	40	38	0
34	3	90705	15	10	2	12	0	4	1	0	1485	40	38	0
52	6	216342	9	13	6	3	4	4	0	0	0	55	38	0
35	3	140752	11	9	4	11	1	4	1	0	0	25	38	0
33	3	116508	0	6	2	2	0	4	1	0	0	40	38	0
40	*	224361	6	5	0	*	4	4	0	0	0	5	4	0
43	3	180303	9	13	2	3	0	1	1	0	0	50	38	1
66	*	196736	3	2	4	*	1	2	1	0	0	30	38	0
51	1	110327	9	13	2	3	0	4	1	0	0	40	38	1
36	3	185607	11	9	4	7	4	4	0	0	0	30	38	0
17	1	244856	1	7	4	9	3	4	0	0	0	40	38	0
32	3	198068	11	9	2	2	0	4	1	0	0	40	38	0
39	3	97136	11	9	4	6	4	2	0	0	0	40	38	0
19	4	164658	15	10	4	4	3	4	1	0	0	60	38	0
54	3	235693	1	7	0	0	1	4	1	0	0	40	38	1
45	3	197038	9	13	0	9	1	4	1	0	0	50	38	1
47	1	97419	9	13	0	9	1	2	0	0	0	40	38	0
49	5	208872	11	9	2	4	0	4	1	0	1672	98	38	0
32	3	205528	11	9	0	0	4	4	0	0	0	40	38	0
28	4	146042	11	9	2	2	0	4	1	0	0	50	38	0
39	4	222641	9	13	2	11	0	4	1	0	0	40	38	0
27	4	376936	11	9	4	11	1	4	1	0	0	50	38	0
42	1	138077	12	14	2	9	5	4	0	0	0	38	38	1
24	3	155913	9	13	2	9	0	4	1	0	0	44	38	0
45	3	36006	9	13	2	2	0	4	1	0	0	45	38	1
19	3	214678	11	9	4	7	3	4	1	0	0	30	38	0
46	3	369538	0	6	2	13	0	4	1	0	0	40	38	1
50	3	166565	11	9	2	13	0	4	1	0	0	40	38	0
32	3	257043	11	9	4	0	1	4	0	0	0	42	38	0
47	4	181130	14	15	2	9	0	4	1	99999	0	50	38	1
69	*	254834	9	13	2	*	0	4	1	10605	0	10	38	1
43	5	38876	11	9	2	4	0	4	1	0	0	50	38	0
29	3	187073	9	13	4	2	1	4	1	0	0	40	38	0
43	0	156996	14	15	2	9	0	1	1	0	2415	55	*	1
90	3	313749	9	13	4	9	3	4	0	0	0	10	38	0
41	3	331651	14	15	2	3	5	4	0	0	0	50	23	1
24	3	243368	13	1	4	4	1	4	1	0	0	36	25	0
24	3	32921	15	10	4	4	3	4	1	0	0	50	38	0
24	3	117167	15	10	4	7	1	4	0	0	0	53	38	0
35	3	401930	11	9	2	0	5	4	0	0	1887	42	38	1
30	3	114691	9	13	4	0	2	4	1	0	0	40	38	0
46	3	99385	9	13	5	3	4	4	0	0	0	40	38	0
19	1	210308	15	10	4	0	3	4	0	0	1721	30	38	0
39	3	252327	6	5	5	2	3	4	1	0	0	35	25	0
43	3	90582	11	9	2	13	0	4	1	0	0	40	38	0
35	3	190194	11	9	4	0	1	4	0	0	0	40	38	0
65	3	264188	11	9	6	11	1	4	0	0	0	24	38	0
34	3	243776	11	9	0	2	4	4	1	0	0	40	38	0
41	3	67065	8	11	2	11	0	4	1	0	0	40	38	0
24	5	204209	15	10	4	4	3	4	1	0	0	60	38	0
24	3	226668	11	9	4	7	1	0	1	0	0	35	38	0
34	4	174215	12	14	4	3	1	4	0	4787	0	45	9	1
33	3	315143	11	9	2	11	0	4	1	0	0	40	4	1
37	3	118681	11	9	4	6	1	4	1	0	0	38	32	0
39	5	208109	11	9	2	13	0	4	1	0	0	60	38	1
58	3	116901	11	9	0	7	4	4	0	0	0	25	38	0
36	5	405644	11	9	2	2	0	4	1	0	0	35	25	0
33	0	293550	15	10	2	12	5	4	0	4064	0	40	38	0
42	1	328581	12	14	2	9	0	4	1	0	0	55	38	0
31	3	217962	15	10	4	10	2	2	1	0	0	40	*	0
57	3	158827	11	9	5	2	4	4	1	0	0	40	38	0
67	0	65475	11	9	2	12	0	4	1	0	0	40	38	1
23	3	159709	11	9	0	2	1	4	1	0	0	40	38	0
35	3	140474	15	10	2	9	0	0	1	0	0	40	38	0
43	3	144778	9	13	2	9	0	4	1	0	0	55	21	1
39	5	83242	15	10	2	4	0	4	1	0	0	60	38	0
36	3	143385	11	9	4	2	1	4	1	0	0	40	38	0
29	1	167544	7	12	0	7	4	4	0	0	0	13	38	0
25	3	122175	11	9	4	5	3	4	1	0	0	40	38	0
54	3	378747	0	6	5	13	4	2	1	0	0	45	38	1
24	3	230475	11	9	2	2	0	4	1	0	0	44	38	0
50	4	120781	9	13	2	11	0	1	1	0	0	60	34	1
70	3	206232	0	6	2	6	0	4	1	0	0	50	38	0
61	3	298400	9	13	0	11	1	2	1	4787	0	48	38	1
51	0	163671	9	13	2	3	0	4	1	0	1902	40	38	0
38	5	140583	12	14	2	4	0	4	1	0	0	70	38	0
51	3	137253	11	9	0	9	4	4	0	0	0	40	38	1
28	3	246974	11	9	4	7	1	4	1	0	0	40	38	0
66	5	182470	14	15	2	9	0	4	1	0	0	25	38	1
57	4	107617	11	9	5	4	1	4	1	0	0	60	38	1
44	4	116358	9	13	2	11	0	1	1	0	0	50	*	1
29	3	250819	15	10	4	0	1	4	0	0	0	40	38	0
21	3	196508	15	10	4	11	3	2	0	0	0	40	38	0
42	3	367533	0	6	2	2	3	3	1	0	0	43	38	1
74	3	188709	14	15	2	9	0	4	1	99999	0	50	38	1
50	3	271160	15	10	0	11	1	4	0	0	0	40	38	0
65	3	173674	11	9	0	7	2	4	0	0	0	14	38	0
64	*	257790	11	9	0	*	4	4	0	0	0	38	38	0
44	3	322391	1	7	5	7	4	2	0	0	0	30	38	0
34	3	209691	8	11	2	9	0	4	1	4386	0	50	38	1
17	3	104232	0	6	4	7	3	4	1	0	0	10	38	0
17	*	86786	0	6	4	*	3	4	0	0	0	40	38	0
43	3	88233	15	10	2	13	0	4	1	0	0	60	38	0
32	3	240888	7	12	0	0	4	4	0	0	0	40	38	0
54	3	169719	9	13	2	11	0	4	1	3103	0	40	38	1
20	3	129240	15	10	4	0	3	4	0	0	0	20	38	0
23	3	160968	15	10	4	9	3	4	1	0	0	10	38	0
34	3	236861	11	9	2	7	0	4	1	0	0	45	38	0
30	3	109282	15	10	4	11	3	4	1	0	0	20	38	0
32	3	215047	5	4	2	6	0	4	1	0	0	40	38	0
40	3	115932	9	13	2	9	0	4	1	0	0	60	20	1
28	3	55360	15	10	4	2	1	2	1	0	0	40	38	0
44	3	224658	11	9	2	2	0	4	1	0	0	45	38	1
29	1	376302	8	11	2	12	5	4	0	0	0	35	26	1
28	3	183597	10	16	4	9	1	4	1	594	0	50	10	0
37	3	115289	15	10	2	3	0	4	1	0	0	40	38	0
56	4	258883	15	10	2	2	0	4	1	0	0	40	38	0
27	3	69132	9	13	4	9	1	4	1	0	0	40	38	0
34	3	207301	11	9	0	6	4	4	0	0	0	20	38	0
37	3	179671	11	9	0	2	1	4	1	0	0	40	38	0
66	5	140456	9	13	2	11	0	4	1	0	0	40	38	1
19	3	327397	11	9	4	9	3	4	1	0	0	30	38	0
60	3	200235	8	11	0	9	4	4	0	0	0	40	38	0
54	5	108435	15	10	2	13	0	4	1	2829	0	30	38	0
47	3	195978	11	9	2	2	0	4	1	0	0	40	38	1
47	3	329144	15	10	0	9	1	4	1	0	0	48	38	1
48	4	250674	8	11	2	2	0	4	1	0	0	60	38	0
57	*	176897	11	9	2	*	0	4	1	0	0	60	38	0
50	4	132716	15	10	2	3	0	4	1	0	0	50	10	1
62	3	174201	6	5	6	7	4	2	0	0	0	25	38	0
45	3	167617	15	10	2	7	0	4	1	0	0	40	38	0
55	1	254949	11	9	2	5	0	4	1	0	0	40	38	0
62	3	319582	11	9	6	11	1	4	0	0	0	32	38	0
25	3	248990	0	6	2	6	0	4	1	0	0	40	12	0
49	3	144396	1	7	0	3	1	4	0	0	0	38	38	0
32	6	200469	15	10	4	10	4	2	0	3887	0	40	38	0
25	0	55636	11	9	4	5	1	0	1	0	0	40	38	0
39	3	185624	15	10	2	6	0	4	1	0	0	50	38	0
27	1	125442	15	10	2	3	0	4	1	0	0	50	38	0
43	3	160943	11	9	2	7	0	2	1	0	0	40	38	1
30	3	243841	11	9	0	7	2	1	0	0	0	40	34	0
21	3	34616	15	10	4	11	3	4	0	0	0	20	38	0
33	3	235847	14	15	2	3	5	4	0	0	0	40	38	1
33	3	174789	15	10	4	0	1	4	1	0	0	50	38	0
33	3	280111	1	7	4	0	4	2	0	0	0	38	38	0
70	3	236055	5	4	6	7	1	4	0	0	0	35	38	0
25	3	237865	15	10	4	7	3	2	1	0	0	42	38	0
17	3	194612	1	7	4	7	3	4	1	0	0	25	38	0
20	3	173851	15	10	4	4	3	4	1	0	0	40	38	0
19	3	372483	15	10	4	7	2	2	1	0	0	35	38	0
71	0	422149	15	10	2	3	0	4	1	20051	0	40	38	1
31	3	174201	7	12	2	3	0	4	1	0	0	40	38	0
26	3	272618	9	13	2	11	0	4	1	0	0	55	38	0
52	3	74660	12	14	2	3	0	4	1	0	0	40	38	0
26	3	201481	9	13	4	3	1	4	0	0	0	40	38	0
38	3	175232	11	9	0	6	1	4	1	0	0	45	38	0
25	3	336440	15	10	4	7	1	4	1	0	0	40	38	0
22	3	46645	9	13	4	9	1	4	0	0	0	9	38	0
48	6	31141	15	10	2	10	0	4	1	0	1902	40	38	1
53	3	281425	11	9	2	2	0	4	1	0	0	40	38	1
30	5	31510	7	12	0	2	1	4	1	0	0	50	38	0
44	3	310255	15	10	2	2	0	4	1	0	0	60	38	1
32	0	82393	9	13	2	9	0	1	1	0	0	56	38	1
59	5	190514	1	7	2	2	0	4	1	0	0	20	38	0
49	3	165513	15	10	0	5	4	2	0	0	0	40	38	0
65	*	178931	11	9	2	*	0	0	1	3818	0	40	38	0
31	3	226696	11	9	4	2	1	4	1	0	0	50	38	1
53	3	195813	4	3	2	2	0	3	1	5178	0	40	32	1
44	3	165815	6	5	4	6	1	4	1	0	0	40	38	0
36	3	123983	9	13	2	9	0	1	1	0	0	55	23	1
36	3	235371	11	9	4	11	1	4	0	0	0	40	38	0
37	3	147258	6	5	2	6	0	4	1	0	0	50	38	1
63	*	222289	9	13	2	*	0	4	1	7688	0	54	38	1
67	4	171564	11	9	2	9	5	4	0	20051	0	30	8	1
29	3	255949	9	13	4	11	4	2	1	0	0	40	38	0
52	3	186272	11	9	0	11	1	4	1	0	0	40	38	0
37	3	282872	11	9	2	2	0	4	1	0	1628	40	38	0
21	3	111676	15	10	4	7	1	4	0	0	0	40	38	0
36	3	199501	15	10	0	3	4	2	0	0	0	38	38	0
24	3	151443	11	9	4	6	2	2	0	0	0	30	38	0
31	3	145935	11	9	4	3	3	2	1	0	0	40	38	0
54	0	230387	11	9	6	0	4	4	0	0	0	35	38	0
44	3	127592	9	13	2	12	0	4	1	0	0	40	38	0
18	3	210828	15	10	4	5	3	3	1	0	0	30	38	0
41	3	297186	11	9	2	13	5	4	0	0	0	40	38	0
37	4	116554	12	14	0	3	1	4	0	0	0	70	38	0
30	3	144593	11	9	4	7	1	2	1	0	0	40	*	0
26	6	147719	9	13	4	9	1	1	1	0	0	20	18	0
68	5	89011	10	16	2	9	0	4	1	0	0	50	1	0
31	3	38158	15	10	2	11	0	4	1	0	0	40	38	0
48	3	178686	11	9	0	2	1	4	1	0	0	40	38	0
80	*	172826	11	9	2	*	0	4	1	0	0	8	38	0
26	3	155752	15	10	2	6	0	2	1	0	0	40	38	0
63	3	100099	6	5	2	13	0	4	1	0	0	40	38	0
19	3	231688	15	10	4	6	3	4	1	0	0	20	38	0
30	*	147215	15	10	4	*	3	4	0	0	0	30	38	0
42	4	50122	11	9	2	11	0	4	1	0	0	60	38	0
64	0	86837	7	12	2	7	0	1	1	0	0	40	38	1
32	3	113364	9	13	4	13	1	4	1	0	0	40	38	0
50	3	289390	11	9	2	2	0	4	1	0	0	47	38	0
73	3	77884	11	9	2	4	0	1	1	0	0	40	29	0
32	3	390157	9	13	4	9	1	2	0	0	0	40	38	0
53	3	89587	15	10	2	13	0	4	1	7298	0	45	38	1
58	3	234328	9	13	0	11	1	4	1	0	0	40	38	0
37	1	365430	15	10	2	2	0	4	1	5178	0	40	38	1
24	3	410439	15	10	4	2	3	4	1	0	0	15	38	0
53	3	129525	9	13	2	3	0	4	1	0	0	50	38	1
23	3	166527	15	10	4	3	3	3	0	0	0	40	38	0
42	*	109912	7	12	4	*	2	4	0	0	0	40	38	0
30	3	210906	11	9	2	3	2	4	0	0	0	40	38	0
38	3	405284	9	13	4	7	3	4	0	0	0	35	38	0
28	3	138269	11	9	4	2	1	4	1	0	0	40	38	0
19	3	25429	2	8	4	7	3	4	0	0	0	20	38	0
45	3	231672	11	9	2	6	0	2	1	0	0	40	38	0
26	3	258550	9	13	4	0	3	4	1	0	0	40	38	0
33	3	268147	6	5	4	11	4	4	0	0	0	40	38	0
29	3	54411	11	9	4	4	1	4	1	0	0	50	*	0
54	3	37289	12	14	2	3	5	4	0	0	0	55	38	1
23	3	157951	15	10	4	3	1	4	0	0	0	50	38	0
43	4	225165	11	9	2	11	0	4	1	0	0	55	38	1
37	3	238049	6	5	4	8	1	4	0	0	0	30	7	0
31	3	197252	5	4	2	7	0	4	1	0	0	40	25	0
56	4	216636	2	8	2	3	0	4	1	0	1651	40	38	0
25	3	183575	1	7	4	2	3	4	1	0	0	40	38	0
17	3	19752	1	7	4	7	3	2	0	0	0	25	38	0
37	3	103925	11	9	6	0	4	4	0	0	0	68	38	0
60	3	31577	8	11	2	12	0	4	1	0	0	40	38	0
59	0	61298	9	13	3	3	1	4	0	0	0	40	38	0
59	0	190541	11	9	2	2	0	4	1	0	0	40	38	1
46	5	366089	14	15	2	9	0	4	1	15024	0	40	38	1
28	*	389857	11	9	2	*	2	4	1	0	0	16	38	0
33	*	192644	11	9	4	*	1	4	1	0	0	40	38	0
24	3	216129	11	9	4	2	3	4	1	0	1408	50	38	0
29	3	51944	11	9	2	7	5	4	0	4386	0	40	38	1
33	5	67482	8	11	0	7	4	4	0	0	0	99	38	0
29	*	108775	11	9	2	*	0	4	1	0	0	40	5	0
23	6	279243	15	10	4	10	1	4	1	0	0	40	38	0
20	3	278391	15	10	4	0	3	4	1	0	0	25	26	0
60	3	349898	11	9	6	7	1	4	0	0	0	44	38	0
44	3	219441	0	6	4	11	4	3	0	0	0	35	5	0
18	3	173255	11	9	4	13	3	4	1	1055	0	25	38	0
52	0	29623	2	8	4	7	4	2	0	0	0	40	38	0
31	3	217460	11	9	0	2	1	4	1	0	0	45	38	0
30	3	163604	9	13	6	9	4	4	0	0	0	55	38	1
33	3	163110	11	9	2	5	0	4	1	3781	0	40	38	0
20	3	238685	15	10	4	7	1	4	0	0	0	32	38	0
27	*	251854	9	13	2	*	5	2	0	0	0	35	*	1
33	3	213308	8	11	5	0	3	2	0	0	0	50	38	0
25	3	193773	11	9	4	7	1	2	0	0	0	35	38	0
63	3	114011	11	9	5	2	1	4	0	0	0	20	38	0
63	5	52144	15	10	6	3	1	4	1	0	0	35	38	0
43	3	347934	11	9	5	11	1	4	0	0	0	30	38	0
58	3	293399	1	7	6	6	1	4	0	0	0	40	38	0
70	*	118630	8	11	6	*	4	4	0	0	0	35	38	0
35	3	127306	8	11	4	0	3	4	0	14344	0	40	38	1
42	3	366180	15	10	2	3	0	4	1	0	0	55	38	1
20	1	188950	15	10	4	10	3	4	1	0	0	25	38	0
35	3	189382	11	9	0	2	1	4	1	0	0	40	38	0
62	3	24515	6	5	2	3	0	4	1	0	0	40	38	0
41	3	283116	11	9	0	2	4	4	0	1506	0	50	38	0
43	5	182217	9	13	2	9	5	4	0	0	0	35	38	0
19	3	552354	2	8	4	6	3	4	1	0	0	40	38	0
46	3	163021	11	9	4	0	3	4	0	0	0	40	38	0
47	3	61885	9	13	2	9	0	4	1	15024	0	50	38	1
36	5	182898	9	13	2	3	0	4	1	7298	0	40	38	1
45	3	183092	7	12	4	0	1	2	0	0	0	40	38	0
48	3	30289	0	6	2	2	0	4	1	0	0	30	38	0
29	3	77572	7	12	4	0	1	1	0	0	0	40	38	0
48	6	118330	9	13	2	3	0	4	1	5178	0	40	38	1
36	3	469056	11	9	0	11	4	2	0	0	0	25	38	0
58	3	145574	1	7	2	2	0	4	1	0	0	40	38	0
43	3	302041	11	9	4	0	1	2	0	0	0	40	38	0
59	3	32552	9	13	2	2	0	4	1	0	0	4	38	0
42	3	185413	9	13	2	3	0	4	1	0	0	40	38	0
33	0	26543	8	11	2	12	0	4	1	0	0	40	38	1
23	0	163870	15	10	4	1	2	4	1	0	0	40	38	0
21	3	240063	15	10	4	5	3	4	1	0	0	25	38	0
48	3	208748	4	3	0	6	4	3	0	0	0	40	5	0
32	1	84119	11	9	2	2	0	4	1	0	0	40	38	0
31	3	84130	15	10	2	0	0	4	1	0	0	50	38	1
66	1	261062	12	14	6	9	1	4	0	0	0	40	38	0
23	1	336010	9	13	4	0	1	4	1	0	0	32	38	0
52	3	389270	15	10	2	0	5	4	0	0	0	35	38	1
17	3	138293	1	7	4	5	3	4	1	0	0	15	38	0
35	3	240389	15	10	2	11	0	4	1	0	0	43	38	1
39	3	190297	10	16	2	9	0	4	1	99999	0	55	38	1
21	*	170070	15	10	4	*	1	4	0	0	0	10	38	0
24	3	149457	15	10	4	0	4	4	0	0	0	40	38	0
45	3	81534	11	9	2	7	0	1	1	0	0	84	23	1
25	3	378322	11	9	4	2	1	4	1	0	2001	50	38	0
29	0	196912	9	13	4	9	1	2	1	0	0	40	38	0
56	3	116143	9	13	2	0	0	4	1	5178	0	44	38	1
34	5	80933	11	9	0	4	1	4	1	0	0	40	38	0
64	1	190660	11	9	0	2	1	4	1	0	0	40	38	1
27	3	120155	11	9	2	0	0	4	1	0	0	39	38	0
47	3	167159	11	9	0	6	1	4	1	4650	0	40	38	0
36	3	58343	9	13	2	12	0	4	1	3103	0	42	38	1
44	0	161240	11	9	0	6	1	4	1	0	0	40	38	0
31	3	126402	11	9	4	4	1	2	0	0	0	60	38	0
23	3	148709	11	9	2	0	2	4	0	0	0	35	38	0
45	1	318280	15	10	2	9	0	4	1	7688	0	50	38	1
31	1	80058	11	9	4	6	3	4	1	0	0	64	38	0
45	3	274689	0	6	2	2	0	4	1	0	0	60	38	0
42	3	157367	11	9	4	0	4	2	0	0	0	35	*	0
33	3	217460	7	12	2	9	0	4	1	0	0	40	38	1
33	1	33727	12	14	2	9	5	4	0	0	0	40	38	0
30	5	166961	15	10	2	0	5	4	0	0	0	20	38	1
25	3	146117	15	10	4	6	1	4	1	0	0	42	38	0
33	3	160216	12	14	4	3	1	4	0	0	0	32	*	0
70	5	124449	12	14	2	3	0	4	1	0	2246	8	38	1
22	3	50163	6	5	4	13	3	4	1	0	0	40	38	0
30	3	235271	9	13	2	11	0	4	1	0	0	40	38	1
46	3	121124	7	12	2	3	0	4	1	15024	0	50	38	1
43	5	144218	2	8	2	13	0	4	1	0	0	60	38	0
37	3	94334	5	4	4	6	3	4	0	0	0	25	38	0
59	4	169982	15	10	2	3	0	4	1	15024	0	60	38	1
51	5	35295	11	9	4	4	4	4	1	0	0	45	38	0
47	3	133969	9	13	2	3	0	1	1	2885	0	65	23	0
36	3	35429	15	10	2	3	0	4	1	0	0	60	38	0
73	1	205580	4	3	2	9	0	4	1	0	0	6	38	0
32	1	177794	12	14	4	9	1	4	0	0	0	40	38	0
34	3	167474	11	9	2	11	0	4	1	0	0	50	38	0
51	1	35211	11	9	2	13	0	0	1	0	0	40	38	0
20	3	117244	11	9	4	6	4	4	0	0	0	45	38	0
57	3	194850	15	10	2	7	0	3	1	0	0	40	25	0
19	3	144911	15	10	4	7	3	4	1	0	0	20	38	0
45	3	197240	2	8	2	11	0	4	1	7688	0	40	38	1
55	3	101338	0	6	2	2	0	4	1	0	0	40	38	0
60	3	148522	15	10	2	2	0	0	1	0	0	40	38	0
19	3	97261	11	9	4	4	1	4	1	0	0	40	38	0
35	3	166606	11	9	2	12	0	4	1	0	0	40	38	0
20	3	229414	11	9	4	6	3	4	0	0	0	30	38	0
34	1	209213	9	13	4	9	2	2	1	0	0	15	38	0
26	3	291968	14	15	2	9	0	4	1	0	1977	40	38	1
73	0	127858	15	10	6	12	1	4	0	3273	0	40	38	0
27	3	302406	12	14	2	9	0	4	1	0	0	55	38	0
37	5	29054	8	11	4	4	3	4	1	0	0	84	38	0
73	5	336007	11	9	2	11	0	4	1	0	0	40	38	0
46	0	349230	8	11	2	12	0	4	1	0	1848	40	38	1
36	1	101481	11	9	4	0	1	4	1	0	0	40	38	0
54	5	46704	11	9	2	4	0	4	1	0	0	60	38	1
49	3	233639	1	7	2	7	0	4	1	0	0	50	38	0
68	1	31725	11	9	2	4	0	4	1	0	0	40	38	0
34	3	54850	9	13	4	3	1	4	1	0	1590	50	38	0
30	3	293512	8	11	4	9	1	2	1	0	0	40	38	0
28	3	375655	9	13	4	11	4	4	1	0	0	50	38	0
28	3	105817	1	7	2	3	0	4	1	0	0	50	38	1
25	1	203408	15	10	2	7	0	4	1	0	0	40	38	0
26	3	162302	15	10	4	6	1	1	1	0	0	40	29	0
40	3	163455	15	10	2	12	0	4	1	0	0	55	38	1
32	1	100135	11	9	0	0	4	4	0	0	0	40	38	0
60	*	41517	1	7	3	*	4	2	0	0	0	20	38	0
18	3	102182	2	8	4	8	1	4	0	0	0	30	38	0
36	3	414683	9	13	2	9	0	2	1	0	0	40	38	0
26	3	194352	9	13	4	9	3	4	0	0	0	40	38	0
24	3	194096	11	9	4	9	3	4	0	0	0	45	38	0
90	1	153602	11	9	2	7	0	4	1	6767	0	40	38	0
20	3	215495	15	10	4	0	3	4	0	0	0	40	25	0
27	3	164607	9	13	5	12	3	4	1	0	0	50	38	0
58	1	34878	9	13	0	9	1	4	0	0	0	50	38	0
37	3	126569	12	14	2	3	0	4	1	0	1977	40	38	1
65	*	315728	11	9	6	*	4	4	0	2329	0	75	38	0
28	3	22422	11	9	4	3	1	4	1	0	0	40	38	0
36	1	178222	9	13	0	9	1	4	0	0	0	60	38	0
45	1	56841	11	9	2	2	0	4	1	0	0	40	38	1
23	3	300275	11	9	4	11	1	4	1	0	0	48	38	0
69	1	197288	11	9	2	3	0	4	1	0	0	35	38	0
58	5	157786	11	9	2	3	0	4	1	0	0	40	38	0
22	3	110684	11	9	4	0	3	4	1	0	0	20	38	0
58	5	140729	9	13	2	4	0	4	1	0	0	35	38	0
53	0	90127	15	10	2	10	0	4	1	0	0	60	38	1
44	4	37997	11	9	2	4	0	4	1	0	0	60	38	0
31	3	61308	0	6	4	7	1	4	1	0	0	40	38	0
46	3	171199	9	13	0	6	4	3	0	0	0	40	32	0
48	3	128432	11	9	2	7	0	4	1	0	0	40	38	0
46	0	195023	15	10	5	0	4	4	0	0	0	40	38	0
43	3	122473	6	5	4	6	4	2	0	0	625	40	38	0
43	3	171888	15	10	0	0	1	4	0	0	0	40	38	0
17	4	183784	0	6	4	11	3	4	1	0	0	15	38	0
20	3	219262	15	10	4	11	3	4	1	0	0	40	38	0
22	3	71379	15	10	4	9	1	4	0	0	0	35	38	0
19	*	234519	15	10	4	*	3	4	1	0	0	35	38	0
35	3	96824	15	10	0	7	4	4	0	0	0	40	38	0
