Category	Rating	Reviews	Size	Installs	Price	Content_Rating	Genres	Android_Ver
GAE	4.1	1686.0000	4.6	100000	0	Teen	Casino	2.3_and_up
LIFESTYLE	4	41747.0000	39	5000000	0	Everyone	Lifestyle	4.1_and_up
LIFESTYLE	3.8	19221.0000	13	5000000	0	Everyone	Lifestyle	*
COUNICATION	*	6.0000	31	1000	0	Teen	Counication	4.1_and_up
FOOD_AND_DRINK	4.5	2448.0000	19	100000	0	Everyone	Food__Drink	4.0.3_and_up
LIFESTYLE	2.8	17.0000	3.1	5000	0	Everyone	Lifestyle	4.4_and_up
NEWS_AND_AGAZINES	*	19.0000	17	5000	0	Everyone	News__agazines	4.4_and_up
TOOLS	4.2	928.0000	383	10000	$1.99	Everyone	Tools	2.2_and_up
LIFESTYLE	4.8	33.0000	2.4	5000	0	Everyone	Lifestyle	4.0.3_and_up
LIFESTYLE	5	1.0000	3.2	50	0	Everyone	Lifestyle	4.1_and_up
FAILY	5	13.0000	2.1	100	0	Everyone	Entertainent	4.4_and_up
BUSINESS	*	1.0000	30	50	0	Everyone	Business	4.4W_and_up
PERSONALIZATION	*	1.0000	14	50	$4.85	Everyone	Personalization	2.2_and_up
TOOLS	*	4.0000	12	100	0	Everyone	Tools	4.2_and_up
TOOLS	4.3	534.0000	3	100000	0	Everyone	Tools	4.0_and_up
PHOTOGRAPHY	4.3	20.0000	4.8	1000	0	Everyone	Photography	2.3_and_up
PERSONALIZATION	4.5	248.0000	2.8	10000	0	ature_17+	Personalization	4.0.3_and_up
FOOD_AND_DRINK	4.5	41.0000	4	500	0	Teen	Food__Drink	5.0_and_up
TOOLS	5	6.0000	11	100	0	Everyone	Tools	4.2_and_up
SOCIAL	3.8	5793284.0000	*	100000000	0	ature_17+	Social	*
FAILY	4.4	634.0000	1.8	100000	0	Everyone	Education	2.3_and_up
LIFESTYLE	5	19.0000	3.1	1000	0	Everyone	Lifestyle	4.1_and_up
FAILY	4.7	39.0000	20	1000	0	Everyone	Education	4.0.3_and_up
PRODUCTIVITY	*	0.0000	33	10	0	Everyone	Productivity	4.4W_and_up
SOCIAL	4.7	549.0000	17	10000	0	Teen	Social	3.0_and_up
HEALTH_AND_FITNESS	2.2	4.0000	28	1000	0	Everyone	Health__Fitness	4.0_and_up
SOCIAL	4.6	308.0000	454	10000	0	Everyone	Social	3.0_and_up
LIFESTYLE	4.6	9.0000	3.1	1000	0	Everyone	Lifestyle	4.1_and_up
LIFESTYLE	4.7	29.0000	3.2	1000	0	Everyone	Lifestyle	4.0.3_and_up
VIDEO_PLAYERS	4.6	277.0000	6.8	10000	0	Everyone	Video_Players__Editors	2.3_and_up
FAILY	4.4	30.0000	99	5000	0	Everyone	Entertainent	4.0_and_up
FAILY	3.8	125.0000	17	10000	0	Everyone	Casual	4.0_and_up
FAILY	3.6	445.0000	12	50000	0	Everyone	Casual	2.2_and_up
LIFESTYLE	4.9	301.0000	25	10000	0	Everyone	Lifestyle	4.4_and_up
FAILY	4.8	160.0000	13	10000	0	Everyone	Entertainent	2.3_and_up
BUSINESS	*	0.0000	2.1	5	$0.99	Everyone	Business	4.1_and_up
FAILY	4.4	150.0000	5.9	10000	0	Everyone	Entertainent	4.0_and_up
BUSINESS	5	8.0000	3.7	100	0	Everyone	Business	4.1_and_up
FAILY	4.8	100.0000	4.5	5000	0	Everyone	Education	4.4_and_up
FI*CE	*	1.0000	4.1	100	0	Everyone	Fi*ce	4.1_and_up
EVENTS	*	1.0000	11	100	0	Everyone	Events	4.1_and_up
FAILY	4.6	106.0000	3.9	10000	0	Everyone	Education	2.2_and_up
LIFESTYLE	5	10.0000	3	1000	0	Everyone	Lifestyle	4.1_and_up
FAILY	4.6	222.0000	1.4	10000	0	Everyone	Entertainent	2.1_and_up
FI*CE	5	4.0000	11	50	0	Everyone	Fi*ce	4.4_and_up
COUNICATION	*	0.0000	12	5	0	Everyone	Counication	4.1_and_up
LIFESTYLE	4	4160.0000	30	500000	0	Everyone	Lifestyle	4.0.3_and_up
FAILY	4.3	616.0000	25	10000	0	Teen	Casual	2.3.3_and_up
GAE	4.5	415.0000	52	10000	0	ature_17+	Adventure	4.1_and_up
FAILY	4	2614.0000	6.3	100000	0	ature_17+	Siulation	2.2_and_up
FAILY	3.2	304.0000	4.7	10000	0	Teen	Entertainent	4.0.3_and_up
FAILY	4.6	2683.0000	25	10000	0	ature_17+	Siulation	4.0_and_up
FAILY	4.2	3379.0000	62	100000	0	ature_17+	Siulation	2.3.3_and_up
COICS	4.8	33783.0000	6.4	1000000	0	Teen	Coics	4.1_and_up
COICS	3	28447.0000	15	1000000	0	Teen	Coics	*
GAE	4.3	125.0000	70	5000	0	Teen	Adventure	2.3.3_and_up
APS_AND_NAVIGATION	3.9	230.0000	12	10000	0	Everyone	aps__Navigation	4.1_and_up
COICS	3.2	1462.0000	7.1	100000	0	ature_17+	Coics	4.0.3_and_up
FAILY	3.9	8419.0000	47	100000	0	Teen	Role_Playing	4.0.3_and_up
FAILY	4.8	4.0000	23	10	$14.99	Teen	Casual	2.3.3_and_up
COICS	3.5	4205.0000	10	100000	0	Teen	Coics	4.0.3_and_up
GAE	4.4	1563.0000	40	50000	0	Teen	Adventure	4.0_and_up
GAE	4.1	355.0000	53	10000	0	Teen	Adventure	4.1_and_up
FAILY	4.2	1901.0000	8.2	100000	0	ature_17+	Siulation	2.3.3_and_up
FAILY	4.7	6073.0000	8.5	100000	0	ature_17+	Siulation	2.3_and_up
TOOLS	4	9.0000	33	1000	0	Everyone	Tools	4.0_and_up
COICS	4.4	190.0000	34	10000	0	Everyone	Coics	3.0_and_up
FAILY	4.2	45.0000	23	1000	0	Teen	Casual	2.3.3_and_up
SHOPPING	5	21.0000	2.5	100	0	Everyone	Shopping	4.2_and_up
PHOTOGRAPHY	3.5	52.0000	1.8	10000	0	Everyone	Photography	2.3_and_up
COICS	3.8	7326.0000	*	500000	0	Adults_only_18+	Coics	*
PHOTOGRAPHY	*	4.0000	1.4	100	$3.99	Everyone	Photography	2.3_and_up
FAILY	4.5	1318.0000	24	50000	0	Teen	Siulation	4.1_and_up
TRAVEL_AND_LOCAL	4.1	98.0000	2	5000	0	Everyone	Travel__Local	4.3_and_up
TOOLS	*	1.0000	421	50	$1.99	Everyone	Tools	1.5_and_up
TOOLS	4.3	15.0000	1.2	100	$3.99	Everyone	Tools	2.3_and_up
BUSINESS	*	0.0000	11	10	0	Everyone	Business	4.0.3_and_up
FAILY	4.3	855.0000	7	10000	0	Teen	Entertainent	2.3.3_and_up
PERSONALIZATION	4.4	18.0000	2.1	500	$2.00	Everyone	Personalization	2.1_and_up
PHOTOGRAPHY	*	4.0000	16	100	0	Everyone	Photography	4.1_and_up
WEATHER	*	15.0000	10	1000	0	Everyone	Weather	4.4_and_up
EDICAL	*	1.0000	28	100	0	Everyone	edical	4.0.3_and_up
FI*CE	*	3.0000	5.5	100	0	Everyone	Fi*ce	4.0_and_up
HEALTH_AND_FITNESS	*	0.0000	41	5	0	Everyone	Health__Fitness	4.1_and_up
PERSONALIZATION	4	289.0000	2.7	10000	0	Everyone	Personalization	2.1_and_up
FI*CE	4.3	23.0000	93	1000	0	Everyone	Fi*ce	5.0_and_up
GAE	4	267.0000	40	10000	$1.99	Everyone	Action	4.0_and_up
APS_AND_NAVIGATION	4.9	124.0000	3.4	1000	0	Everyone	aps__Navigation	*
GAE	4.7	21.0000	9	100	0	Everyone	Arcade	4.0.3_and_up
COUNICATION	*	0.0000	4.3	50	0	Everyone	Counication	2.1_and_up
GAE	*	3.0000	2.9	10	0	Everyone	Arcade	4.4W_and_up
FI*CE	*	2.0000	6.9	10	0	Everyone	Fi*ce	4.0.3_and_up
TOOLS	4.3	33.0000	1	500	$3.99	Everyone	Tools	2.3_and_up
PERSONALIZATION	4.2	279.0000	1.1	10000	0	Everyone	Personalization	2.1_and_up
GAE	4.1	496.0000	39	100000	0	Teen	Card	2.3.3_and_up
COUNICATION	4.3	12843436.0000	*	100000000	0	Everyone	Counication	4.0.3_and_up
FOOD_AND_DRINK	4.7	51543.0000	*	1000000	0	Everyone	Food__Drink	*
LIFESTYLE	3.2	320.0000	31	50000	0	Everyone	Lifestyle	4.2_and_up
SPORTS	3.9	9765.0000	14	1000000	0	Everyone	Sports	2.3_and_up
FI*CE	4.2	798.0000	29	50000	0	Everyone	Fi*ce	4.0_and_up
TOOLS	4.1	783.0000	4.2	100000	0	Everyone	Tools	4.0.3_and_up
BUSINESS	4.9	13.0000	5.3	100	0	Everyone	Business	4.0.3_and_up
FAILY	*	1.0000	1.7	100	0	Everyone	Puzzle	4.0.3_and_up
SPORTS	3.7	84.0000	6.3	1000	$2.99	Everyone	Sports	4.4_and_up
FI*CE	3.5	196.0000	27	10000	0	Everyone	Fi*ce	4.1_and_up
TOOLS	4.9	83.0000	3.1	500	$3.99	Everyone	Tools	5.0_and_up
SOCIAL	*	1.0000	*	100	0	Teen	Social	4.1_and_up
COUNICATION	3.3	78.0000	2.5	10000	0	Everyone	Counication	6.0_and_up
BOOKS_AND_REFERENCE	4.9	659.0000	5	10000	0	Everyone	Books__Reference	4.0_and_up
SPORTS	3.4	1520.0000	6.3	50000	0	Everyone	Sports	4.4_and_up
BOOKS_AND_REFERENCE	*	2.0000	7.8	100	0	Everyone	Books__Reference	4.0_and_up
SPORTS	4.5	2710.0000	4.8	100000	0	Everyone	Sports	4.1_and_up
BOOKS_AND_REFERENCE	4.3	28.0000	*	1000	0	Everyone	Books__Reference	*
FAILY	5	6.0000	9.2	1000	0	Everyone	Education	4.1_and_up
AUTO_AND_VEHICLES	3.5	2.0000	34	100	0	Everyone	Auto__Vehicles	5.0_and_up
TOOLS	*	6.0000	47	1000	0	Everyone	Tools	4.0.3_and_up
SOCIAL	*	0.0000	8.1	10	0	Teen	Social	4.4_and_up
HEALTH_AND_FITNESS	4.4	622.0000	2.5	10000	0	Everyone	Health__Fitness	4.4_and_up
SHOPPING	3.7	192.0000	36	100000	0	Everyone	Shopping	4.1_and_up
SHOPPING	*	0.0000	10	5	0	Everyone	Shopping	4.1_and_up
FI*CE	4.8	6.0000	6.2	500	0	Everyone	Fi*ce	4.0.3_and_up
EDICAL	*	3.0000	10	100	0	Everyone	edical	4.3_and_up
SPORTS	4.3	1879.0000	4.4	100000	0	Everyone	Sports	4.1_and_up
HEALTH_AND_FITNESS	4.9	42.0000	18	1000	0	Everyone	Health__Fitness	4.1_and_up
SHOPPING	*	1.0000	16	500	0	Everyone	Shopping	4.1_and_up
FOOD_AND_DRINK	*	0.0000	*	1	0	Everyone	Food__Drink	*
FI*CE	*	6.0000	9.9	500	0	Everyone	Fi*ce	2.3.3_and_up
PRODUCTIVITY	*	2.0000	22	10	0	Everyone	Productivity	4.3_and_up
SPORTS	*	7.0000	1.9	500	0	Everyone	Sports	4.0.3_and_up
FAILY	*	0.0000	26	10	0	Everyone	Entertainent	2.2_and_up
HEALTH_AND_FITNESS	5	3.0000	9.3	100	0	Everyone	Health__Fitness	4.1_and_up
COUNICATION	4.3	8827.0000	*	1000000	0	Everyone	Counication	4.0.3_and_up
PARENTING	4.3	11760.0000	*	1000000	0	Everyone	Parenting	*
FAILY	*	2.0000	28	1000	0	Everyone	Educational	4.0_and_up
PRODUCTIVITY	*	7.0000	10	50	0	Everyone	Productivity	4.1_and_up
SPORTS	4.4	328.0000	11	10000	0	Everyone	Sports	4.4_and_up
EDICAL	1	1.0000	2.3	100	0	Everyone	edical	4.3_and_up
SPORTS	4.5	117.0000	4.4	1000	$0.99	Everyone	Sports	4.1_and_up
BOOKS_AND_REFERENCE	*	0.0000	8	100	0	Everyone	Books__Reference	4.0_and_up
PRODUCTIVITY	4	2.0000	10	10	0	Everyone	Productivity	4.1_and_up
TOOLS	5	1.0000	3.7	10	0	Everyone	Tools	4.4_and_up
GAE	4.9	59.0000	21	500	0	Everyone	Word	4.4_and_up
SPORTS	4.7	163.0000	4.6	1000	$0.99	Everyone	Sports	4.1_and_up
BOOKS_AND_REFERENCE	4.5	155466.0000	*	10000000	0	Teen	Books__Reference	*
FI*CE	3.9	8185.0000	45	500000	0	Everyone	Fi*ce	4.4_and_up
FAILY	*	53.0000	4.2	5000	0	Everyone	Entertainent	4.4_and_up
SHOPPING	3.2	661.0000	7.6	100000	0	Everyone	Shopping	4.1_and_up
BOOKS_AND_REFERENCE	3.5	2539.0000	8.6	500000	0	Everyone	Books__Reference	4.1_and_up
LIFESTYLE	*	0.0000	15	100	0	Everyone	Lifestyle	4.0.3_and_up
FI*CE	3.7	913.0000	70	100000	0	Everyone	Fi*ce	1.5_and_up
BUSINESS	3	597.0000	17	100000	0	Everyone	Business	5.0_and_up
LIBRARIES_AND_DEO	4.2	78.0000	812	10000	0	Everyone	Libraries__Deo	1.6_and_up
BEAUTY	4	2.0000	13	100	0	Everyone	Beauty	4.0.3_and_up
LIBRARIES_AND_DEO	4.1	142.0000	442	10000	0	Everyone	Libraries__Deo	1.6_and_up
TOOLS	*	11.0000	2	10	$0.99	Everyone	Tools	4.0.3_and_up
BOOKS_AND_REFERENCE	4.7	19090.0000	*	500000	0	Everyone	Books__Reference	*
LIBRARIES_AND_DEO	4	45.0000	842	5000	0	Everyone	Libraries__Deo	1.6_and_up
FI*CE	3.1	72.0000	2.4	10000	0	Everyone	Fi*ce	4.0_and_up
LIBRARIES_AND_DEO	4.4	34.0000	417	1000	0	Everyone	Libraries__Deo	1.6_and_up
SPORTS	3.2	4.0000	5.6	100	0	Everyone	Sports	4.3_and_up
LIBRARIES_AND_DEO	3.9	71.0000	412	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	4.2	86.0000	459	10000	0	Everyone	Libraries__Deo	1.6_and_up
BOOKS_AND_REFERENCE	4.7	146.0000	34	5000	0	Everyone	Books__Reference	4.4_and_up
LIBRARIES_AND_DEO	4	24.0000	478	1000	0	Everyone	Libraries__Deo	1.6_and_up
BUSINESS	*	2.0000	10	100	0	Teen	Business	4.1_and_up
PRODUCTIVITY	*	0.0000	6.2	10	0	Everyone	Productivity	2.3_and_up
LIBRARIES_AND_DEO	4	45.0000	335	5000	0	Everyone	Libraries__Deo	1.6_and_up
NEWS_AND_AGAZINES	3.7	533.0000	3.8	50000	0	Everyone	News__agazines	4.0.3_and_up
LIBRARIES_AND_DEO	4.1	120.0000	782	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	4.4	30.0000	721	5000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	4	50.0000	430	5000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	3.9	131.0000	429	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	3.6	7.0000	192	1000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	*	21.0000	200	5000	0	Everyone	Libraries__Deo	1.6_and_up
COUNICATION	*	23.0000	13	1000	0	Everyone	Counication	2.3_and_up
PRODUCTIVITY	4.6	27.0000	2.5	1000	0	Everyone	Productivity	4.0_and_up
BUSINESS	*	0.0000	8.9	50	0	Everyone	Business	4.1_and_up
LIBRARIES_AND_DEO	4.4	63.0000	417	5000	0	Everyone	Libraries__Deo	1.6_and_up
FAILY	1.9	250.0000	*	50000	0	Everyone	Education	*
LIBRARIES_AND_DEO	4.3	15.0000	460	1000	0	Everyone	Libraries__Deo	1.6_and_up
GAE	4.5	514.0000	5.9	5000	$6.99	Teen	Adventure	4.0_and_up
LIBRARIES_AND_DEO	4.1	66.0000	728	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	3.8	18.0000	496	1000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	4.1	174.0000	816	10000	0	Everyone	Libraries__Deo	1.6_and_up
GAE	4.6	144.0000	6.3	1000	$6.99	Everyone	Adventure	4.0_and_up
LIBRARIES_AND_DEO	3.7	83.0000	414	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	3.9	53.0000	334	10000	0	Everyone	Libraries__Deo	1.6_and_up
LIBRARIES_AND_DEO	4.4	50.0000	506	5000	0	Everyone	Libraries__Deo	1.6_and_up
TOOLS	*	83.0000	2	1000	0	Everyone	Tools	4.0.3_and_up
LIFESTYLE	4.5	31.0000	2.3	1000	0	Everyone	Lifestyle	4.1_and_up
PRODUCTIVITY	*	2.0000	34	50	0	Everyone	Productivity	4.0.3_and_up
PRODUCTIVITY	*	0.0000	7.5	10	0	Everyone	Productivity	2.3_and_up
SOCIAL	4.3	3781467.0000	*	100000000	0	ature_17+	Social	*
GAE	4.4	33661.0000	60	100000	$2.99	Everyone	Card	4.1_and_up
GAE	3.5	46801.0000	60	1000000	0	Everyone	Card	4.1_and_up
FAILY	4.3	41.0000	7.9	1000	$2.99	Everyone	EducationPretend_Play	4.0.3_and_up
FAILY	4.5	65.0000	24	10000	0	Everyone	Casual	4.0_and_up
FAILY	4.5	5591653.0000	95	50000000	0	Everyone_10+	Strategy	4.0.3_and_up
GAE	4.4	1432447.0000	59	50000000	0	Everyone	Arcade	4.0.3_and_up
FAILY	4.2	13.0000	23	1000	$2.49	Everyone	EducationPretend_Play	4.0.3_and_up
GAE	4.3	1167143.0000	12	100000000	0	Everyone	Arcade	4.1_and_up
GAE	*	1.0000	11	100	$1.99	Teen	Card	2.2_and_up
FI*CE	3.6	73.0000	14	10000	0	Everyone	Fi*ce	4.1_and_up
FAILY	4	3.0000	2.2	500	0	Teen	Casual	5.0_and_up
GAE	3.8	488.0000	30	100000	0	Teen	Casino	2.3_and_up
FAILY	*	2.0000	8.5	10	$46.99	Everyone	Entertainent	4.0.3_and_up
FAILY	*	3.0000	19	1000	$0.99	Everyone	EducationBrain_Gaes	4.0.3_and_up
GAE	4.4	125578.0000	17	5000000	0	Everyone	Action	2.1_and_up
FAILY	3.8	87734.0000	32	10000000	0	Teen	Entertainent	4.1_and_up
GAE	3.9	164.0000	33	10000	0	Teen	Card	2.3.3_and_up
GAE	4.1	14283.0000	4.2	1000000	0	Teen	Casino	4.0_and_up
FAILY	4.3	6.0000	33	1000	$2.49	Everyone	EducationPretend_Play	4.0.3_and_up
SOCIAL	3.5	20675.0000	96	1000000	0	Teen	Social	5.0_and_up
LIBRARIES_AND_DEO	*	4.0000	4.7	100	$0.99	Everyone	Libraries__Deo	4.1_and_up
SOCIAL	4.3	51569.0000	26	1000000	0	Teen	Social	4.1_and_up
LIFESTYLE	*	11.0000	23	1000	0	Everyone	Lifestyle	4.1_and_up
FAILY	4.7	10.0000	30	1000	$2.99	Everyone	EducationPretend_Play	4.0.3_and_up
GAE	4.5	38297.0000	6.4	10000000	0	Everyone	Arcade	4.0.3_and_up
FAILY	3.8	159398.0000	28	5000000	0	Teen	Role_Playing	4.2_and_up
GAE	4.5	776730.0000	49	10000000	0	Everyone_10+	Action	4.0.3_and_up
GAE	4.2	152.0000	16	10000	0	Teen	Casino	4.1_and_up
FAILY	4.3	70903.0000	51	5000000	0	Everyone	PuzzleBrain_Gaes	4.0.3_and_up
EVENTS	4.1	110.0000	2.6	5000	0	Teen	Events	4.0.3_and_up
PHOTOGRAPHY	4.6	819694.0000	25	10000000	0	Everyone	Photography	4.0_and_up
FAILY	4.6	4451317.0000	*	50000000	0	Everyone	Casual	4.0.3_and_up
GAE	4.5	1243017.0000	27	50000000	0	Teen	Action	4.2_and_up
FAILY	4.5	66740.0000	23	1000000	0	Everyone	ArcadeAction__Adventure	2.3_and_up
TRAVEL_AND_LOCAL	3	69.0000	31	10000	0	Everyone	Travel__Local	5.0_and_up
HEALTH_AND_FITNESS	2.6	186.0000	25	10000	0	Everyone	Health__Fitness	8.0_and_up
BUSINESS	3.4	25.0000	16	10000	0	Everyone	Business	4.1_and_up
EDICAL	4.4	578.0000	704	10000	$0.99	Everyone	edical	2.2_and_up
EDICAL	4.2	33033.0000	7.4	5000000	0	Everyone	edical	4.1_and_up
LIFESTYLE	4	7808.0000	5	1000000	0	Everyone	Lifestyle	2.2_and_up
EDICAL	4.7	8347.0000	2.6	500000	0	Everyone	edical	4.0_and_up
EDICAL	3.4	18.0000	45	1000	0	Everyone	edical	2.3.3_and_up
EDICAL	3.7	9.0000	23	1000	0	Everyone	edical	2.3.3_and_up
EDICAL	3.7	3596.0000	8.4	1000000	0	Everyone	edical	4.0.3_and_up
EDICAL	4.5	3320.0000	8.3	100000	0	Everyone	edical	4.1_and_up
FAILY	3.9	174423.0000	7.9	10000000	0	Everyone	Entertainent	4.0_and_up
EDICAL	5	6.0000	26	1000	0	Everyone	edical	4.4_and_up
EDICAL	4.3	17.0000	6	10000	0	Everyone	edical	4.4_and_up
EDICAL	4.2	178.0000	4.8	1000	$0.99	Everyone	edical	4.1_and_up
HEALTH_AND_FITNESS	*	0.0000	4.6	50	$5.99	Everyone	Health__Fitness	4.0_and_up
EDICAL	4	255.0000	16	10000	0	Everyone	edical	4.2_and_up
EDICAL	*	7.0000	5.7	5000	0	Everyone	edical	4.0.3_and_up
EDICAL	4.5	309.0000	5.9	10000	0	Everyone	edical	4.4_and_up
EDICAL	4	91.0000	335	10000	0	Everyone	edical	2.1_and_up
BOOKS_AND_REFERENCE	4.4	52.0000	2.2	1000	0	Everyone	Books__Reference	4.0_and_up
EDICAL	1.8	30.0000	887	500	0	Everyone	edical	4.3_and_up
HEALTH_AND_FITNESS	4.3	12.0000	613	1000	0	Everyone	Health__Fitness	5.0_and_up
LIFESTYLE	5	3.0000	1.5	100	0	Everyone	Lifestyle	2.2_and_up
HEALTH_AND_FITNESS	5	1.0000	12	50	0	Everyone	Health__Fitness	5.0_and_up
BUSINESS	*	0.0000	26	100	0	Everyone	Business	4.1_and_up
FAILY	3.2	12.0000	13	1000	0	Everyone	Casual	4.0_and_up
EDICAL	4.2	5661.0000	*	500000	0	Everyone	edical	*
FAILY	4.6	47.0000	3.3	5000	0	Everyone	Siulation	4.0.3_and_up
EDICAL	3.8	4.0000	2.9	1000	0	Everyone	edical	3.0_and_up
EDICAL	3.9	31.0000	10	1000	0	Everyone	edical	4.4_and_up
EDICAL	4.2	34.0000	3.2	1000	0	Everyone	edical	3.0_and_up
SHOPPING	*	0.0000	2.5	10	0	Everyone	Shopping	4.4_and_up
EDICAL	4	11.0000	1.8	1000	0	Everyone	edical	4.0_and_up
EDICAL	3.8	292.0000	2.7	100000	0	Everyone	edical	4.0.3_and_up
FAILY	4.1	157.0000	7	50000	0	Everyone	Entertainent	4.0.3_and_up
HEALTH_AND_FITNESS	3.9	26.0000	12	1000	0	Everyone	Health__Fitness	4.1_and_up
EDICAL	4.4	515.0000	*	1000	$5.49	Everyone	edical	*
HEALTH_AND_FITNESS	2.1	32.0000	9.6	1000	0	Everyone	Health__Fitness	4.3_and_up
LIFESTYLE	1.8	5.0000	18	1000	0	Everyone_10+	Lifestyle	4.1_and_up
EDICAL	4.2	70.0000	1.9	10000	0	Everyone	edical	4.4_and_up
EDICAL	2	1.0000	29	50	0	Everyone	edical	5.0_and_up
TOOLS	*	0.0000	9.4	100	0	Everyone	Tools	4.0.3_and_up
EVENTS	*	0.0000	6.7	1	$109.99	Everyone	Events	4.1_and_up
HEALTH_AND_FITNESS	3.4	2256.0000	1.6	500000	0	Everyone	Health__Fitness	4.0_and_up
EDICAL	4.3	46.0000	2	10000	0	Everyone	edical	4.0.3_and_up
PHOTOGRAPHY	3.6	2526.0000	*	1000000	0	Everyone	Photography	*
TOOLS	3.7	5004.0000	2.5	1000000	0	Everyone	Tools	*
GAE	4.7	191.0000	7.2	5000	0	Everyone	Trivia	4.1_and_up
BOOKS_AND_REFERENCE	4.5	67186.0000	6.3	1000000	0	Everyone_10+	Books__Reference	2.3.3_and_up
TOOLS	4.6	18.0000	4	100	0	Everyone	Tools	4.0_and_up
PRODUCTIVITY	3.6	26.0000	1.2	5000	0	Everyone	Productivity	4.0_and_up
COUNICATION	*	0.0000	*	1000	0	Everyone	Counication	*
HOUSE_AND_HOE	*	0.0000	5.6	100	0	Everyone	House__Hoe	2.3_and_up
TOOLS	4.4	8259.0000	3.5	1000000	0	Everyone	Tools	4.0_and_up
FAILY	4.6	41.0000	9.2	1000	0	Everyone	Education	2.3_and_up
PRODUCTIVITY	*	17.0000	1.2	1000	0	Everyone	Productivity	4.0_and_up
SPORTS	*	18.0000	*	5000	0	Everyone	Sports	4.0_and_up
TRAVEL_AND_LOCAL	*	7.0000	18	50	0	Teen	Travel__Local	4.0.3_and_up
FAILY	2.3	3.0000	36	1000	0	Everyone_10+	Entertainent	2.3.3_and_up
PRODUCTIVITY	*	9.0000	1.2	1000	0	Everyone	Productivity	4.0_and_up
NEWS_AND_AGAZINES	*	2.0000	8.8	50	0	Everyone	News__agazines	4.1_and_up
PRODUCTIVITY	3.8	8211.0000	4.1	5000000	0	Everyone	Productivity	4.4_and_up
BUSINESS	*	0.0000	2.5	100	0	Everyone	Business	4.4_and_up
TOOLS	3	2.0000	2.7	100	0	Everyone	Tools	4.4_and_up
FOOD_AND_DRINK	5	2.0000	33	50	0	Everyone	Food__Drink	2.3.3_and_up
PERSONALIZATION	4.5	43.0000	28	10000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.4	16.0000	6.7	5000	0	Everyone	Personalization	7.0_and_up
FAILY	4.5	516.0000	21	50000	0	Everyone	EducationEducation	4.0.3_and_up
FOOD_AND_DRINK	4.8	18.0000	3.5	5000	0	Everyone	Food__Drink	4.0_and_up
TOOLS	4.3	3068.0000	6	100000	0	Everyone	Tools	4.0_and_up
PHOTOGRAPHY	3.8	16317.0000	*	100000	$3.95	Everyone	Photography	*
LIFESTYLE	*	0.0000	22	50	0	Everyone	Lifestyle	4.0.3_and_up
PHOTOGRAPHY	4.3	244302.0000	*	10000000	0	Everyone	Photography	*
FOOD_AND_DRINK	3.7	3.0000	27	1000	0	Everyone	Food__Drink	4.1_and_up
PERSONALIZATION	4.5	13466.0000	3.4	500000	0	Everyone	Personalization	5.0_and_up
PERSONALIZATION	*	0.0000	*	5000	0	Everyone	Personalization	*
TOOLS	4.3	27749.0000	16	1000000	0	Everyone	Tools	4.0.3_and_up
FOOD_AND_DRINK	*	3.0000	12	100	0	Everyone	Food__Drink	4.0_and_up
FAILY	4.4	77.0000	10	10000	0	Everyone	Education	2.3_and_up
SHOPPING	3.4	25515.0000	*	10000000	0	Everyone	Shopping	*
TOOLS	4.5	28030.0000	9	1000000	0	Everyone	Tools	4.1_and_up
LIFESTYLE	1.6	242.0000	36	50000	0	Everyone	Lifestyle	3.0_and_up
FOOD_AND_DRINK	*	0.0000	12	50	0	Everyone	Food__Drink	4.0_and_up
FOOD_AND_DRINK	*	0.0000	3.6	100	0	Everyone	Food__Drink	4.0_and_up
FAILY	4.5	75719.0000	30	5000000	0	Everyone	Educational	4.0.3_and_up
SHOPPING	*	0.0000	19	100	0	Teen	Shopping	4.1_and_up
FOOD_AND_DRINK	*	1.0000	13	50	0	Everyone	Food__Drink	4.1_and_up
FAILY	*	0.0000	33	100	0	Everyone	Education	4.2_and_up
FOOD_AND_DRINK	*	0.0000	14	5	0	Everyone	Food__Drink	4.1_and_up
SHOPPING	*	0.0000	243	10	0	Everyone	Shopping	4.1_and_up
TOOLS	*	40.0000	24	1000	0	Everyone	Tools	5.0_and_up
SPORTS	4.4	122280.0000	*	5000000	0	Everyone_10+	Sports	*
FOOD_AND_DRINK	3.8	1103.0000	6.6	100000	0	Everyone	Food__Drink	4.1_and_up
FAILY	4.3	21804.0000	44	1000000	$0.99	Everyone_10+	Role_Playing	2.3_and_up
GAE	4.3	20691.0000	89	1000000	0	Everyone	Racing	4.4_and_up
LIFESTYLE	3	859.0000	3.5	100000	0	Everyone	Lifestyle	2.2_and_up
