C1	C2	C3	C4	C5	C6	C7	C8
-21426.0000	-21439.0000	-21386.0000	-21221.0000	-21192.0000	-21184.0000	-21236.0000	-21176.0000
-21076.0000	-21059.0000	-21061.0000	-21144.0000	-21204.0000	-21157.0000	-21132.0000	-21154.0000
-21154.0000	-21149.0000	-21129.0000	-21136.0000	-21217.0000	-21279.0000	-21299.0000	-21329.0000
-21381.0000	-21404.0000	-21414.0000	-21434.0000	-21431.0000	-21439.0000	-21461.0000	-21471.0000
-21494.0000	-21484.0000	-21481.0000	-21507.0000	-21471.0000	-21479.0000	-21501.0000	-21521.0000
-21561.0000	-21549.0000	-21574.0000	-21594.0000	-21619.0000	-21669.0000	-21629.0000	-21619.0000
-21636.0000	-21636.0000	-21671.0000	-21669.0000	-21659.0000	-21674.0000	-21654.0000	-21634.0000
-21624.0000	-21591.0000	-21559.0000	-21526.0000	-21594.0000	-21564.0000	-21556.0000	-21609.0000
-21524.0000	-21957.0000	-22196.0000	-21761.0000	-21657.0000	-21656.0000	-21616.0000	-21594.0000
-21596.0000	-21701.0000	-21634.0000	-21654.0000	-21609.0000	-21424.0000	-21354.0000	-21289.0000
-21267.0000	-21251.0000	-21284.0000	-21286.0000	-21244.0000	-21232.0000	-21259.0000	-21301.0000
-21251.0000	-21249.0000	-21241.0000	-21246.0000	-21264.0000	-21231.0000	-21249.0000	-21241.0000
-21257.0000	-21266.0000	-21211.0000	-21209.0000	-21104.0000	-21174.0000	-21486.0000	-21507.0000
-21386.0000	-21489.0000	-21542.0000	-21554.0000	-21904.0000	-22111.0000	-21951.0000	-21959.0000
-21649.0000	-21169.0000	-21294.0000	-21424.0000	-21332.0000	-21302.0000	-21274.0000	-21311.0000
-21317.0000	-21301.0000	-21291.0000	-21291.0000	-21309.0000	-21286.0000	-21301.0000	-21286.0000
-21276.0000	-21279.0000	-21274.0000	-21291.0000	-21291.0000	-21314.0000	-21304.0000	-21276.0000
-21221.0000	-21314.0000	-21504.0000	-21421.0000	-21284.0000	-21314.0000	-21436.0000	-21366.0000
-21334.0000	-21546.0000	-21409.0000	-21171.0000	-21199.0000	-21249.0000	-21319.0000	-21379.0000
-21454.0000	-21419.0000	-21221.0000	-21104.0000	-21076.0000	-21151.0000	-21204.0000	-21124.0000
-21154.0000	-21206.0000	-21139.0000	-21119.0000	-21132.0000	-21192.0000	-21279.0000	-21314.0000
-21359.0000	-21349.0000	-21331.0000	-21356.0000	-21344.0000	-21342.0000	-21371.0000	-21386.0000
-21396.0000	-21396.0000	-21417.0000	-21471.0000	-21496.0000	-21484.0000	-21457.0000	-21464.0000
-21504.0000	-21534.0000	-21542.0000	-21514.0000	-21551.0000	-21594.0000	-21551.0000	-21544.0000
-21546.0000	-21576.0000	-21601.0000	-21596.0000	-21614.0000	-21619.0000	-21594.0000	-21604.0000
-21576.0000	-21559.0000	-21571.0000	-21534.0000	-21582.0000	-21576.0000	-21611.0000	-21656.0000
-21579.0000	-22066.0000	-22139.0000	-21606.0000	-21696.0000	-21601.0000	-21501.0000	-21654.0000
-21542.0000	-21599.0000	-21631.0000	-21599.0000	-21564.0000	-21511.0000	-21517.0000	-21399.0000
-21364.0000	-21326.0000	-21249.0000	-21234.0000	-21226.0000	-21214.0000	-21211.0000	-21256.0000
-21254.0000	-21264.0000	-21271.0000	-21279.0000	-21336.0000	-21321.0000	-21311.0000	-21274.0000
-21264.0000	-21276.0000	-21236.0000	-21224.0000	-21194.0000	-21169.0000	-21394.0000	-21624.0000
-21601.0000	-21576.0000	-21601.0000	-21617.0000	-21832.0000	-21974.0000	-21961.0000	-21961.0000
-21601.0000	-21279.0000	-21369.0000	-21341.0000	-21309.0000	-21319.0000	-21264.0000	-21286.0000
-21276.0000	-21309.0000	-21309.0000	-21286.0000	-21296.0000	-21269.0000	-21289.0000	-21299.0000
-21296.0000	-21304.0000	-21307.0000	-21321.0000	-21304.0000	-21304.0000	-21296.0000	-21264.0000
-21211.0000	-21224.0000	-21382.0000	-21492.0000	-21416.0000	-21286.0000	-21289.0000	-21249.0000
-21219.0000	-21319.0000	-21249.0000	-21179.0000	-21199.0000	-21194.0000	-21219.0000	-21332.0000
-21582.0000	-21736.0000	-21719.0000	-21561.0000	-21226.0000	-21126.0000	-21216.0000	-21154.0000
-21139.0000	-21142.0000	-21119.0000	-21157.0000	-21114.0000	-21109.0000	-21189.0000	-21214.0000
-21221.0000	-21206.0000	-21204.0000	-21239.0000	-21276.0000	-21279.0000	-21261.0000	-21304.0000
-21341.0000	-21371.0000	-21384.0000	-21401.0000	-21441.0000	-21436.0000	-21431.0000	-21434.0000
-21451.0000	-21474.0000	-21469.0000	-21471.0000	-21491.0000	-21471.0000	-21489.0000	-21514.0000
-21499.0000	-21524.0000	-21521.0000	-21529.0000	-21536.0000	-21529.0000	-21549.0000	-21559.0000
-21564.0000	-21559.0000	-21569.0000	-21524.0000	-21539.0000	-21534.0000	-21534.0000	-21629.0000
-21644.0000	-22099.0000	-22186.0000	-21626.0000	-21709.0000	-21659.0000	-21469.0000	-21644.0000
-21581.0000	-21569.0000	-21594.0000	-21621.0000	-21649.0000	-21621.0000	-21674.0000	-21582.0000
-21516.0000	-21511.0000	-21424.0000	-21287.0000	-21196.0000	-21246.0000	-21254.0000	-21264.0000
-21286.0000	-21291.0000	-21326.0000	-21324.0000	-21314.0000	-21306.0000	-21317.0000	-21289.0000
-21256.0000	-21286.0000	-21282.0000	-21251.0000	-21256.0000	-21219.0000	-21271.0000	-21611.0000
-21799.0000	-21749.0000	-21742.0000	-21689.0000	-21714.0000	-21879.0000	-22029.0000	-21989.0000
-21546.0000	-21196.0000	-21259.0000	-21254.0000	-21199.0000	-21226.0000	-21254.0000	-21299.0000
-21301.0000	-21324.0000	-21336.0000	-21351.0000	-21366.0000	-21314.0000	-21261.0000	-21209.0000
-21204.0000	-21254.0000	-21257.0000	-21236.0000	-21226.0000	-21271.0000	-21299.0000	-21289.0000
-21296.0000	-21286.0000	-21286.0000	-21369.0000	-21362.0000	-21246.0000	-21242.0000	-21216.0000
-21154.0000	-21171.0000	-21206.0000	-21264.0000	-21229.0000	-21216.0000	-21226.0000	-21189.0000
-21269.0000	-21389.0000	-21584.0000	-21701.0000	-21439.0000	-21176.0000	-21164.0000	-21189.0000
-21182.0000	-21159.0000	-21121.0000	-21139.0000	-21151.0000	-21139.0000	-21139.0000	-21159.0000
-21151.0000	-21136.0000	-21136.0000	-21136.0000	-21204.0000	-21221.0000	-21194.0000	-21242.0000
-21289.0000	-21321.0000	-21346.0000	-21371.0000	-21391.0000	-21381.0000	-21399.0000	-21416.0000
-21446.0000	-21457.0000	-21444.0000	-21451.0000	-21454.0000	-21464.0000	-21484.0000	-21456.0000
-21476.0000	-21521.0000	-21514.0000	-21559.0000	-21551.0000	-21554.0000	-21574.0000	-21551.0000
-21604.0000	-21596.0000	-21609.0000	-21599.0000	-21557.0000	-21546.0000	-21509.0000	-21576.0000
-21534.0000	-21974.0000	-22536.0000	-21986.0000	-21617.0000	-21789.0000	-21671.0000	-21559.0000
-21561.0000	-21664.0000	-21674.0000	-21664.0000	-21726.0000	-21709.0000	-21736.0000	-21676.0000
-21614.0000	-21684.0000	-21694.0000	-21489.0000	-21259.0000	-21274.0000	-21294.0000	-21279.0000
-21319.0000	-21319.0000	-21361.0000	-21376.0000	-21369.0000	-21371.0000	-21334.0000	-21339.0000
-21321.0000	-21376.0000	-21396.0000	-21326.0000	-21311.0000	-21296.0000	-21311.0000	-21692.0000
-21996.0000	-21976.0000	-21941.0000	-21879.0000	-21891.0000	-22001.0000	-22029.0000	-21916.0000
-21549.0000	-21191.0000	-21189.0000	-21261.0000	-21219.0000	-21199.0000	-21224.0000	-21281.0000
-21324.0000	-21317.0000	-21299.0000	-21306.0000	-21307.0000	-21324.0000	-21309.0000	-21229.0000
-21184.0000	-21196.0000	-21199.0000	-21186.0000	-21214.0000	-21274.0000	-21331.0000	-21356.0000
-21331.0000	-21304.0000	-21267.0000	-21236.0000	-21201.0000	-21161.0000	-21169.0000	-21161.0000
-21186.0000	-21206.0000	-21217.0000	-21229.0000	-21151.0000	-21189.0000	-21279.0000	-21211.0000
-21189.0000	-21221.0000	-21259.0000	-21271.0000	-21244.0000	-21207.0000	-21171.0000	-21167.0000
-21176.0000	-21204.0000	-21186.0000	-21114.0000	-21114.0000	-21096.0000	-21064.0000	-21074.0000
-21064.0000	-21084.0000	-21104.0000	-21096.0000	-21121.0000	-21124.0000	-21132.0000	-21174.0000
-21207.0000	-21231.0000	-21241.0000	-21276.0000	-21292.0000	-21296.0000	-21311.0000	-21321.0000
-21359.0000	-21384.0000	-21409.0000	-21417.0000	-21404.0000	-21434.0000	-21432.0000	-21404.0000
-21474.0000	-21521.0000	-21539.0000	-21592.0000	-21586.0000	-21632.0000	-21649.0000	-21594.0000
-21624.0000	-21564.0000	-21589.0000	-21601.0000	-21561.0000	-21619.0000	-21544.0000	-21596.0000
-21504.0000	-21739.0000	-22671.0000	-22466.0000	-21606.0000	-21561.0000	-21696.0000	-21716.0000
-21689.0000	-21687.0000	-21757.0000	-21766.0000	-21724.0000	-21686.0000	-21746.0000	-21751.0000
-21724.0000	-21709.0000	-21567.0000	-21379.0000	-21269.0000	-21314.0000	-21336.0000	-21314.0000
-21359.0000	-21364.0000	-21394.0000	-21401.0000	-21414.0000	-21459.0000	-21411.0000	-21414.0000
-21409.0000	-21509.0000	-21526.0000	-21461.0000	-21451.0000	-21394.0000	-21494.0000	-21934.0000
-22109.0000	-21992.0000	-21951.0000	-21964.0000	-22011.0000	-21967.0000	-21874.0000	-21871.0000
-21782.0000	-21457.0000	-21094.0000	-21057.0000	-21246.0000	-21317.0000	-21249.0000	-21271.0000
-21314.0000	-21257.0000	-21266.0000	-21321.0000	-21332.0000	-21366.0000	-21366.0000	-21336.0000
-21299.0000	-21257.0000	-21266.0000	-21289.0000	-21321.0000	-21344.0000	-21366.0000	-21387.0000
-21336.0000	-21341.0000	-21356.0000	-21284.0000	-21192.0000	-21134.0000	-21121.0000	-21104.0000
-21129.0000	-21116.0000	-21109.0000	-21169.0000	-21121.0000	-21182.0000	-21331.0000	-21261.0000
-21129.0000	-21194.0000	-21292.0000	-21179.0000	-21099.0000	-21174.0000	-21161.0000	-21139.0000
-21159.0000	-21176.0000	-21182.0000	-21161.0000	-21154.0000	-21124.0000	-21119.0000	-21114.0000
-21094.0000	-21101.0000	-21061.0000	-21064.0000	-21094.0000	-21074.0000	-21089.0000	-21099.0000
-21131.0000	-21176.0000	-21176.0000	-21219.0000	-21244.0000	-21264.0000	-21259.0000	-21236.0000
-21241.0000	-21246.0000	-21319.0000	-21366.0000	-21376.0000	-21389.0000	-21376.0000	-21429.0000
-21461.0000	-21476.0000	-21529.0000	-21571.0000	-21599.0000	-21624.0000	-21629.0000	-21644.0000
-21701.0000	-21684.0000	-21686.0000	-21639.0000	-21611.0000	-21684.0000	-21576.0000	-21651.0000
-21644.0000	-21514.0000	-22224.0000	-22864.0000	-22641.0000	-22114.0000	-21611.0000	-21581.0000
-21756.0000	-21744.0000	-21776.0000	-21819.0000	-21696.0000	-21626.0000	-21766.0000	-21846.0000
-21864.0000	-21744.0000	-21396.0000	-21266.0000	-21336.0000	-21374.0000	-21394.0000	-21376.0000
-21389.0000	-21406.0000	-21431.0000	-21471.0000	-21479.0000	-21499.0000	-21507.0000	-21511.0000
-21501.0000	-21644.0000	-21664.0000	-21651.0000	-21654.0000	-21501.0000	-21574.0000	-21926.0000
-21956.0000	-21869.0000	-21889.0000	-21894.0000	-21896.0000	-21851.0000	-21864.0000	-21869.0000
-21809.0000	-21559.0000	-21124.0000	-21192.0000	-21569.0000	-21484.0000	-21229.0000	-21264.0000
-21351.0000	-21309.0000	-21319.0000	-21376.0000	-21371.0000	-21367.0000	-21359.0000	-21371.0000
-21367.0000	-21339.0000	-21374.0000	-21382.0000	-21376.0000	-21382.0000	-21392.0000	-21396.0000
-21387.0000	-21409.0000	-21386.0000	-21332.0000	-21259.0000	-21164.0000	-21144.0000	-21131.0000
-21114.0000	-21092.0000	-21136.0000	-21311.0000	-21379.0000	-21394.0000	-21456.0000	-21361.0000
-21096.0000	-21034.0000	-21269.0000	-21306.0000	-21164.0000	-21154.0000	-21157.0000	-21159.0000
-21179.0000	-21164.0000	-21146.0000	-21159.0000	-21171.0000	-21139.0000	-21131.0000	-21126.0000
-21126.0000	-21149.0000	-21096.0000	-21099.0000	-21101.0000	-21059.0000	-21086.0000	-21096.0000
-21126.0000	-21144.0000	-21146.0000	-21201.0000	-21217.0000	-21239.0000	-21226.0000	-21214.0000
-21244.0000	-21251.0000	-21304.0000	-21321.0000	-21349.0000	-21354.0000	-21346.0000	-21406.0000
-21401.0000	-21456.0000	-21511.0000	-21517.0000	-21579.0000	-21569.0000	-21599.0000	-21671.0000
-21712.0000	-21756.0000	-21749.0000	-21736.0000	-21744.0000	-21804.0000	-21809.0000	-21809.0000
-21799.0000	-21592.0000	-21716.0000	-22449.0000	-23184.0000	-23124.0000	-22189.0000	-21486.0000
-21556.0000	-21704.0000	-21656.0000	-21702.0000	-21709.0000	-21692.0000	-21806.0000	-21867.0000
-21914.0000	-21766.0000	-21386.0000	-21336.0000	-21417.0000	-21366.0000	-21394.0000	-21399.0000
-21411.0000	-21446.0000	-21464.0000	-21524.0000	-21559.0000	-21566.0000	-21594.0000	-21601.0000
-21596.0000	-21694.0000	-21734.0000	-21757.0000	-21789.0000	-21719.0000	-21761.0000	-21954.0000
-21911.0000	-21826.0000	-21836.0000	-21854.0000	-21926.0000	-22027.0000	-21989.0000	-21692.0000
-21524.0000	-21414.0000	-21209.0000	-21554.0000	-21899.0000	-21534.0000	-21271.0000	-21356.0000
-21401.0000	-21404.0000	-21411.0000	-21417.0000	-21386.0000	-21354.0000	-21371.0000	-21424.0000
-21424.0000	-21419.0000	-21449.0000	-21444.0000	-21446.0000	-21454.0000	-21454.0000	-21424.0000
-21384.0000	-21364.0000	-21334.0000	-21304.0000	-21239.0000	-21161.0000	-21156.0000	-21096.0000
-21044.0000	-21096.0000	-21269.0000	-21532.0000	-21617.0000	-21524.0000	-21464.0000	-21444.0000
-21326.0000	-21219.0000	-21376.0000	-21509.0000	-21384.0000	-21289.0000	-21291.0000	-21254.0000
-21216.0000	-21214.0000	-21189.0000	-21164.0000	-21164.0000	-21136.0000	-21121.0000	-21124.0000
-21124.0000	-21146.0000	-21139.0000	-21156.0000	-21151.0000	-21126.0000	-21117.0000	-21104.0000
-21126.0000	-21126.0000	-21121.0000	-21136.0000	-21139.0000	-21201.0000	-21204.0000	-21199.0000
-21229.0000	-21239.0000	-21284.0000	-21291.0000	-21321.0000	-21346.0000	-21361.0000	-21404.0000
-21401.0000	-21469.0000	-21479.0000	-21469.0000	-21529.0000	-21507.0000	-21594.0000	-21642.0000
-21657.0000	-21756.0000	-21719.0000	-21789.0000	-21829.0000	-21809.0000	-21932.0000	-21844.0000
-21809.0000	-21864.0000	-21691.0000	-21696.0000	-22169.0000	-22946.0000	-23114.0000	-22254.0000
-21649.0000	-21621.0000	-21559.0000	-21641.0000	-21744.0000	-21729.0000	-21829.0000	-21899.0000
-21904.0000	-21676.0000	-21324.0000	-21329.0000	-21386.0000	-21354.0000	-21401.0000	-21394.0000
-21404.0000	-21454.0000	-21476.0000	-21519.0000	-21559.0000	-21606.0000	-21629.0000	-21654.0000
-21666.0000	-21659.0000	-21739.0000	-21794.0000	-21846.0000	-21914.0000	-21964.0000	-22091.0000
-22076.0000	-21896.0000	-21839.0000	-21891.0000	-21979.0000	-22121.0000	-21969.0000	-21489.0000
-21334.0000	-21287.0000	-21246.0000	-21779.0000	-21961.0000	-21436.0000	-21319.0000	-21471.0000
-21441.0000	-21471.0000	-21492.0000	-21494.0000	-21519.0000	-21481.0000	-21449.0000	-21451.0000
-21449.0000	-21454.0000	-21469.0000	-21496.0000	-21554.0000	-21582.0000	-21581.0000	-21542.0000
-21482.0000	-21444.0000	-21419.0000	-21336.0000	-21234.0000	-21234.0000	-21184.0000	-21036.0000
-21082.0000	-21236.0000	-21384.0000	-21539.0000	-21519.0000	-21476.0000	-21536.0000	-21529.0000
-21449.0000	-21374.0000	-21471.0000	-21644.0000	-21599.0000	-21444.0000	-21399.0000	-21407.0000
-21386.0000	-21359.0000	-21317.0000	-21286.0000	-21282.0000	-21254.0000	-21231.0000	-21219.0000
-21174.0000	-21149.0000	-21142.0000	-21136.0000	-21164.0000	-21206.0000	-21179.0000	-21134.0000
-21136.0000	-21131.0000	-21136.0000	-21119.0000	-21119.0000	-21179.0000	-21191.0000	-21229.0000
-21261.0000	-21229.0000	-21239.0000	-21249.0000	-21279.0000	-21309.0000	-21334.0000	-21367.0000
-21369.0000	-21429.0000	-21449.0000	-21474.0000	-21507.0000	-21476.0000	-21557.0000	-21551.0000
-21574.0000	-21684.0000	-21616.0000	-21709.0000	-21769.0000	-21744.0000	-21861.0000	-21824.0000
-21869.0000	-21929.0000	-21901.0000	-21871.0000	-21616.0000	-22267.0000	-23396.0000	-22832.0000
-21736.0000	-21549.0000	-21589.0000	-21704.0000	-21751.0000	-21736.0000	-21959.0000	-22091.0000
-21959.0000	-21591.0000	-21301.0000	-21324.0000	-21329.0000	-21326.0000	-21371.0000	-21359.0000
-21371.0000	-21392.0000	-21464.0000	-21529.0000	-21554.0000	-21619.0000	-21617.0000	-21646.0000
-21676.0000	-21686.0000	-21741.0000	-21766.0000	-21821.0000	-21946.0000	-21989.0000	-22129.0000
-22161.0000	-21911.0000	-21839.0000	-21906.0000	-21884.0000	-21916.0000	-21732.0000	-21359.0000
-21301.0000	-21221.0000	-21232.0000	-21786.0000	-21886.0000	-21411.0000	-21374.0000	-21496.0000
-21466.0000	-21524.0000	-21539.0000	-21531.0000	-21586.0000	-21601.0000	-21579.0000	-21581.0000
-21599.0000	-21612.0000	-21616.0000	-21624.0000	-21652.0000	-21689.0000	-21696.0000	-21669.0000
-21651.0000	-21636.0000	-21621.0000	-21544.0000	-21466.0000	-21411.0000	-21089.0000	-20851.0000
-21216.0000	-21546.0000	-21496.0000	-21456.0000	-21394.0000	-21431.0000	-21536.0000	-21414.0000
-21261.0000	-21259.0000	-21366.0000	-21601.0000	-21776.0000	-21696.0000	-21549.0000	-21559.0000
-21611.0000	-21571.0000	-21539.0000	-21541.0000	-21486.0000	-21404.0000	-21342.0000	-21264.0000
-21174.0000	-21154.0000	-21184.0000	-21199.0000	-21204.0000	-21251.0000	-21294.0000	-21291.0000
-21259.0000	-21217.0000	-21214.0000	-21194.0000	-21184.0000	-21204.0000	-21211.0000	-21246.0000
-21279.0000	-21264.0000	-21256.0000	-21249.0000	-21286.0000	-21319.0000	-21324.0000	-21346.0000
-21369.0000	-21426.0000	-21457.0000	-21454.0000	-21454.0000	-21452.0000	-21514.0000	-21511.0000
-21526.0000	-21582.0000	-21569.0000	-21634.0000	-21661.0000	-21719.0000	-21781.0000	-21794.0000
-21974.0000	-21896.0000	-21959.0000	-22191.0000	-21767.0000	-22292.0000	-23479.0000	-22699.0000
-21494.0000	-21521.0000	-21676.0000	-21776.0000	-21896.0000	-21951.0000	-22092.0000	-22076.0000
-21841.0000	-21501.0000	-21321.0000	-21344.0000	-21296.0000	-21299.0000	-21307.0000	-21299.0000
-21369.0000	-21361.0000	-21414.0000	-21496.0000	-21521.0000	-21607.0000	-21609.0000	-21634.0000
-21694.0000	-21776.0000	-21819.0000	-21814.0000	-21839.0000	-21919.0000	-21944.0000	-22039.0000
-21971.0000	-21649.0000	-21574.0000	-21776.0000	-21996.0000	-22017.0000	-21646.0000	-21319.0000
-21346.0000	-21276.0000	-21249.0000	-21554.0000	-21606.0000	-21451.0000	-21506.0000	-21554.0000
-21549.0000	-21614.0000	-21636.0000	-21651.0000	-21681.0000	-21686.0000	-21674.0000	-21646.0000
-21644.0000	-21649.0000	-21681.0000	-21699.0000	-21699.0000	-21754.0000	-21779.0000	-21766.0000
-21769.0000	-21754.0000	-21769.0000	-21761.0000	-21709.0000	-21549.0000	-21009.0000	-20659.0000
-21114.0000	-21531.0000	-21476.0000	-21479.0000	-21539.0000	-21534.0000	-21459.0000	-21234.0000
-21129.0000	-21254.0000	-21444.0000	-21691.0000	-21936.0000	-21959.0000	-21757.0000	-21644.0000
-21689.0000	-21701.0000	-21696.0000	-21707.0000	-21662.0000	-21609.0000	-21582.0000	-21499.0000
-21382.0000	-21279.0000	-21241.0000	-21249.0000	-21251.0000	-21304.0000	-21396.0000	-21411.0000
-21367.0000	-21354.0000	-21369.0000	-21379.0000	-21369.0000	-21364.0000	-21354.0000	-21344.0000
-21326.0000	-21339.0000	-21346.0000	-21326.0000	-21349.0000	-21356.0000	-21354.0000	-21367.0000
-21351.0000	-21371.0000	-21407.0000	-21419.0000	-21439.0000	-21444.0000	-21456.0000	-21504.0000
-21536.0000	-21536.0000	-21599.0000	-21644.0000	-21619.0000	-21742.0000	-21782.0000	-21766.0000
-21936.0000	-21921.0000	-22006.0000	-22032.0000	-21824.0000	-22881.0000	-23794.0000	-22421.0000
-21246.0000	-21471.0000	-21604.0000	-21767.0000	-22107.0000	-22164.0000	-21981.0000	-21744.0000
-21656.0000	-21546.0000	-21431.0000	-21419.0000	-21361.0000	-21344.0000	-21304.0000	-21264.0000
-21356.0000	-21379.0000	-21411.0000	-21487.0000	-21509.0000	-21599.0000	-21664.0000	-21686.0000
-21744.0000	-21811.0000	-21874.0000	-21911.0000	-21906.0000	-21894.0000	-21929.0000	-21956.0000
-21766.0000	-21521.0000	-21529.0000	-21824.0000	-22221.0000	-22194.0000	-21624.0000	-21296.0000
-21374.0000	-21376.0000	-21407.0000	-21516.0000	-21511.0000	-21557.0000	-21634.0000	-21649.0000
-21726.0000	-21781.0000	-21781.0000	-21804.0000	-21811.0000	-21821.0000	-21804.0000	-21746.0000
-21717.0000	-21709.0000	-21739.0000	-21764.0000	-21759.0000	-21789.0000	-21816.0000	-21836.0000
-21864.0000	-21846.0000	-21866.0000	-21879.0000	-21841.0000	-21756.0000	-21374.0000	-21019.0000
-21249.0000	-21589.0000	-21661.0000	-21736.0000	-21786.0000	-21704.0000	-21542.0000	-21311.0000
-21136.0000	-21181.0000	-21399.0000	-21569.0000	-21714.0000	-21907.0000	-21921.0000	-21774.0000
-21742.0000	-21769.0000	-21734.0000	-21726.0000	-21739.0000	-21742.0000	-21729.0000	-21696.0000
-21639.0000	-21534.0000	-21429.0000	-21386.0000	-21386.0000	-21434.0000	-21514.0000	-21542.0000
-21534.0000	-21531.0000	-21529.0000	-21534.0000	-21519.0000	-21486.0000	-21469.0000	-21467.0000
-21469.0000	-21474.0000	-21464.0000	-21476.0000	-21506.0000	-21499.0000	-21486.0000	-21471.0000
-21401.0000	-21359.0000	-21351.0000	-21339.0000	-21361.0000	-21394.0000	-21429.0000	-21489.0000
-21534.0000	-21541.0000	-21586.0000	-21626.0000	-21684.0000	-21819.0000	-21881.0000	-21907.0000
-21939.0000	-21934.0000	-22101.0000	-22011.0000	-22019.0000	-23089.0000	-23341.0000	-21876.0000
-21176.0000	-21421.0000	-21441.0000	-21736.0000	-22121.0000	-22099.0000	-21851.0000	-21659.0000
-21729.0000	-21741.0000	-21576.0000	-21499.0000	-21414.0000	-21371.0000	-21384.0000	-21376.0000
-21436.0000	-21461.0000	-21464.0000	-21521.0000	-21549.0000	-21596.0000	-21676.0000	-21724.0000
-21761.0000	-21854.0000	-21886.0000	-21941.0000	-21961.0000	-21934.0000	-21991.0000	-21964.0000
-21739.0000	-21692.0000	-21874.0000	-22034.0000	-22154.0000	-21954.0000	-21482.0000	-21349.0000
-21444.0000	-21411.0000	-21461.0000	-21539.0000	-21554.0000	-21646.0000	-21692.0000	-21704.0000
-21829.0000	-21894.0000	-21909.0000	-21936.0000	-21924.0000	-21949.0000	-21971.0000	-21917.0000
-21871.0000	-21829.0000	-21804.0000	-21824.0000	-21844.0000	-21861.0000	-21876.0000	-21904.0000
-21949.0000	-21961.0000	-21971.0000	-21979.0000	-21957.0000	-21916.0000	-21751.0000	-21609.0000
-21779.0000	-22011.0000	-22054.0000	-22034.0000	-21971.0000	-21811.0000	-21644.0000	-21476.0000
-21239.0000	-21079.0000	-21136.0000	-21224.0000	-21376.0000	-21754.0000	-21969.0000	-21841.0000
-21771.0000	-21821.0000	-21821.0000	-21824.0000	-21839.0000	-21834.0000	-21826.0000	-21817.0000
-21804.0000	-21779.0000	-21726.0000	-21674.0000	-21621.0000	-21584.0000	-21576.0000	-21624.0000
-21671.0000	-21664.0000	-21644.0000	-21654.0000	-21669.0000	-21661.0000	-21651.0000	-21636.0000
-21624.0000	-21609.0000	-21599.0000	-21629.0000	-21679.0000	-21692.0000	-21684.0000	-21684.0000
-21664.0000	-21621.0000	-21536.0000	-21446.0000	-21384.0000	-21411.0000	-21486.0000	-21504.0000
-21551.0000	-21639.0000	-21642.0000	-21669.0000	-21844.0000	-21926.0000	-21919.0000	-22014.0000
-22001.0000	-21957.0000	-22119.0000	-22069.0000	-22189.0000	-22804.0000	-22521.0000	-21549.0000
-21389.0000	-21474.0000	-21411.0000	-21724.0000	-21896.0000	-21809.0000	-21806.0000	-21792.0000
-21866.0000	-21881.0000	-21701.0000	-21571.0000	-21451.0000	-21396.0000	-21486.0000	-21524.0000
-21546.0000	-21564.0000	-21551.0000	-21604.0000	-21669.0000	-21689.0000	-21694.0000	-21726.0000
-21789.0000	-21919.0000	-21939.0000	-21989.0000	-22049.0000	-22032.0000	-22051.0000	-22011.0000
-21807.0000	-21721.0000	-21736.0000	-21639.0000	-21594.0000	-21552.0000	-21426.0000	-21464.0000
-21526.0000	-21484.0000	-21541.0000	-21626.0000	-21651.0000	-21726.0000	-21771.0000	-21807.0000
-21899.0000	-21946.0000	-21989.0000	-22046.0000	-22044.0000	-22061.0000	-22091.0000	-22056.0000
-22019.0000	-21971.0000	-21926.0000	-21926.0000	-21944.0000	-21971.0000	-22001.0000	-22011.0000
-22044.0000	-22079.0000	-22064.0000	-22056.0000	-22056.0000	-22032.0000	-21969.0000	-22046.0000
-22276.0000	-22386.0000	-22294.0000	-22204.0000	-22126.0000	-21959.0000	-21774.0000	-21616.0000
-21344.0000	-21021.0000	-20961.0000	-21149.0000	-21426.0000	-21704.0000	-21791.0000	-21739.0000
-21809.0000	-21929.0000	-21951.0000	-21939.0000	-21909.0000	-21874.0000	-21886.0000	-21886.0000
-21866.0000	-21874.0000	-21851.0000	-21819.0000	-21804.0000	-21751.0000	-21694.0000	-21724.0000
-21779.0000	-21796.0000	-21809.0000	-21816.0000	-21824.0000	-21851.0000	-21856.0000	-21842.0000
-21842.0000	-21842.0000	-21841.0000	-21839.0000	-21836.0000	-21846.0000	-21849.0000	-21839.0000
-21857.0000	-21859.0000	-21824.0000	-21779.0000	-21681.0000	-21596.0000	-21594.0000	-21569.0000
-21599.0000	-21739.0000	-21764.0000	-21799.0000	-22004.0000	-22094.0000	-22084.0000	-22144.0000
-22114.0000	-22137.0000	-22201.0000	-21999.0000	-22126.0000	-22636.0000	-22381.0000	-21714.0000
-21557.0000	-21459.0000	-21446.0000	-21721.0000	-21731.0000	-21681.0000	-21842.0000	-21881.0000
-21919.0000	-21976.0000	-21866.0000	-21734.0000	-21594.0000	-21506.0000	-21571.0000	-21624.0000
-21649.0000	-21709.0000	-21746.0000	-21811.0000	-21896.0000	-21914.0000	-21871.0000	-21817.0000
-21846.0000	-22121.0000	-22134.0000	-22161.0000	-22206.0000	-22171.0000	-22134.0000	-22116.0000
-21989.0000	-21784.0000	-21534.0000	-21316.0000	-21344.0000	-21511.0000	-21599.0000	-21639.0000
-21659.0000	-21654.0000	-21721.0000	-21782.0000	-21801.0000	-21851.0000	-21901.0000	-21971.0000
