Elevation	Aspect	Slope	Horiz-hydr	Vert-hydr	Horiz-road	Shade9	Shade12	Shade3	Horiz-Fire	Type
3313	297	8	190	32	1611	196	238	181	1599	1
3054	291	25	371	59	1608	143	227	220	3275	1
2715	142	18	295	81	2502	243	233	112	2227	3
3029	160	15	60	20	630	234	242	134	1084	2
2904	57	16	0	0	537	229	203	102	1613	2
3323	135	9	150	1	1888	235	236	133	3237	7
2944	51	13	636	146	2903	226	211	116	499	1
3087	80	20	616	220	1994	242	201	80	2780	1
2855	132	7	150	12	3038	232	237	137	2431	1
3156	275	11	67	8	1338	189	243	193	1242	1
3241	131	17	216	102	3067	245	228	105	3249	1
3393	180	7	124	-3	2563	223	244	156	351	7
3300	46	18	497	66	1530	223	198	103	2288	1
3027	250	14	190	48	2463	188	249	198	1200	2
2755	51	3	212	22	2790	221	232	148	5201	2
3111	342	6	598	-66	792	208	231	162	1018	2
2634	295	10	0	0	2268	192	237	185	2527	6
2004	106	10	0	0	240	238	228	120	285	4
2934	337	10	30	3	3515	199	227	167	2632	2
3449	7	8	603	110	1650	211	225	151	1365	7
2880	27	7	30	0	3744	218	225	144	3696	2
3124	256	8	582	57	3290	202	245	182	1911	2
3158	292	15	258	0	2103	176	236	199	805	1
3119	83	8	85	1	3726	231	227	128	95	1
3229	65	4	150	-4	5950	223	231	143	552	1
2661	219	34	150	-74	834	161	248	202	768	2
3085	194	9	67	0	2202	219	247	163	162	1
2634	214	7	351	208	2059	214	247	169	402	3
3398	257	17	560	4	1570	177	248	208	3891	1
3251	146	10	458	60	5835	234	239	135	2992	2
3018	260	8	799	102	5905	200	245	183	3458	2
2706	219	20	272	99	2058	193	254	192	2581	3
3021	58	15	283	-12	3566	230	208	108	5693	1
3238	118	19	540	100	690	249	220	92	2072	2
3189	9	16	335	23	391	201	207	141	2101	1
3312	209	18	339	4	1718	204	254	180	3971	1
2949	85	11	175	38	3960	236	221	114	5134	2
3302	8	13	417	90	2822	204	213	145	2318	1
2140	246	22	376	94	417	168	250	215	876	3
2827	86	18	134	22	153	243	206	85	85	1
2803	50	15	0	0	1006	226	207	111	1470	2
2210	321	38	95	103	285	99	174	200	551	3
2721	70	14	124	23	1826	234	211	105	182	1
3271	248	5	297	-5	1761	209	244	173	4053	1
2986	156	28	153	49	3378	238	229	100	1101	2
2736	138	22	95	30	1410	247	227	97	2496	2
2638	225	2	180	61	1358	217	240	161	1401	2
2993	189	26	484	56	3650	210	248	156	1273	2
3034	33	23	339	30	4068	209	184	102	4214	1
3306	101	15	234	45	1084	244	218	99	1205	1
3234	90	14	543	66	4012	240	218	105	2048	1
3432	325	21	85	12	1706	162	212	187	1980	7
3198	328	4	755	85	3333	209	234	164	3732	1
2944	119	12	335	78	3626	241	229	116	2583	2
2972	356	17	170	4	6087	191	207	153	3275	2
3287	31	6	150	24	6320	219	228	145	150	1
3291	342	5	30	2	4104	210	233	161	3786	7
2930	130	19	120	37	2014	247	226	99	1621	1
3445	328	20	1068	305	4302	167	212	183	2672	7
2835	95	17	309	47	1176	245	213	91	1418	2
3098	291	18	153	40	3632	166	234	207	755	2
2884	119	14	67	8	3013	243	227	109	1718	2
3189	114	5	150	-5	2536	228	235	141	1012	1
2980	160	23	242	59	1368	236	238	118	860	2
2307	355	15	30	7	553	195	213	154	757	3
3325	162	24	551	170	1681	235	237	118	1368	1
2918	14	4	42	0	953	216	231	153	721	2
3156	156	16	1158	186	3097	237	240	129	1917	2
2916	110	5	182	20	5400	228	234	140	4694	2
2882	53	16	379	5	430	227	205	107	1566	2
2863	285	13	212	24	2828	182	239	197	2423	1
3297	153	10	417	24	1385	232	241	140	2054	1
3140	326	26	162	65	4165	147	201	188	890	1
3093	12	18	994	224	2687	199	200	134	1660	2
3236	54	6	390	53	5729	224	226	137	2106	1
2752	342	21	127	24	1487	173	204	167	2066	2
2748	41	9	534	29	90	221	220	133	752	5
2990	359	23	85	18	2610	179	190	143	888	2
3264	227	16	443	126	997	195	253	192	4567	2
2617	80	24	42	11	1518	244	190	63	218	2
3312	359	16	618	109	2117	195	210	151	834	1
2998	168	19	607	-22	1044	231	244	136	1485	2
3095	18	10	362	-6	1972	212	219	143	2527	1
3191	53	7	234	-23	2821	224	225	135	1676	1
2471	351	6	256	39	618	209	229	159	1528	3
3203	45	9	0	0	4944	223	221	133	150	1
3402	71	19	360	53	3223	238	199	85	1503	7
3426	63	21	150	-18	3217	233	193	82	2295	7
2857	135	4	0	0	3104	226	238	147	4123	2
2686	63	24	120	55	2138	233	182	68	792	2
3256	44	26	42	16	5102	216	175	80	218	2
3195	82	7	85	0	4160	230	228	130	3293	1
3094	122	17	342	102	3031	247	224	99	931	1
3104	231	6	134	8	1364	210	246	173	2490	1
3210	63	19	190	14	1718	233	198	90	2521	1
2968	122	23	255	75	2197	251	215	79	1652	2
3049	111	14	0	0	750	243	224	107	1935	1
3236	94	10	212	-19	4621	236	226	120	2210	1
2970	241	6	268	36	3865	208	245	175	745	2
2825	82	22	0	0	2101	244	196	71	1487	2
2955	13	12	408	-35	3840	208	216	143	5783	2
2984	260	11	503	101	1477	195	246	190	1415	2
2612	306	11	277	77	306	189	234	184	1531	2
3053	73	8	360	1	1866	230	225	128	1262	2
3112	74	14	295	53	1920	236	213	106	3368	1
2812	224	36	323	-64	3178	149	245	210	1584	2
3142	37	5	270	42	2496	220	229	146	1600	1
2453	131	20	210	57	1129	248	225	96	1276	3
2644	150	15	95	14	3140	238	238	126	2014	2
3137	82	10	60	-1	2178	235	222	118	2676	1
3176	143	5	42	1	3270	227	239	145	3252	1
3175	318	16	467	55	4056	175	223	187	750	1
2936	270	9	598	30	5649	195	244	187	2037	2
3108	163	16	108	23	4800	233	243	135	1358	1
3205	28	12	450	87	2871	215	213	133	959	1
3169	130	21	255	37	3655	249	222	90	268	1
2959	49	5	234	54	3552	222	228	141	1560	2
3126	333	6	295	51	1974	205	232	165	2476	2
2913	282	7	150	13	5291	201	241	179	5221	2
2749	131	5	162	25	932	228	237	144	443	3
2952	66	16	108	30	5600	234	207	101	4207	2
3043	79	10	30	-3	2639	233	223	121	3980	1
3102	148	12	0	0	953	236	239	131	1776	1
2547	208	16	60	0	1387	207	253	177	1201	3
2976	0	9	190	-19	870	208	224	154	2083	1
2584	57	21	150	51	421	229	190	83	1637	6
2978	308	10	430	63	2848	191	234	182	1600	2
2975	235	13	537	79	5675	197	251	190	5346	2
3210	51	3	60	3	5179	221	232	147	612	1
2912	95	15	42	8	987	243	217	99	2195	1
3006	337	5	95	10	4253	208	232	163	641	2
3327	344	18	721	99	2075	182	209	165	942	1
3105	306	10	182	24	1239	192	235	183	2809	2
3054	91	13	192	20	4867	240	219	108	1933	2
3221	301	16	175	42	4395	174	232	197	1510	1
2459	19	11	120	16	577	212	216	140	741	2
3050	66	6	543	16	6400	226	228	137	3384	2
2878	20	12	240	9	1979	212	215	139	1917	2
2558	291	28	120	69	752	131	223	226	1034	2
2556	359	12	30	5	351	202	219	153	5684	2
3289	9	11	268	-9	4271	207	217	146	1507	1
2821	42	12	764	134	510	222	213	124	1184	2
2894	90	6	30	3	1785	230	230	134	892	1
2714	89	20	30	10	270	245	205	80	514	5
2490	246	9	351	47	30	203	247	182	1650	3
3050	60	17	531	16	4214	231	203	100	3150	2
2902	267	16	67	12	900	178	245	205	658	2
2815	95	16	67	16	2315	244	215	96	2953	2
2598	22	15	295	-3	1660	209	207	131	987	6
2939	336	6	285	23	4528	207	232	164	5878	2
2792	220	37	240	-6	2451	152	244	204	1652	2
2716	55	24	277	158	1036	227	180	73	1774	2
2880	326	19	150	64	759	171	216	183	1935	2
2891	292	19	212	75	4836	163	233	208	391	2
3167	145	13	95	18	1224	238	238	128	1928	1
3152	326	11	362	36	3372	194	228	174	4488	1
3092	333	13	716	319	1100	189	223	173	1332	1
3410	218	13	60	18	3784	205	252	181	2726	7
2942	4	12	90	0	3514	204	218	150	6255	2
3079	345	7	277	25	2742	207	230	161	1813	2
2882	114	10	330	22	3185	238	230	121	2577	2
2815	78	11	285	60	1273	234	220	116	853	2
2886	326	7	216	6	3215	202	232	169	3886	2
3496	102	23	430	62	2632	251	202	66	2103	1
2860	298	14	150	22	2502	180	234	194	2297	2
2920	117	2	240	16	4218	223	237	150	3966	2
3118	220	12	255	56	1866	206	251	180	319	2
2614	79	11	324	83	883	234	220	117	458	2
2746	136	16	42	12	3543	243	232	112	1392	1
2726	164	4	210	15	1022	224	241	152	2040	1
3297	50	23	90	7	3805	223	184	84	2080	7
3162	173	10	90	7	1289	226	245	150	1883	1
3030	293	16	330	101	5953	174	235	201	1575	1
2985	50	22	424	211	4361	224	186	86	730	2
3135	69	15	90	-5	2529	234	210	103	1719	1
3340	0	0	641	45	912	218	238	156	1324	7
2930	87	28	150	48	663	247	183	46	1761	2
3362	47	15	513	13	3435	224	206	112	1679	7
2291	38	32	134	75	595	202	153	65	940	6
3163	209	2	30	1	4626	217	241	161	1236	1
2849	28	18	212	36	3048	209	197	118	2281	1
3246	292	8	268	58	2724	199	239	180	1090	1
3086	290	10	150	8	2173	191	239	188	1172	1
2238	326	24	67	45	1657	153	205	187	242	6
2710	132	20	283	127	1989	248	225	96	2646	3
2990	259	28	150	64	2462	140	241	232	2704	2
2797	14	12	470	69	3056	209	216	143	1332	2
2792	300	25	300	125	2086	143	221	214	366	2
3238	350	11	258	34	1198	200	221	160	2554	2
2375	297	26	210	114	875	138	221	219	1064	6
3158	281	15	577	92	120	178	240	201	2089	2
2413	352	14	360	107	1103	195	216	158	1236	6
3031	348	10	537	-2	6423	201	223	161	3756	2
3378	214	7	1044	176	3031	214	247	169	1253	1
3013	35	4	42	1	3988	219	231	148	1209	2
3235	32	13	424	-29	782	216	211	128	2920	2
2903	106	8	150	9	4702	233	231	130	1679	2
2883	21	8	540	91	4284	215	223	145	5510	1
2778	31	16	0	0	845	214	203	120	421	1
3024	191	4	301	23	5566	219	242	159	1825	2
2809	108	6	417	36	2220	231	233	136	2484	2
3314	166	9	511	126	1243	228	244	148	2577	2
3079	43	16	85	16	1358	221	202	111	518	1
3152	115	10	256	57	212	237	231	123	2391	1
3308	65	17	300	-21	1440	233	204	97	2188	1
3316	30	8	295	37	3483	218	223	140	2271	1
3197	271	34	127	39	1071	113	228	242	2471	1
2770	356	15	30	12	2230	196	213	154	3020	2
2546	3	18	60	16	600	194	204	145	391	2
3244	6	9	430	96	892	210	223	151	2051	2
3227	138	26	365	190	3852	248	220	82	2746	1
3172	314	15	484	96	3197	177	226	189	1260	1
2941	86	19	0	0	400	244	204	81	1201	1
3091	260	13	484	61	2949	188	247	197	644	1
3331	359	14	391	63	3606	199	214	152	2039	1
2842	348	22	108	35	2502	173	198	160	949	2
3185	327	11	641	10	3981	193	228	174	4075	1
3446	214	9	924	178	3487	212	248	172	408	1
2809	162	13	30	4	2001	232	243	139	2356	5
2097	300	31	42	22	1358	119	210	223	655	3
2551	204	14	277	90	2244	211	252	173	382	3
2692	22	41	384	226	799	160	120	65	1276	2
3052	23	5	242	0	1524	217	228	148	3036	1
3236	231	6	595	2	510	210	246	173	601	1
2457	305	11	0	0	830	188	234	186	658	6
3095	331	17	85	14	1355	177	216	177	2932	2
3313	190	11	283	34	3432	220	248	161	1396	1
3034	215	11	816	30	5991	209	251	176	3931	2
3229	297	5	42	3	5799	205	238	172	1507	1
3094	270	5	30	4	2697	206	242	174	510	1
2970	82	2	95	8	5530	221	236	151	2171	2
2861	72	20	339	94	485	239	196	80	1353	5
2180	20	28	150	103	240	189	170	104	685	3
3044	163	14	162	46	3644	232	243	139	2613	1
2779	45	13	594	92	400	223	211	120	1092	2
3154	25	15	531	68	390	212	207	129	1513	2
3077	68	10	42	5	1530	231	220	121	371	1
3004	90	4	518	39	5221	226	233	141	5482	2
3216	84	9	108	26	1773	233	225	123	1510	1
3126	109	11	420	81	4981	240	227	116	914	2
2576	135	6	42	0	2953	230	237	140	2297	2
2967	154	9	85	9	4376	231	241	141	2084	1
3021	170	17	362	167	6307	230	245	140	4061	2
2915	65	28	85	-9	509	233	170	51	524	1
2432	207	25	85	27	1288	195	253	181	907	3
3120	343	10	309	46	2030	200	225	163	2419	2
2929	252	14	351	109	2227	188	249	198	1806	2
2684	107	14	60	-12	1884	243	222	105	216	2
2601	95	11	240	57	960	238	223	114	1205	2
3183	90	19	60	-12	2630	245	206	81	2590	1
2238	326	24	67	45	1657	153	205	187	242	6
3264	127	26	691	148	2863	252	213	71	2766	1
3157	351	9	60	8	1340	205	226	159	382	1
3262	81	10	258	33	5568	234	222	118	1044	2
2663	29	12	268	11	899	216	214	133	1761	2
2861	119	2	443	58	2216	223	237	149	1902	2
3086	181	11	85	10	1006	224	247	155	1624	2
2853	83	12	371	26	934	237	218	110	342	2
2922	45	4	120	1	1724	221	230	145	2470	2
2798	332	6	0	0	2137	207	233	165	2167	1
2554	138	7	552	51	1001	232	238	138	1302	3
3262	184	15	162	13	4737	223	249	156	2713	1
2829	79	12	319	41	1120	236	217	110	1383	2
2650	330	12	240	57	1290	192	226	173	1165	2
2728	77	5	424	30	1368	227	230	138	2255	2
2418	6	19	108	26	469	193	199	140	1266	6
2776	73	25	175	95	190	239	185	62	1354	5
2916	108	11	216	42	4355	239	227	118	3369	1
2099	309	26	30	16	782	140	212	208	902	6
2469	125	4	60	0	1507	226	237	145	636	3
2922	94	6	95	7	908	230	231	134	2190	2
3330	139	24	150	49	865	248	224	91	1154	7
3076	326	5	42	3	2335	206	234	166	2112	1
3054	76	12	659	4	3810	234	218	114	4562	2
2990	23	15	324	23	513	210	206	129	366	2
3011	75	21	382	142	1774	240	194	74	2787	1
3347	179	12	485	18	890	225	247	153	4345	1
3325	286	28	437	119	573	130	225	229	874	1
2695	319	25	270	84	1959	148	208	196	2452	6
3034	308	8	853	69	5755	199	235	176	5689	2
3253	73	13	242	19	3612	235	213	107	1756	7
3110	14	9	234	-8	2297	212	222	147	2347	2
2932	61	12	283	16	4031	230	214	115	5954	1
2324	131	23	150	37	1172	250	221	86	990	3
2451	16	17	212	39	384	203	202	132	1146	6
2891	239	13	987	225	2402	195	251	193	1530	2
3108	327	7	649	-77	972	204	233	168	1101	2
3141	14	8	150	26	2241	213	224	148	2099	1
3296	31	19	685	220	751	211	194	112	765	1
3025	58	9	190	37	2161	227	221	127	2722	1
2932	16	15	60	12	2852	206	208	137	1200	1
2757	129	12	120	-1	2028	240	233	121	907	2
2622	120	20	124	13	1230	249	219	90	552	5
2928	88	25	301	123	2764	247	190	57	1260	2
2970	327	25	170	45	1867	151	203	187	1648	2
3195	294	8	0	0	3021	197	238	181	1345	1
3128	161	31	234	82	3543	233	229	101	2310	1
2359	151	30	277	16	450	241	224	88	680	3
2973	220	16	212	42	2399	199	254	188	1484	2
3131	23	17	201	59	1189	208	202	126	631	1
2931	61	16	540	85	1707	232	204	100	2971	2
3081	87	12	295	34	4471	238	220	111	2554	2
3090	21	12	497	31	750	212	215	138	1165	2
3033	2	6	319	19	3018	212	229	154	391	1
3412	7	6	674	173	3115	213	229	153	1950	7
2825	110	11	153	27	2979	239	228	118	162	2
2856	175	10	400	58	3508	226	246	151	3170	2
2933	332	11	95	19	4927	194	226	171	1816	1
2675	344	14	108	36	2001	190	217	165	2391	6
2187	312	31	228	98	420	123	201	209	484	3
3336	292	9	525	97	3314	194	238	185	3420	7
2708	119	24	42	13	2793	252	211	73	2100	5
2968	280	24	180	39	5810	149	235	222	1544	1
3016	317	15	190	-13	2419	179	225	186	1441	1
3139	197	15	633	98	834	215	252	167	1892	2
2778	88	7	234	21	2899	231	229	131	2101	2
3031	215	8	330	47	3130	213	248	171	674	2
3453	67	6	845	104	3347	227	228	135	1511	7
3041	27	14	514	117	4248	213	210	130	2249	2
2879	329	13	182	-2	2764	187	223	175	335	1
2920	220	30	120	94	2737	171	251	201	1290	2
2520	51	19	180	92	703	225	195	96	382	2
2932	354	7	201	26	4510	208	227	157	6098	2
2867	96	9	234	30	2524	234	228	125	2598	2
3041	24	15	418	26	1914	211	207	129	1532	2
2895	78	22	553	128	618	242	195	73	1554	2
2926	315	9	124	-4	1794	196	233	176	918	2
2788	99	23	42	16	3958	250	202	68	949	2
2163	4	30	30	10	900	167	169	127	750	3
3064	72	17	90	24	3073	237	205	94	5502	1
3260	346	10	339	83	2613	200	223	162	2486	1
3394	339	8	940	123	1310	203	228	164	1781	7
2979	63	15	306	-27	2016	232	209	106	1148	2
3004	210	33	180	53	1544	177	249	187	1106	2
2738	113	14	430	-10	661	243	225	108	365	3
2910	18	12	60	7	837	210	214	139	2032	1
3277	135	8	558	72	3274	233	237	135	4424	1
3122	292	5	390	56	1194	205	239	172	1256	1
3125	354	7	120	20	2215	208	227	157	2014	1
3237	21	11	743	76	2691	212	216	139	3318	1
2765	122	9	170	22	1909	236	233	128	450	1
2754	41	9	421	-3	2436	221	220	133	5900	2
3150	315	7	67	6	4875	201	234	172	2658	2
3207	167	17	120	23	1020	231	244	138	2669	2
3060	52	18	247	26	3407	226	197	98	5599	2
2407	268	15	175	36	1501	179	245	204	551	6
2957	166	9	210	21	1645	228	244	148	633	2
3426	253	10	764	175	3553	198	247	187	400	1
3120	41	10	382	45	1409	221	218	131	3131	1
3204	114	17	446	88	2616	246	221	98	2881	1
3284	232	8	376	61	3060	207	248	178	3030	2
2832	110	18	417	82	1677	248	218	92	741	5
2917	314	16	162	47	1804	174	225	190	2383	2
2850	62	28	247	125	1972	230	170	54	537	5
3217	1	13	904	200	2002	201	215	151	2285	7
3288	12	24	1159	271	1813	187	183	124	2188	1
2750	100	13	108	25	1440	241	222	110	2239	1
3152	96	15	212	18	750	243	217	99	2295	1
3140	220	7	108	7	402	212	247	171	5114	2
2886	37	12	481	44	2700	219	213	127	992	1
2734	146	9	134	10	1988	233	239	138	1206	2
3326	130	24	553	145	1549	250	219	82	1116	1
2955	41	9	0	0	5178	221	220	133	2765	1
2733	344	19	339	84	2087	179	207	165	2223	6
2925	109	24	492	-88	576	252	205	67	1825	5
3244	90	4	577	131	1290	226	233	143	2145	1
2444	272	27	120	58	765	141	236	230	1531	2
3042	130	12	424	70	2452	239	233	123	2315	1
2957	45	4	134	-2	1121	221	231	147	2207	2
2730	30	8	30	0	514	218	223	140	2431	5
2958	126	13	323	41	698	242	231	115	2268	2
3277	35	8	626	-13	1668	219	224	140	3100	2
3300	187	15	30	8	4604	220	250	158	3142	1
3026	336	11	150	18	4434	195	225	169	342	1
2388	266	21	319	16	1110	162	244	218	170	6
2810	345	14	362	83	1838	192	217	163	983	5
3041	77	12	108	10	4030	235	218	113	3762	2
3121	27	24	531	203	2241	201	179	104	2315	1
2600	137	17	421	164	424	244	231	109	402	3
2847	94	7	95	1	2040	232	229	130	2611	2
3013	18	23	180	43	1758	195	184	118	3655	1
2735	93	9	495	-16	600	234	227	125	351	3
3060	106	7	330	33	2018	232	232	132	1471	1
2976	72	20	30	9	631	238	198	83	511	1
3266	306	4	907	135	2003	208	237	168	2308	1
2787	137	9	228	8	1987	235	237	133	1075	2
3043	27	8	67	9	1020	217	223	142	1537	2
2934	12	27	127	37	319	181	174	119	2190	1
3018	312	14	150	55	4230	183	229	187	2300	2
3149	77	5	210	9	2984	227	230	138	1019	2
2738	129	6	90	-3	1208	231	236	138	774	2
3243	114	40	268	130	992	251	168	3	1848	1
2831	100	30	134	49	1361	252	184	36	1928	2
3025	167	8	362	139	5354	227	243	149	1426	2
2485	335	7	256	79	570	205	231	165	1613	3
2698	165	24	150	61	1572	233	239	123	1199	2
2842	324	36	309	111	2676	109	177	195	300	1
2866	136	19	30	7	5522	245	229	105	806	2
3014	45	8	85	3	1187	223	222	134	2462	2
3079	102	23	272	102	600	251	202	66	1430	1
2930	135	1	108	0	812	221	238	153	2143	2
2990	306	6	306	0	3408	203	237	173	5525	2
2930	110	33	268	185	2079	254	184	29	641	5
2779	61	6	42	3	1891	225	227	136	2718	5
3201	52	8	785	67	2525	225	222	131	3207	1
2988	47	11	541	23	1048	224	216	125	2182	2
3565	44	26	979	350	2496	216	175	80	1448	1
3162	24	15	240	14	5434	211	208	130	2353	2
3136	249	21	497	91	3360	169	250	215	1392	1
3420	155	20	95	13	4156	239	237	119	4013	7
2836	26	21	150	29	1465	206	191	115	2630	2
3011	275	8	350	68	5850	198	242	184	1801	1
3110	99	22	150	16	3666	250	203	70	2851	1
2174	21	7	30	-6	1191	216	226	147	1106	4
2897	48	15	127	49	532	224	206	113	212	2
3147	160	29	510	139	841	235	231	105	1328	2
3233	79	16	417	78	4202	239	210	96	1189	2
2774	292	22	85	32	2340	154	230	213	618	1
3034	359	14	362	37	2806	199	214	152	774	1
2621	181	38	201	95	2295	202	232	127	1008	3
2998	13	8	658	82	5656	213	225	149	3948	2
2436	57	27	85	33	618	227	173	63	655	2
2936	281	24	711	290	1339	148	234	223	2032	2
2959	14	19	366	65	426	199	198	132	618	2
2693	141	12	240	65	3558	238	237	127	2463	2
2718	243	35	108	36	1527	133	243	231	1471	2
2998	40	12	430	158	5542	221	214	126	5024	2
3065	55	20	721	5	1371	228	193	90	2079	1
2785	112	8	30	0	391	234	232	130	2476	2
2077	286	40	192	176	216	83	204	244	234	3
3194	350	17	85	25	3316	187	210	159	2414	1
3113	271	29	543	202	5616	133	235	234	1194	2
3341	151	10	376	141	2894	233	240	138	595	1
3244	36	8	30	6	3433	220	222	138	1983	1
2951	113	2	190	1	2054	222	237	151	1854	2
2847	74	19	295	73	1846	239	201	85	1931	2
3035	48	7	190	12	3217	223	224	136	1631	2
3305	121	21	616	82	2982	250	217	84	2761	1
2978	154	12	212	-20	4813	234	241	136	3063	2
2805	166	8	134	17	1087	227	243	149	1036	3
3452	13	15	495	104	4097	204	208	138	3396	7
3223	224	29	210	22	2053	170	252	205	3421	1
3206	97	8	306	25	5688	233	229	129	2467	1
3205	135	5	127	16	5303	228	238	144	1173	1
3303	342	5	95	8	5394	209	232	161	524	1
2365	59	11	85	6	1265	228	217	120	618	3
3070	319	14	60	10	6714	182	226	183	2931	2
3024	256	9	607	138	6008	200	246	184	5316	2
2827	37	12	30	7	3361	219	213	127	2613	1
2958	37	21	201	54	2270	214	189	102	1801	1
3215	32	10	85	-2	1585	218	218	134	674	1
3128	303	20	268	5	3387	162	227	204	2100	1
3107	139	10	335	94	2184	236	237	131	3630	1
3279	335	5	677	4	2249	209	233	163	811	1
2545	75	16	30	10	1451	238	207	95	1776	2
2903	288	2	60	3	5151	213	239	164	4756	2
3344	147	40	175	115	3867	238	201	52	3238	7
3112	37	9	90	-3	1826	220	219	134	2356	2
3146	162	4	134	8	4660	223	240	152	2040	1
3029	325	6	85	-1	819	206	234	167	1736	1
3328	115	12	192	45	2421	241	227	114	2638	7
2906	172	7	319	62	3237	225	244	152	2460	2
2775	29	8	277	27	1706	217	222	140	1932	1
2175	126	30	30	12	1358	253	204	55	934	4
2447	262	14	382	119	1549	185	246	199	466	6
3243	288	9	607	112	1879	195	239	184	2197	1
2518	327	12	134	35	300	191	227	175	1570	6
3358	162	10	351	29	870	230	243	144	4222	2
2877	37	7	459	32	2813	220	224	140	3596	1
3062	144	14	404	61	1533	239	237	124	680	2
3146	90	12	180	33	3819	239	220	110	3174	1
3058	20	6	150	-5	3737	216	228	149	1849	2
2864	72	15	331	76	1351	236	209	100	1507	2
3016	336	8	30	7	1182	203	230	166	1260	2
2877	140	14	90	1	268	240	235	121	1034	5
2937	101	12	30	2	2120	241	223	110	808	1
2985	35	19	361	63	4773	214	194	108	3499	1
2855	88	21	127	54	150	246	201	75	1008	1
2956	353	8	150	15	5492	206	226	158	2173	1
3267	279	16	212	58	4914	175	241	204	1167	2
3245	290	6	190	17	4484	202	239	176	582	1
3208	33	11	90	-3	4042	218	216	133	1681	1
2934	323	5	234	-14	2147	207	235	166	391	2
3304	56	3	90	-2	5579	222	232	146	666	1
2649	197	19	180	15	2257	211	252	168	2442	3
3648	4	12	1061	293	5222	204	216	149	3757	7
3329	287	27	454	125	553	133	226	227	808	1
3012	20	6	42	2	2918	216	227	148	1493	2
3106	86	10	516	0	3766	235	223	119	3610	1
2540	312	17	30	12	1044	171	225	193	541	6
2701	334	24	210	101	1253	157	200	178	1962	6
2894	28	26	268	54	3751	200	174	98	2717	2
3086	45	17	85	14	1500	222	200	106	335	1
2700	282	10	0	0	1719	191	241	189	750	5
2799	105	11	42	1	3777	240	226	115	3075	1
3208	135	6	552	33	4160	230	237	141	2761	1
3137	107	9	60	5	2156	235	230	126	2072	1
3115	17	5	60	2	1842	216	229	151	3012	1
2816	335	11	124	9	1374	195	225	169	1987	6
2455	106	12	60	20	430	241	225	112	1813	3
3297	20	6	90	7	3221	216	227	148	1978	1
2877	327	25	95	46	5614	150	202	187	4710	2
3213	348	23	497	87	516	170	196	159	1602	1
2748	86	26	430	201	1209	247	185	51	924	2
3191	84	13	270	86	1201	238	217	107	2343	2
3218	47	10	162	23	4595	224	218	128	1544	1
3197	157	14	150	46	865	235	241	134	2582	2
2988	45	8	85	20	5241	222	223	136	2377	1
3224	217	9	467	56	2190	210	249	175	1806	1
3405	151	16	420	76	1061	238	238	125	4127	2
3045	140	16	150	3	847	242	233	115	745	2
3367	266	23	1252	248	3734	154	242	223	2611	2
3038	321	15	67	3	2227	182	224	182	1194	1
3231	293	11	228	33	902	190	238	188	1338	2
2829	227	8	741	66	2163	209	248	176	1740	5
3275	22	13	134	-7	4267	212	213	136	3558	1
2996	124	2	153	25	1678	222	237	151	1710	2
3218	337	14	558	147	4195	188	219	170	765	1
3128	333	9	30	8	553	200	229	168	938	1
3064	328	9	510	60	5877	198	230	171	4216	2
2877	31	14	30	6	335	216	209	127	2274	2
2910	337	7	175	40	2971	204	230	165	1897	2
3113	142	8	150	0	3398	232	238	139	5076	1
3113	42	6	30	2	1889	221	227	142	421	1
3425	295	17	626	211	967	171	233	202	1269	1
2048	22	25	85	51	210	196	179	109	319	3
3219	40	23	309	40	1438	214	182	92	242	1
3281	257	22	30	21	5742	163	247	218	808	1
3144	321	12	60	9	1911	189	228	179	2069	2
2773	63	8	0	0	450	227	224	131	997	2
2980	188	10	366	34	5077	221	248	159	2109	1
3209	295	4	150	10	95	209	238	169	1339	1
3160	68	13	150	12	5491	233	214	111	2250	2
2949	127	10	0	0	4228	237	234	127	5392	2
3003	335	10	30	3	426	198	227	168	1727	1
3119	32	9	713	-30	4271	218	220	137	3726	1
2888	88	8	384	69	2881	232	227	128	2040	2
3117	329	19	509	71	5162	171	214	181	751	2
2893	114	18	30	11	2742	248	219	93	1842	1
3009	344	10	153	23	755	199	224	163	1116	2
2652	43	9	437	82	882	222	220	132	2558	2
3178	108	6	60	3	3473	231	233	136	4657	1
2749	308	20	124	66	2090	162	223	200	108	2
2414	342	15	376	232	1124	187	216	166	1106	3
3255	315	3	360	68	2042	212	237	163	1852	2
2907	135	8	268	27	3880	233	237	136	4045	2
3084	113	20	150	35	3185	249	216	86	2635	1
2623	194	12	404	3	1664	218	250	164	1879	3
3198	56	12	180	33	3271	228	214	117	2254	1
2597	121	1	67	-2	979	221	237	152	2228	2
3301	128	20	30	0	2476	248	224	94	424	7
3169	96	18	124	22	1917	246	212	89	1939	1
3172	20	11	60	14	1463	212	217	140	2375	1
3229	80	11	524	81	5975	234	221	118	1806	1
2665	63	18	201	41	1239	233	202	94	404	2
2910	260	7	60	-2	5019	203	244	179	1631	5
3123	195	13	127	14	5341	217	250	165	1308	1
2918	147	7	495	-3	3838	229	239	143	4168	2
2663	329	22	67	21	2244	160	207	183	2460	6
3109	170	9	300	-19	6366	227	244	149	2547	2
2814	33	14	360	79	1739	216	208	124	2676	2
3296	188	11	509	70	3754	221	248	160	2474	1
2877	318	11	30	4	2646	191	230	179	2271	1
2985	99	13	95	17	3087	241	221	108	6560	1
2710	346	9	0	0	1008	203	227	162	2215	2
