Area	Perimeter	MajorAxisLength	MinorAxisLength	AspectRation	Eccentricity	ConvexArea	EquivDiameter	Extent	Solidity	roundness	Compactness	ShapeFactor1	ShapeFactor2	ShapeFactor3	ShapeFactor4	Class
42373	836.822	333.0176	162.7438	2.0463	0.8725	43049	232.2735	0.8074	0.9843	0.7604	0.6975	0.0079	0.0011	0.4865	0.9955	4
42389	805.943	327.9803	167.2015	1.9616	0.8603	43060	232.3173	0.7814	0.9844	0.8201	0.7083	0.0077	0.0012	0.5017	0.9842	4
42402	800.745	318.2932	171.8011	1.8527	0.8418	43064	232.353	0.7032	0.9846	0.831	0.73	0.0075	0.0013	0.5329	0.9873	4
42450	828.116	347.9515	156.4694	2.2238	0.8932	42820	232.4844	0.6094	0.9914	0.7779	0.6682	0.0082	0.001	0.4464	0.9927	4
42450	828.116	347.9515	156.4694	2.2238	0.8932	42820	232.4844	0.6094	0.9914	0.7779	0.6682	0.0082	0.001	0.4464	0.9927	4
42505	805.21	323.5071	167.7971	1.928	0.855	43079	232.635	0.6817	0.9867	0.8238	0.7191	0.0076	0.0013	0.5171	0.997	4
42552	793.738	313.3113	174.1893	1.7987	0.8312	43067	232.7636	0.6453	0.988	0.8487	0.7429	0.0074	0.0014	0.5519	0.9927	4
42614	804.837	327.2922	166.7858	1.9624	0.8604	43188	232.9331	0.7263	0.9867	0.8267	0.7117	0.0077	0.0012	0.5065	0.994	4
42642	806.488	324.3603	168.6207	1.9236	0.8543	43163	233.0096	0.8061	0.9879	0.8239	0.7184	0.0076	0.0012	0.5161	0.9927	4
42670	791.457	293.8812	185.5368	1.584	0.7755	43350	233.0861	0.7071	0.9843	0.856	0.7931	0.0069	0.0017	0.6291	0.9964	4
42678	822.714	340.9463	160.864	2.1195	0.8817	43227	233.108	0.8364	0.9873	0.7923	0.6837	0.008	0.0011	0.4675	0.9908	4
42693	787.181	309.5752	177.2852	1.7462	0.8198	43246	233.1489	0.8105	0.9872	0.8658	0.7531	0.0073	0.0014	0.5672	0.9904	4
42708	834.59	350.3686	155.8023	2.2488	0.8957	43198	233.1899	0.8096	0.9887	0.7705	0.6656	0.0082	0.001	0.443	0.9961	4
42710	816.687	335.8385	163.6708	2.0519	0.8732	43315	233.1953	0.8062	0.986	0.8047	0.6944	0.0079	0.0011	0.4821	0.9893	4
42757	832.736	339.1383	162.046	2.0929	0.8785	43391	233.3236	0.5998	0.9854	0.7748	0.688	0.0079	0.0011	0.4733	0.9906	4
42774	780.822	292.5546	187.0445	1.5641	0.7689	43284	233.37	0.7171	0.9882	0.8816	0.7977	0.0068	0.0017	0.6363	0.9953	4
42780	801.214	322.5941	169.3945	1.9044	0.851	43293	233.3863	0.8008	0.9882	0.8374	0.7235	0.0075	0.0013	0.5234	0.9968	4
42818	828.988	334.9761	163.3724	2.0504	0.873	43434	233.49	0.6204	0.9858	0.783	0.697	0.0078	0.0011	0.4859	0.9962	4
42857	816.249	338.9989	161.4175	2.1001	0.8794	43328	233.5963	0.7276	0.9891	0.8083	0.6891	0.0079	0.0011	0.4748	0.9972	4
43000	968.539	348.5201	158.3193	2.2014	0.8909	44715	233.9857	0.6682	0.9616	0.576	0.6714	0.0081	0.001	0.4507	0.9922	4
43015	825.521	341.4399	161.4297	2.1151	0.8812	43627	234.0265	0.71	0.986	0.7932	0.6854	0.0079	0.0011	0.4698	0.9936	4
43029	812.609	323.9667	170.3234	1.9021	0.8506	43500	234.0646	0.7405	0.9892	0.8189	0.7225	0.0075	0.0013	0.522	0.9929	4
43077	830.696	349.041	158.7692	2.1984	0.8906	43755	234.1951	0.7724	0.9845	0.7845	0.671	0.0081	0.001	0.4502	0.9897	4
43099	815.39	328.2341	168.6101	1.9467	0.858	43710	234.2549	0.6977	0.986	0.8146	0.7137	0.0076	0.0012	0.5093	0.9915	4
43099	815.39	328.2341	168.6101	1.9467	0.858	43710	234.2549	0.6977	0.986	0.8146	0.7137	0.0076	0.0012	0.5093	0.9915	4
43114	823.478	336.2022	165.3148	2.0337	0.8708	43778	234.2956	0.6005	0.9848	0.799	0.6969	0.0078	0.0011	0.4857	0.9877	4
43126	816.933	337.6079	163.3881	2.0663	0.8751	43547	234.3282	0.8167	0.9903	0.812	0.6941	0.0078	0.0011	0.4818	0.9954	4
43136	819.644	324.597	172.2522	1.8844	0.8476	44239	234.3554	0.6535	0.9751	0.8069	0.722	0.0075	0.0013	0.5213	0.9823	4
43185	810.945	325.5185	170.717	1.9068	0.8514	43737	234.4885	0.8662	0.9874	0.8252	0.7204	0.0075	0.0013	0.5189	0.9894	4
43192	800.212	314.055	176.5427	1.7789	0.827	43717	234.5075	0.8027	0.988	0.8476	0.7467	0.0073	0.0014	0.5576	0.9919	4
43204	839.531	346.3371	159.8135	2.1671	0.8872	43959	234.5401	0.6471	0.9828	0.7703	0.6772	0.008	0.001	0.4586	0.9939	4
43279	843.066	336.2804	164.6671	2.0422	0.8719	43813	234.7435	0.6146	0.9878	0.7652	0.6981	0.0078	0.0011	0.4873	0.9951	4
43409	831.016	338.5345	163.7288	2.0677	0.8753	44050	235.0958	0.6135	0.9854	0.7899	0.6945	0.0078	0.0011	0.4823	0.9972	4
43418	814.87	322.2523	172.5032	1.8681	0.8447	44045	235.1202	0.7013	0.9858	0.8217	0.7296	0.0074	0.0013	0.5323	0.9945	4
43493	834.832	335.0625	166.839	2.0083	0.8672	44332	235.3232	0.5993	0.9811	0.7842	0.7023	0.0077	0.0012	0.4933	0.9906	4
43518	905.774	348.7185	159.6008	2.1849	0.8891	44595	235.3908	0.574	0.9758	0.6666	0.675	0.008	0.001	0.4556	0.9956	4
43533	820.623	333.7998	167.481	1.9931	0.865	44179	235.4314	0.817	0.9854	0.8123	0.7053	0.0077	0.0012	0.4975	0.9915	4
43548	846.546	347.4448	163.9564	2.1191	0.8817	45022	235.4719	0.656	0.9673	0.7636	0.6777	0.008	0.001	0.4593	0.9733	4
43554	828.293	339.2236	164.7714	2.0588	0.8741	44186	235.4882	0.6518	0.9857	0.7978	0.6942	0.0078	0.0011	0.4819	0.9921	4
43693	817.646	328.2849	170.7243	1.9229	0.8541	44262	235.8636	0.8029	0.9871	0.8213	0.7185	0.0075	0.0012	0.5162	0.9926	4
43717	819.231	330.9604	169.3108	1.9548	0.8592	44186	235.9284	0.8306	0.9894	0.8186	0.7129	0.0076	0.0012	0.5082	0.9933	4
43743	829.88	345.6438	162.2404	2.1304	0.883	44261	235.9986	0.6969	0.9883	0.7982	0.6828	0.0079	0.0011	0.4662	0.9932	4
43743	830.354	338.5688	165.8896	2.0409	0.8717	44514	235.9986	0.6623	0.9827	0.7972	0.697	0.0077	0.0011	0.4859	0.9916	4
43746	836.693	339.3526	165.4114	2.0516	0.8732	44442	236.0066	0.7138	0.9843	0.7853	0.6955	0.0078	0.0011	0.4837	0.9923	4
43746	836.693	339.3526	165.4114	2.0516	0.8732	44442	236.0066	0.7138	0.9843	0.7853	0.6955	0.0078	0.0011	0.4837	0.9923	4
43779	837.559	349.4661	159.998	2.1842	0.889	44241	236.0956	0.8024	0.9896	0.7842	0.6756	0.008	0.001	0.4564	0.9969	4
43832	836.567	340.0483	165.029	2.0605	0.8743	44421	236.2385	0.8225	0.9867	0.787	0.6947	0.0078	0.0011	0.4826	0.9945	4
43844	826.338	338.9045	165.7582	2.0446	0.8722	44434	236.2709	0.8226	0.9867	0.8069	0.6972	0.0077	0.0011	0.486	0.9937	4
43844	826.338	338.9045	165.7582	2.0446	0.8722	44434	236.2709	0.8226	0.9867	0.8069	0.6972	0.0077	0.0011	0.486	0.9937	4
43848	845.054	343.3073	164.027	2.093	0.8785	44478	236.2816	0.6714	0.9858	0.7716	0.6883	0.0078	0.0011	0.4737	0.9914	4
43871	814.595	328.4833	170.8977	1.9221	0.854	44373	236.3436	0.6435	0.9887	0.8308	0.7195	0.0075	0.0012	0.5177	0.995	4
43886	773.792	289.8961	193.3219	1.4996	0.7452	44317	236.384	0.7619	0.9903	0.9211	0.8154	0.0066	0.0018	0.6649	0.997	4
43900	839.181	347.1792	162.2414	2.1399	0.8841	44449	236.4217	0.7451	0.9876	0.7834	0.681	0.0079	0.001	0.4637	0.9923	4
43912	844.203	354.3025	159.6834	2.2188	0.8927	44602	236.454	0.7041	0.9845	0.7743	0.6674	0.0081	0.001	0.4454	0.9882	4
43914	833.354	341.729	164.6393	2.0756	0.8763	44402	236.4594	0.592	0.989	0.7946	0.692	0.0078	0.0011	0.4788	0.9938	4
43918	824.223	340.0897	164.9746	2.0615	0.8745	44470	236.4702	0.6934	0.9876	0.8124	0.6953	0.0077	0.0011	0.4835	0.9966	4
43924	834.163	345.4244	162.996	2.1192	0.8817	44618	236.4863	0.7127	0.9844	0.7932	0.6846	0.0079	0.0011	0.4687	0.9933	4
43955	805.062	313.7561	180.4112	1.7391	0.8182	44903	236.5697	0.7066	0.9789	0.8522	0.754	0.0071	0.0014	0.5685	0.9887	4
43978	836.878	331.8859	169.5511	1.9574	0.8597	44747	236.6316	0.6403	0.9828	0.7891	0.713	0.0075	0.0012	0.5084	0.9951	4
43991	808.658	320.6897	177.0497	1.8113	0.8338	45031	236.6666	0.7468	0.9769	0.8454	0.738	0.0073	0.0013	0.5446	0.9865	4
44020	822.517	335.1188	168.1587	1.9929	0.865	44553	236.7446	0.7989	0.988	0.8177	0.7064	0.0076	0.0012	0.4991	0.9946	4
44029	823.817	327.6936	172.1976	1.903	0.8508	44653	236.7688	0.7009	0.986	0.8152	0.7225	0.0074	0.0013	0.5221	0.9935	4
44049	812.823	322.7545	176.2763	1.831	0.8377	44699	236.8226	0.8172	0.9855	0.8378	0.7338	0.0073	0.0013	0.5384	0.9858	4
44074	841.284	338.6639	167.2181	2.0253	0.8696	44765	236.8898	0.6342	0.9846	0.7825	0.6995	0.0077	0.0011	0.4893	0.9909	4
44120	809.203	324.5429	174.7684	1.857	0.8426	44690	237.0134	0.7974	0.9872	0.8467	0.7303	0.0074	0.0013	0.5333	0.9904	4
44154	819.804	340.6483	166.2503	2.049	0.8728	44617	237.1047	0.826	0.9896	0.8256	0.696	0.0077	0.0011	0.4845	0.9927	4
44171	826.19	343.4056	163.9726	2.0943	0.8786	44634	237.1503	0.771	0.9896	0.8132	0.6906	0.0078	0.0011	0.4769	0.9988	4
44258	832.579	334.9047	169.4687	1.9762	0.8625	44909	237.3837	0.6586	0.9855	0.8023	0.7088	0.0076	0.0012	0.5024	0.9929	4
44362	845.277	350.7674	161.6312	2.1702	0.8875	44851	237.6625	0.5849	0.9891	0.7802	0.6776	0.0079	0.001	0.4591	0.9963	4
44375	843.947	350.6838	161.7363	2.1682	0.8873	44978	237.6973	0.5938	0.9866	0.7829	0.6778	0.0079	0.001	0.4594	0.9962	4
44389	825.922	316.6613	180.1679	1.7576	0.8224	45118	237.7348	0.6513	0.9838	0.8177	0.7508	0.0071	0.0014	0.5636	0.9906	4
44392	848.676	359.5137	158.1729	2.2729	0.898	45043	237.7428	0.8144	0.9855	0.7745	0.6613	0.0081	0.001	0.4373	0.994	4
44399	828.051	341.5438	166.3586	2.0531	0.8734	44950	237.7616	0.7961	0.9877	0.8137	0.6961	0.0077	0.0011	0.4846	0.9949	4
44492	822.871	336.9793	168.6468	1.9981	0.8658	44949	238.0104	0.6486	0.9898	0.8257	0.7063	0.0076	0.0012	0.4989	0.9968	4
44535	856.043	346.8857	165.6776	2.0937	0.8786	45306	238.1254	0.604	0.983	0.7637	0.6865	0.0078	0.0011	0.4712	0.9866	4
44562	850.137	343.5161	168.0176	2.0445	0.8722	45393	238.1976	0.6119	0.9817	0.7748	0.6934	0.0077	0.0011	0.4808	0.983	4
44594	846.716	353.8564	161.5876	2.1899	0.8896	45211	238.2831	0.7459	0.9864	0.7816	0.6734	0.0079	0.001	0.4535	0.993	4
44606	829.615	339.2792	168.2796	2.0162	0.8683	45224	238.3152	0.7113	0.9863	0.8144	0.7024	0.0076	0.0011	0.4934	0.9948	4
44608	859.481	329.8558	175.1673	1.8831	0.8473	45446	238.3205	0.8519	0.9816	0.7588	0.7225	0.0074	0.0012	0.522	0.983	4
44614	850.425	351.269	162.3081	2.1642	0.8868	45243	238.3365	0.634	0.9861	0.7752	0.6785	0.0079	0.001	0.4604	0.9963	4
44614	850.425	351.269	162.3081	2.1642	0.8868	45243	238.3365	0.634	0.9861	0.7752	0.6785	0.0079	0.001	0.4604	0.9963	4
44648	808.725	310.6324	183.9106	1.689	0.8059	45229	238.4273	0.7455	0.9872	0.8578	0.7676	0.007	0.0015	0.5891	0.9951	4
44648	833.623	350.2938	162.9105	2.1502	0.8853	45149	238.4273	0.8053	0.9889	0.8074	0.6806	0.0078	0.001	0.4633	0.9962	4
44701	850.2	349.4831	164.4362	2.1253	0.8824	45295	238.5688	0.5775	0.9869	0.7771	0.6826	0.0078	0.001	0.466	0.9904	4
44704	847.544	360.1876	158.392	2.274	0.8981	45127	238.5768	0.7383	0.9906	0.782	0.6624	0.0081	0.001	0.4387	0.9977	4
44710	832.12	332.0685	171.9583	1.9311	0.8555	45234	238.5928	0.6941	0.9884	0.8114	0.7185	0.0074	0.0012	0.5162	0.9969	4
44710	832.12	332.0685	171.9583	1.9311	0.8555	45234	238.5928	0.6941	0.9884	0.8114	0.7185	0.0074	0.0012	0.5162	0.9969	4
44737	847.583	345.0918	166.1002	2.0776	0.8765	45395	238.6649	0.6161	0.9855	0.7826	0.6916	0.0077	0.0011	0.4783	0.9937	4
44738	810.865	324.9862	175.6774	1.8499	0.8413	45116	238.6675	0.801	0.9916	0.855	0.7344	0.0073	0.0013	0.5393	0.9977	4
44785	839.911	334.7522	174.6694	1.9165	0.8531	46109	238.7929	0.7397	0.9713	0.7978	0.7133	0.0075	0.0012	0.5089	0.9752	4
44787	861.814	344.3339	166.1797	2.0721	0.8758	45406	238.7982	0.8129	0.9864	0.7578	0.6935	0.0077	0.0011	0.481	0.9966	4
44799	1005.548	362.4496	157.9862	2.2942	0.9	46552	238.8302	0.6525	0.9623	0.5568	0.6589	0.0081	0.0009	0.4342	0.9961	4
44805	841.088	311.8409	185.3269	1.6827	0.8042	45487	238.8462	0.6465	0.985	0.7959	0.7659	0.007	0.0015	0.5866	0.9871	4
44846	832.162	342.3915	168.0433	2.0375	0.8713	45356	238.9554	0.6856	0.9888	0.8138	0.6979	0.0076	0.0011	0.4871	0.9924	4
44870	846.28	354.6022	161.6442	2.1937	0.8901	45511	239.0194	0.7169	0.9859	0.7873	0.674	0.0079	0.001	0.4543	0.9967	4
44875	853.492	351.0078	164.5255	2.1335	0.8833	45627	239.0327	0.6464	0.9835	0.7741	0.681	0.0078	0.001	0.4637	0.9894	4
44904	826.44	317.4295	181.163	1.7522	0.8211	45676	239.1099	0.6803	0.9831	0.8262	0.7533	0.0071	0.0014	0.5674	0.9942	4
44963	878.718	365.0837	157.3329	2.3205	0.9024	45613	239.2669	0.8045	0.9857	0.7318	0.6554	0.0081	0.0009	0.4295	0.9967	4
45005	837.605	341.7588	170.3703	2.006	0.8669	45807	239.3787	0.6537	0.9825	0.8061	0.7004	0.0076	0.0011	0.4906	0.9841	4
45030	842.585	343.6325	168.2154	2.0428	0.872	45623	239.4451	0.6308	0.987	0.797	0.6968	0.0076	0.0011	0.4855	0.9919	4
45032	836.404	338.1601	171.5686	1.971	0.8617	45647	239.4505	0.676	0.9865	0.8089	0.7081	0.0075	0.0012	0.5014	0.9883	4
45102	865.765	347.7792	167.2141	2.0798	0.8768	45917	239.6365	0.6672	0.9823	0.7561	0.689	0.0077	0.0011	0.4748	0.9875	4
45104	820.466	331.2337	174.0467	1.9031	0.8508	45620	239.6418	0.6303	0.9887	0.842	0.7235	0.0073	0.0012	0.5234	0.9962	4
45131	840.075	347.6026	167.3657	2.0769	0.8765	45781	239.7135	0.727	0.9858	0.8036	0.6896	0.0077	0.0011	0.4756	0.9877	4
45149	855.291	358.1056	165.2741	2.1667	0.8871	47022	239.7613	0.7999	0.9602	0.7756	0.6695	0.0079	0.001	0.4483	0.9713	4
45200	873.211	357.1308	162.8601	2.1929	0.89	45850	239.8967	0.7513	0.9858	0.7449	0.6717	0.0079	0.001	0.4512	0.9895	4
45210	841.526	341.7081	169.5197	2.0157	0.8683	45836	239.9232	0.6634	0.9863	0.8022	0.7021	0.0076	0.0011	0.493	0.9937	4
45226	827.481	338.2253	170.7677	1.9806	0.8632	45753	239.9657	0.6309	0.9885	0.83	0.7095	0.0075	0.0012	0.5034	0.997	4
45236	824.056	334.3255	172.7937	1.9348	0.8561	45823	239.9922	0.7926	0.9872	0.8371	0.7178	0.0074	0.0012	0.5153	0.997	4
45257	888.846	361.5649	159.9572	2.2604	0.8968	45957	240.0479	0.6159	0.9848	0.7199	0.6639	0.008	0.001	0.4408	0.9963	4
45280	846.153	353.4912	164.3193	2.1512	0.8854	45912	240.1089	0.6201	0.9862	0.7947	0.6792	0.0078	0.001	0.4614	0.9925	4
45297	854.181	341.55	169.6706	2.013	0.8679	46087	240.154	0.6267	0.9829	0.7802	0.7031	0.0075	0.0011	0.4944	0.9952	4
45369	834.295	338.9925	171.601	1.9755	0.8624	45987	240.3448	0.7605	0.9866	0.8191	0.709	0.0075	0.0012	0.5027	0.993	4
45401	838.238	346.701	167.5769	2.0689	0.8754	45999	240.4295	0.7857	0.987	0.812	0.6935	0.0076	0.0011	0.4809	0.995	4
45407	835.028	341.1196	170.1408	2.0049	0.8667	46053	240.4454	0.6391	0.986	0.8183	0.7049	0.0075	0.0011	0.4968	0.9961	4
45413	851.184	356.4811	162.7389	2.1905	0.8897	46013	240.4613	0.6867	0.987	0.7877	0.6745	0.0078	0.001	0.455	0.9967	4
45469	848.018	357.5147	162.4188	2.2012	0.8908	45920	240.6095	0.6578	0.9902	0.7945	0.673	0.0079	0.001	0.4529	0.997	4
45470	842.281	339.406	173.565	1.9555	0.8594	46378	240.6121	0.625	0.9804	0.8054	0.7089	0.0075	0.0012	0.5026	0.9828	4
45471	848.858	346.4047	168.7188	2.0531	0.8734	46192	240.6148	0.7845	0.9844	0.793	0.6946	0.0076	0.0011	0.4825	0.9906	4
45473	834.56	335.9276	173.6661	1.9343	0.856	46244	240.6201	0.7841	0.9833	0.8204	0.7163	0.0074	0.0012	0.5131	0.9924	4
45478	838.042	331.8433	176.2768	1.8825	0.8472	46206	240.6333	0.608	0.9842	0.8137	0.7251	0.0073	0.0012	0.5258	0.9899	4
45478	838.042	331.8433	176.2768	1.8825	0.8472	46206	240.6333	0.608	0.9842	0.8137	0.7251	0.0073	0.0012	0.5258	0.9899	4
45518	859.94	322.2867	189.2918	1.7026	0.8093	47963	240.7391	0.6645	0.949	0.7735	0.747	0.0071	0.0014	0.558	0.95	4
45525	840.696	348.6463	166.7982	2.0902	0.8781	46054	240.7576	0.7417	0.9885	0.8094	0.6905	0.0077	0.0011	0.4769	0.9967	4
45525	853.65	358.8288	162.0336	2.2145	0.8922	46116	240.7576	0.6737	0.9872	0.7851	0.671	0.0079	0.001	0.4502	0.9969	4
45554	854.451	358.5587	162.2078	2.2105	0.8918	46189	240.8343	0.7023	0.9863	0.7841	0.6717	0.0079	0.001	0.4511	0.9973	4
45606	855.192	342.0627	171.3852	1.9959	0.8654	46331	240.9717	0.7844	0.9844	0.7836	0.7045	0.0075	0.0011	0.4963	0.9905	4
45609	834.651	341.0878	172.586	1.9763	0.8625	46157	240.9796	0.7874	0.9881	0.8227	0.7065	0.0075	0.0011	0.4991	0.9865	4
45631	840.956	321.9235	182.7259	1.7618	0.8233	46505	241.0377	0.6488	0.9812	0.8108	0.7487	0.0071	0.0014	0.5606	0.9877	4
45654	857.771	343.3269	169.9097	2.0206	0.869	46271	241.0985	0.7997	0.9867	0.7797	0.7022	0.0075	0.0011	0.4931	0.9965	4
45654	828.517	340.1324	171.8569	1.9792	0.863	46355	241.0985	0.7059	0.9849	0.8358	0.7088	0.0075	0.0012	0.5025	0.9944	4
45666	870.017	350.5393	166.3938	2.1067	0.8802	46356	241.1302	0.613	0.9851	0.7581	0.6879	0.0077	0.0011	0.4732	0.9968	4
45720	860.356	342.4953	171.5549	1.9964	0.8655	46478	241.2727	0.6369	0.9837	0.7762	0.7045	0.0075	0.0011	0.4963	0.9907	4
45805	859.282	350.599	167.0856	2.0983	0.8791	46453	241.4969	0.6364	0.9861	0.7796	0.6888	0.0077	0.0011	0.4745	0.9956	4
45816	859.129	338.7358	173.1661	1.9561	0.8595	46674	241.5259	0.7931	0.9816	0.78	0.713	0.0074	0.0012	0.5084	0.9945	4
45817	862.123	333.4589	175.9105	1.8956	0.8495	46654	241.5285	0.7579	0.9821	0.7746	0.7243	0.0073	0.0012	0.5246	0.9945	4
45864	844.252	334.5801	175.9128	1.902	0.8506	46714	241.6524	0.7396	0.9818	0.8086	0.7223	0.0073	0.0012	0.5217	0.9922	4
45887	839.116	339.7362	173.0063	1.9637	0.8606	46394	241.7129	0.6246	0.9891	0.8189	0.7115	0.0074	0.0012	0.5062	0.994	4
45908	827.009	336.1193	174.792	1.923	0.8541	46390	241.7682	0.7638	0.9896	0.8435	0.7193	0.0073	0.0012	0.5174	0.9949	4
45915	817.888	324.0966	181.5498	1.7852	0.8284	46477	241.7867	0.7596	0.9879	0.8625	0.746	0.0071	0.0013	0.5566	0.9936	4
45918	842.448	350.3626	167.5918	2.0906	0.8782	46281	241.7946	0.7854	0.9922	0.813	0.6901	0.0076	0.0011	0.4763	0.9957	4
45928	858.374	353.5692	167.9841	2.1048	0.8799	46692	241.8209	0.8017	0.9836	0.7833	0.6839	0.0077	0.001	0.4678	0.9846	4
45942	847.435	349.2139	167.9959	2.0787	0.8767	46485	241.8577	0.788	0.9883	0.8039	0.6926	0.0076	0.0011	0.4797	0.9971	4
45968	841.037	346.6312	169.4391	2.0458	0.8724	46394	241.9262	0.6927	0.9908	0.8166	0.6979	0.0075	0.0011	0.4871	0.9965	4
45968	838.333	339.3334	174.2335	1.9476	0.8581	46698	241.9262	0.705	0.9844	0.8219	0.7129	0.0074	0.0012	0.5083	0.9899	4
46056	859.402	359.394	163.4604	2.1987	0.8906	46532	242.1576	0.781	0.9898	0.7836	0.6738	0.0078	0.001	0.454	0.9982	4
46062	856.672	346.9669	171.9697	2.0176	0.8685	47106	242.1734	0.8112	0.9778	0.7887	0.698	0.0075	0.0011	0.4872	0.9829	4
46067	855.704	350.6983	167.9741	2.0878	0.8778	46689	242.1866	0.8041	0.9867	0.7906	0.6906	0.0076	0.0011	0.4769	0.9957	4
46068	863.075	344.159	171.7841	2.0034	0.8665	46892	242.1892	0.7655	0.9824	0.7772	0.7037	0.0075	0.0011	0.4952	0.9921	4
46100	847.12	336.2745	175.7551	1.9133	0.8525	46735	242.2733	0.7673	0.9864	0.8073	0.7205	0.0073	0.0012	0.5191	0.9931	4
46127	862.115	358.661	166.1244	2.159	0.8863	47134	242.3442	0.7276	0.9786	0.7799	0.6757	0.0078	0.001	0.4566	0.9857	4
46143	832.979	334.3109	177.2798	1.8858	0.8478	46616	242.3862	0.773	0.9899	0.8357	0.725	0.0072	0.0012	0.5257	0.9913	4
46144	856.55	351.3258	167.8875	2.0926	0.8784	46630	242.3889	0.7665	0.9896	0.7904	0.6899	0.0076	0.0011	0.476	0.9961	4
46180	850.826	344.0815	172.3669	1.9962	0.8655	46881	242.4834	0.6191	0.985	0.8016	0.7047	0.0075	0.0011	0.4966	0.9914	4
46229	832.722	335.5362	176.0917	1.9055	0.8512	46809	242.612	0.6365	0.9876	0.8378	0.7231	0.0073	0.0012	0.5228	0.9962	4
46230	855.563	350.6331	169.7982	2.065	0.8749	46861	242.6146	0.8239	0.9865	0.7937	0.6919	0.0076	0.0011	0.4788	0.9887	4
46261	848.807	350.4627	169.0435	2.0732	0.876	46904	242.696	0.7957	0.9863	0.8069	0.6925	0.0076	0.0011	0.4796	0.9942	4
46267	854.523	341.6147	174.9661	1.9525	0.8589	47026	242.7117	0.6852	0.9839	0.7962	0.7105	0.0074	0.0012	0.5048	0.9856	4
46275	832.69	337.7416	175.5198	1.9242	0.8544	46788	242.7327	0.8016	0.989	0.8387	0.7187	0.0073	0.0012	0.5165	0.9939	4
46298	842.976	329.6366	179.9829	1.8315	0.8378	46971	242.793	0.6397	0.9857	0.8187	0.7365	0.0071	0.0013	0.5425	0.9936	4
46316	879.449	345.658	172.3715	2.0053	0.8668	47252	242.8402	0.717	0.9802	0.7525	0.7025	0.0075	0.0011	0.4936	0.9898	4
46415	844.864	349.767	169.7789	2.0601	0.8743	46946	243.0996	0.7771	0.9887	0.8171	0.695	0.0075	0.0011	0.4831	0.9952	4
46428	872.732	365.9857	161.9557	2.2598	0.8968	46913	243.1336	0.8083	0.9897	0.766	0.6643	0.0079	0.0009	0.4413	0.9973	4
46481	849.522	343.2637	173.9756	1.9731	0.862	47264	243.2724	0.733	0.9834	0.8093	0.7087	0.0074	0.0011	0.5023	0.991	4
46519	863.421	356.7518	167.5166	2.1297	0.8829	47189	243.3718	0.7596	0.9858	0.7841	0.6822	0.0077	0.001	0.4654	0.9911	4
46522	853.266	351.1711	170.446	2.0603	0.8743	47247	243.3796	0.7381	0.9847	0.803	0.6931	0.0075	0.0011	0.4803	0.9896	4
46562	840.976	337.6312	176.1021	1.9172	0.8532	47115	243.4842	0.8115	0.9883	0.8273	0.7212	0.0073	0.0012	0.5201	0.9971	4
46563	852.78	352.4132	168.9398	2.086	0.8776	47203	243.4869	0.6909	0.9864	0.8046	0.6909	0.0076	0.0011	0.4774	0.9958	4
46581	974.023	364.7815	164.4353	2.2184	0.8926	47874	243.5339	0.7435	0.973	0.617	0.6676	0.0078	0.001	0.4457	0.9888	4
46634	864.954	351.2927	169.7159	2.0699	0.8756	47345	243.6724	0.6559	0.985	0.7833	0.6936	0.0075	0.0011	0.4811	0.9959	4
46642	875.771	362.1728	164.8783	2.1966	0.8904	47195	243.6933	0.6479	0.9883	0.7642	0.6729	0.0078	0.001	0.4527	0.9945	4
46680	844.028	341.0411	175.2141	1.9464	0.8579	47312	243.7926	0.7574	0.9866	0.8234	0.7148	0.0073	0.0012	0.511	0.9946	4
46696	862.883	354.981	168.0545	2.1123	0.8808	47259	243.8344	0.7782	0.9881	0.7881	0.6869	0.0076	0.001	0.4718	0.9966	4
46696	862.883	354.981	168.0545	2.1123	0.8808	47259	243.8344	0.7782	0.9881	0.7881	0.6869	0.0076	0.001	0.4718	0.9966	4
46708	875.9	364.8718	163.4482	2.2323	0.8941	47371	243.8657	0.7882	0.986	0.7651	0.6684	0.0078	0.001	0.4467	0.9972	4
46749	854.757	333.3222	179.2134	1.8599	0.8432	47417	243.9727	0.6716	0.9859	0.8041	0.7319	0.0071	0.0013	0.5357	0.9964	4
46755	864.849	353.6335	171.2948	2.0645	0.8749	47547	243.9883	0.8137	0.9833	0.7855	0.6899	0.0076	0.0011	0.476	0.9827	4
46777	845.203	349.1878	171.1671	2.04	0.8716	47247	244.0457	0.8214	0.9901	0.8228	0.6989	0.0075	0.0011	0.4885	0.9965	4
46777	845.203	349.1878	171.1671	2.04	0.8716	47247	244.0457	0.8214	0.9901	0.8228	0.6989	0.0075	0.0011	0.4885	0.9965	4
46794	864.065	356.437	168.4521	2.116	0.8813	47586	244.0901	0.6088	0.9834	0.7876	0.6848	0.0076	0.001	0.469	0.9923	4
46798	881.176	331.3299	182.4005	1.8165	0.8348	47864	244.1005	0.7179	0.9777	0.7574	0.7367	0.0071	0.0013	0.5428	0.9859	4
46808	866.842	362.2609	165.6851	2.1864	0.8893	47280	244.1266	0.6414	0.99	0.7828	0.6739	0.0077	0.001	0.4541	0.9929	4
46826	851.033	348.0577	172.359	2.0194	0.8688	47442	244.1735	0.8101	0.987	0.8125	0.7015	0.0074	0.0011	0.4921	0.9938	4
